"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"
"g15"	11.1641521808299	4.36579853827256	17.0568738327412	-1.08964256709271	-8.48434384397516	-15.6162444516469	-13.6705482727802	12.7590347131329	11.8670947251642	4.7817934481853
"g16"	-14.9461096698856	-8.88936818548253	3.87722943102663	-3.59355123861075	-4.55133121467795	-0.01283783857126	-1.47811701749349	-18.7997498798501	12.7234034690605	12.8987453840988
"g17"	-5.30041273153853	-1.33927740497344	-4.59248211816672	-10.6555235053032	-3.63791719892339	-5.97877148091783	0.529327387491993	-12.1216825133996	-7.52001044508234	-5.40381985343453
"g18"	-25.8503534039113	-5.75840019268353	5.51985036660126	4.87039312321874	-2.30044494655353	5.96854880048972	-0.338938044695948	-3.61657885226005	8.1356382805135	-3.44591887526948
"g19"	-6.84877146979293	-12.3249401080758	-4.03476457228155	-13.5117311644719	0.31624167852542	-6.74889621264549	-2.0984243002771	7.22449184719072	-10.2239116842945	-1.14357225317757
"g20"	-0.316924055246785	4.64110807702021	-15.0306118858917	-0.395427621222753	3.72825473882444	0.791417130771253	-12.247731841476	14.2188420146504	19.427185377453	-3.57013276850346
"g21"	6.75553357048827	-2.08286596654053	-18.4064422013048	1.53657791983133	-3.66926343000589	-8.65961204694598	14.589205205191	-4.68515486577078	-12.6238050335677	6.24168925926604
"g22"	6.07381243095441	-5.78469131117097	1.28959473073893	16.1536607269165	-5.01882908144342	11.735624761598	-5.14305522307515	-5.89203307659009	0.741172062741777	-10.8471597733777
"g23"	-1.15140757573854	12.4133467690807	-21.7659323040122	-23.5846876790153	11.6946976580075	8.3186154001764	2.90346642827066	-5.23298723858472	16.1461701747922	-9.47067930390377
"g24"	-0.901922390558186	14.340867901286	4.76629485267306	1.68071270695299	5.97544177452352	10.4112618909845	6.69032951258863	-2.01347850638942	7.61944532856298	11.1210894677825
"g25"	-2.35188947540283	-2.95226089517839	12.8587584394594	4.13025814019866	-4.34603151868678	-1.44651249056297	10.1994193012324	-10.0104339991434	7.71020076829102	-6.10344429647533
"g26"	-4.83477830995928	-5.68699939477582	8.51846833549709	-9.64647019827498	9.46247867609503	2.04547443680636	-5.3861591321345	-5.56153124225641	10.4480975441975	-13.4682881624416
"g27"	6.47093363923688	-13.0783106700361	-15.2604829901176	-7.92871065958446	11.9719668134514	7.88535443460913	-2.35044704366985	-7.71097297903187	12.9924619445763	-17.5103681435315
"g28"	-3.83600038750346	-7.85230909065685	-5.18917164757417	1.18815639766552	26.2165289364011	-4.35772238203287	1.95155499276779	-13.2073609743979	3.75787686176442	3.13604827739419
"g29"	8.11201789537576	-11.9907730046812	-14.661704282737	7.0702627470962	2.55972465825954	-9.9046841167579	-7.27841228244543	-8.11208111509474	-6.0054869378155	-8.64194524863486
"g30"	7.22485909966059	-1.36043694580254	-5.78327698090638	-7.04529482153037	-11.629538993052	5.13222789037052	-0.906620800774918	14.8739921015467	-1.22979425905532	15.7757732628973
"g31"	3.28804574103409	-12.5688038810318	-6.4315058125647	1.54452677121005	15.2754404928932	3.61398968624124	-0.367759530319601	-7.12975100093743	10.8293284059363	-12.2892616642483
"g32"	-25.3428981714635	-32.9005886745321	6.28992244750759	-7.83501891545938	-15.1703505876909	5.51901025322	-2.74446018824724	4.42923916422846	17.7119415163708	-7.62296002459718
"g33"	-8.9109633557514	-9.36719742138946	-10.2176092600482	-8.65680652996156	-4.44953889615741	2.43649172565045	-2.97287593063366	-9.48492424256521	9.60131676377416	0.354199682537624
"g34"	18.0451529453579	1.04231843996162	-19.7167122889921	-0.748210427552106	-4.91904989493752	-4.19918710612728	-7.29071251042972	4.68950545746152	-4.83987080792281	-0.701834749338698
"g35"	-8.49889841319197	-7.83909841691524	6.00328995757994	2.53757418793165	-3.81658947788975	-6.83288000703226	4.49814714415152	12.4548013214702	-7.33147891936279	2.41292144884635
"g36"	15.3123741785818	-14.2628780821443	-0.0870831391586406	-3.27994578703177	5.08414780349154	0.36553801288077	14.4376868662304	-3.58901657613523	12.2002612877388	0.982986141807155
"g37"	1.60017613071796	5.39207321784364	20.5162581003363	11.8148784539475	8.96750531540002	0.963220041462913	-12.078834829383	3.65460777128161	8.31460613299578	-3.10539496964548
"g38"	7.09810721949441	10.8304425802664	15.0867430294764	5.12877014686048	5.49393930599022	10.23874121139	8.87331338106451	-1.54515823266147	0.309726392520944	-21.9049062427517
"g39"	-16.4559026614247	7.77865985200036	2.05028182472061	-0.526335231291601	3.70416929690998	3.11802196034898	-6.09327411570738	-7.40169069142292	-19.6734480347722	2.82720418380096
"g40"	1.99443747653115	10.1175264235828	15.4039249382195	-7.5055443481877	-12.199948483144	3.27667711067108	2.05877290950327	5.89900281405755	14.6130039838585	8.10026421862382
"g41"	5.55611040617149	-8.80644925907261	-7.28948832632993	-17.2015208339406	8.93952266656188	16.486367607522	8.51134309082625	8.46441481468554	-6.81746058249651	4.74194149581893
"g42"	-3.00889373686148	3.43226255724062	5.51237989340026	11.4200180359585	-3.24712024591279	0.388938097489233	-14.8186778927298	-10.063607112151	7.90951825347123	-4.02005456662059
"g43"	-2.41645539584252	-0.245691822927302	11.7068506115127	-4.78711075646492	-11.4807008492294	-18.1733665090423	-5.19755742009317	0.838260262608637	-2.95632404038586	-2.525181973398
"g44"	5.67317597815451	3.87239034796488	0.509770069155904	-1.04995204507755	0.693985622877812	6.83266042505	-7.25099924702213	5.54302160820472	-17.0179403150622	-13.4125008150116
"g45"	-9.02931297162577	-17.6183743299079	13.9891153344083	3.75260430598426	-14.9144517452125	-20.3594163757857	11.8685187075871	-10.8293383339597	-4.46280943868051	-6.10137608183389
"g46"	6.99509700971903	3.85703407013318	-4.09505276513997	6.63806526499942	2.39735224282233	-6.96038209113646	5.37898445096238	11.7796972503024	15.688585497015	-10.7052375672036
"g47"	0.872361218990419	0.716391587902564	17.3860347711963	-27.3993290971427	-5.09905285694787	15.0799299143856	1.91372453150487	-8.14798540456414	-12.6282868201097	-3.57057195168048
"g48"	5.96675108322999	6.99625912236395	2.39002778344231	26.8947412696713	-4.73248609817186	-7.92336533799113	11.9034809882434	-7.55625924136131	-2.40294654799389	-0.578457306852621
"g49"	17.3417056117609	7.20973266917873	-5.35595428144091	-0.521503824362316	-24.4907284846621	12.595204380788	21.3989774984802	-9.28604836745478	4.93975591161822	0.52786426833678
"g50"	15.0854834253878	-10.6685982419876	-0.610686562966456	-3.20486659905054	-7.17374807024111	-8.86141399696704	-19.380352990128	0.379345420291624	-2.6770794902479	18.8801650451423
"g51"	6.97394934829653	24.1132234606618	-12.6534477381388	-15.8928901411402	20.1505983213166	2.88649113756313	5.31322687326527	23.5724130923176	-4.3221315716006	7.8049915812643
"g52"	5.42420550709263	-5.91548736115792	0.735559505924714	10.4687862994483	-3.45762276119617	12.0002405711429	-15.8874769229878	13.235633014216	2.70254015980265	-2.22443490647637
"g53"	-10.4017690818125	14.2466410615746	-14.9472630529376	-6.11712370030395	12.0296569313261	8.87809040994246	8.40091808989104	4.89632208288789	9.38286423265717	-5.96250941487335
"g54"	8.96548622429492	2.48173566938826	-18.8125075083058	-6.01827888188808	-3.33294525801889	-16.3474501721469	16.9336278959388	-9.85788159755629	-8.20319862403269	31.4848443460656
"g55"	-2.3932629491095	15.8146247270171	-4.98283935086831	0.977011790674513	-9.43835274380201	6.42422986645493	1.26570568504481	18.6423016926625	-4.81713147910919	-0.292291804280955
"g56"	-6.90375990298545	0.451710677815922	1.27300115072169	2.53209465741203	-13.6563669831288	7.27058376434121	4.65550528124508	4.15950493939631	-17.0012680599241	-2.76671860857542
"g57"	-3.4498473746186	8.50967518770228	26.1302024061723	11.770811531582	1.4261422000116	-12.8443536205927	-11.055351566984	-0.0815447998438325	15.7501066726674	8.27833201852171
"g58"	2.66084931661001	3.78551390752392	-5.081464197703	-16.9574151431774	-7.16964629404479	21.4580250667619	-0.348065154659101	-7.538142607678	-9.88361244470308	-8.66874198597867
"g59"	19.2862144495131	8.01867378811275	18.3524998312395	4.43335249804279	4.95029776890015	3.57101744055797	10.5936131498354	5.0773247077315	28.8128572973751	9.95201074206501
"g60"	-5.95820911845888	1.94232235394142	-10.0584356985565	13.3300184459378	-12.8822689335357	-4.77582831593786	-16.3281778341692	7.03594174890893	7.32014613190407	2.05652088097862
"g61"	-5.55538806041772	-13.7278476851689	23.141360481337	-9.35893139267984	-7.39845418221188	-10.647199116838	-13.1415864524558	0.938110657778522	-11.5620206558023	-8.62980136207698
"g62"	-1.94381040129639	5.94165675339561	-2.83968628585599	3.86984630748667	10.2968435818063	9.36076653056647	-5.32866675409846	-3.53154689426799	-19.2482775080217	2.85446066704397
"g63"	12.0053881290669	2.13595739448402	21.3827213560447	6.20047231009901	6.17391794843654	4.86598306882372	5.21007297676669	-3.10694301152365	10.1201076072458	10.4067635660474
"g64"	-8.99559369980598	6.08141280338387	-1.19680131189328	19.2948443964407	-10.6829513175856	3.50669648864206	-14.1970111602016	5.36004578619796	4.43814571607767	9.04798302763814
"g65"	27.6695371931022	17.3200300419026	-5.64525135121868	5.69784245169648	-18.5243823246159	-3.97072830157956	9.98311515076565	-7.22454762044209	-12.9397843700688	-3.15400948970178
"g66"	-11.9251681573645	17.3103152494111	14.0890734088834	-5.2387091721106	1.14275300509592	0.0155770202130364	-1.3412752957975	22.5649585281796	-5.52509681661954	-12.6157991014454
"g67"	-9.67371736284663	8.76684153385358	2.42984333864989	4.17687904794189	-6.99904000684446	-16.0074257246411	-8.69355180914406	3.38726795780758	10.5356784983097	11.3525759763949
"g68"	9.28271154874104	-18.7169143651926	12.0997564643187	3.22094777511642	-4.77724890161909	-1.81465498005033	-14.6192410645859	-9.77418879723055	-8.40920937787731	0.83205911410028
"g69"	18.1032570861808	-16.8525697615668	11.1955417736366	-17.2808427637448	10.5589667247806	11.121078922206	21.4553800100307	-1.88765003642114	4.69645825395298	9.43594626930819
"g70"	3.99531452884711	-11.4942813419605	13.6047045842902	3.43598479020161	-2.26401876967907	7.47797899051046	-1.55075054490213	-4.60776698724262	-5.62608879769936	23.6599251700754
"g71"	-4.1964138371681	7.11953839773587	-5.11856569906029	-20.5100455638799	3.52507740044763	9.49423130703383	-0.644393644637682	-6.02454774890358	11.3122263494871	4.59102677270831
"g72"	-10.7647205754729	-1.38303294791692	-8.95999386418847	-1.6137339537563	-2.9147962409667	-12.6667540382898	-19.8476053095686	16.4791209286479	3.60005942964932	2.52012506812456
"g73"	15.7435311932129	2.97802392578013	-13.7520274178694	-28.7148399705882	2.82045185740943	-4.82686960222426	-11.8918879029779	-8.45054674831936	-14.2231888601614	9.92492756444982
"g74"	-6.71906200091813	-20.5506673492737	-0.335778434179788	-15.7114460122767	-8.45130298043445	-13.7128608592907	19.1898844656809	-0.445228089212786	-4.55023424154805	11.2770674131678
"g75"	-10.9163868086618	-2.61502545101388	5.34308414277019	5.96725882932858	6.98476733111527	3.46964771932803	6.99067958550536	-0.777963902491174	5.050542957377	3.72234478184259
"g76"	15.4811971538654	-4.34093719598211	-5.23468513322921	8.61174265443468	31.3451026642209	-12.9590731239389	2.64503460548625	3.76765568153461	-1.90635418231914	14.5606061385234
"g77"	-5.72934210795121	-2.32025375252326	10.5036938578338	-3.60063857962234	0.807997783241789	-3.57974836249387	9.03204163816143	-16.042424239299	5.52889915140783	-7.27230855853749
"g78"	-3.32804034705535	-12.1318612358665	-8.06136236228681	-20.7215459693996	4.51208399743615	-2.1654046587323	-1.64946395947503	-8.45401391747388	-13.4747458217983	17.925497691651
"g79"	7.72186564899631	-15.3800273852447	5.43380302375835	7.79263449541924	10.0943623240286	9.33113968110347	22.1267102137579	2.03018382744163	-2.60705036158468	-5.8238568264308
"g80"	-4.65164202833165	0.494368228363436	15.451059691949	12.1309013624325	-24.0320979428866	0.757882954014613	20.3955274852584	-7.30906636277447	2.38455916945612	-8.02066602732198
"g81"	-6.37408460292991	-3.41801217897043	6.07136877678416	5.41393049328352	-2.67583561527399	13.3889443773734	15.2177500496908	-4.38208425270929	-4.28287244440365	1.2539120041253
"g82"	6.48608452035572	-14.293144827044	-9.75734235852319	4.31084059465945	2.63300119153942	-3.41626240136756	14.0123635954262	-14.0060087489102	1.0837843772118	-1.97964113062713
"g83"	17.8667945140626	6.34079442116802	-8.6969915223399	-13.8923976364383	9.89575711820884	-7.4376251872708	-4.95406586675061	-13.0990097428243	-6.99483309937274	-4.91002881843074
"g84"	15.0649806892279	9.28072696536811	-17.2569407154527	4.90864138643624	6.47528739612165	4.05890204925526	2.72331837558451	10.8610651375829	3.06174645539593	7.36819981202008
"g85"	0.744957639035289	-4.82175967856486	-2.33907875767304	-8.53389554514555	8.56549065603099	-3.97487184298633	7.94518793477729	-5.83358327102346	-14.3550530192146	-20.6458533409472
"g86"	-0.729475551451949	2.0808324363952	-12.5161714076934	-7.29718806416676	9.49982510271688	10.4146168402052	0.25923257180758	15.8333201919568	-15.6361031548161	0.471841241272414
"g87"	-0.667820922017659	9.13864299552894	-0.852504278327102	-2.70579604955173	6.03900178762799	-2.40067669324213	0.165700093222361	-7.41107449152373	19.7855007636227	5.99673546953239
"g88"	-17.4284977564877	9.35594559811205	9.30225907080907	19.1174132451151	-0.456393220908967	13.5445526959642	-9.31471991885204	-3.12893044415551	-7.10596748466817	-0.494240390677298
"g89"	10.7656305908229	-8.25993496160497	-5.85536093905967	-7.67978711533336	13.8060621063198	15.9691832268189	-19.5748731139602	-8.75587510276388	6.35101242129794	4.670424014224
"g90"	-1.92103777909046	-9.84818663342878	-9.28903922182089	-9.07815662020643	-15.3569295550823	-3.06729208157185	-9.80149542278361	-4.32121259166519	17.0188989605199	4.04671469639038
"g91"	9.84107473028142	0.00326529313362456	8.23380718951585	-1.74746056473923	15.4958859071142	-11.0603315010429	5.71540973342178	-9.89839107043035	0.21142792596693	1.85406575868577
"g92"	5.35045559585097	-10.0812260584337	2.49751352226601	2.51023342380098	11.7265542201891	7.64682834166902	13.5177628318169	13.2024788358289	23.4883510735111	7.21771052605291
"g93"	2.56135282978432	7.06624519336097	0.577086955265938	-4.96642014168725	11.8169641122235	13.879561490278	22.716120038666	4.76139580467332	0.619193442915479	9.51266823557631
"g94"	-13.369147164813	0.42566855672794	2.55395838547281	-3.21547332671362	0.276545154494154	-10.6604719063532	-3.74911412760866	5.8036361142788	5.12872272687163	16.545747816264
"g95"	12.1194124066427	-3.3049488771855	8.43635073908915	4.35476581312279	-3.48193350595089	-6.15224784801822	13.7368094107449	-7.97506943710922	-10.1107852870018	-6.79499660242385
"g96"	3.23180322073959	-1.08519128532345	6.10021204045099	-5.57003141416321	-0.743864478389329	4.80324782538611	-3.16970129393963	3.69619486889056	24.8683464985718	1.44858078855875
"g97"	-10.1895990431828	-9.01941391066784	6.92367022628377	-0.968527163249626	-13.6399000521945	-0.782191850698087	3.22893733525354	9.06503822138875	20.8224961718107	4.81019344203806
"g98"	21.1546450481555	3.01918439028842	-23.5377997099053	-11.2417658222414	3.44361583237924	3.3752155358531	-10.1467830107029	8.14317385185012	-0.252940157336571	-13.4063674927472
"g99"	-15.3827262258272	13.6381008587764	14.4308883032183	-10.5860266148847	-0.315004764028781	0.201683223502712	-2.00484717756584	-2.43052736734612	-0.834234372645007	7.17120469554224
"g100"	-13.5290276984383	2.81543012033855	3.30254992756248	-3.19465646076805	17.0716229599599	2.08556844857709	4.65196300786648	5.69304388586156	17.1516918749948	2.4244263863219
"g101"	-1.12919175878277	1.8718059974599	-4.70139176158376	-6.76904618850975	-0.157166099587135	8.8522268149081	-6.05258915877708	15.215093276782	2.2666918676032	-5.26619340336183
"g102"	-4.86676066923742	-3.55577623490732	4.19199196590681	-0.117542727863098	6.35432150675213	6.1121834824314	-7.01247363567886	-23.2792082999265	13.1117999509711	3.64429782309578
"g103"	12.6570586370205	3.57444929686746	17.2455146939919	-4.93045033788706	1.77220499767426	-27.4653653585765	-0.0476099204978358	-18.7270618785872	4.50979138884518	7.75683554227289
"g104"	9.71481624026379	1.54695302117869	5.38681800511341	-0.421055604014658	-8.88469890397719	-18.1381459922822	18.7042535290748	5.67132399851822	9.17601379477845	20.193711064947
"g105"	-0.195185693317694	0.362674261665791	0.449160224337348	-7.18747116036894	5.59094568584932	-24.1251037273096	3.67580257015577	-10.2804131488371	-9.57893226782834	8.07032053886567
"g106"	-12.2281261267365	-10.7934914002918	12.5939231204986	4.18180807497246	-1.40954284061882	-7.88152729326411	6.71606907349157	7.63014132705957	-17.203947161146	-11.2832183655094
"g107"	-2.29017251306583	-11.2086153789641	8.54325277816808	-7.26321788639909	7.50930052254322	14.9525247860515	9.52221328669095	8.39359923047762	-13.2549345575907	-15.8979631976188
"g108"	10.0536105327927	-3.19518838346145	-6.34840139817147	-4.17089022610256	-6.58820494758001	-6.3354552951023	-4.03801075828704	1.61244523582619	4.52643059184542	-3.80488396520025
"g109"	14.2704671438635	12.4921264638426	16.3249673522616	-9.54861456218131	-12.5437603855239	-7.8171913356254	6.86426172260252	6.55682265132882	18.1479542522146	0.92206934581214
"g110"	1.96542697737209	3.91832840567274	16.828525310636	17.6649595437829	1.84249268018651	1.82724445958579	1.87618586348133	23.3274417663214	4.04985728922742	9.3320119585457
"g111"	-4.33675240664989	13.7926136302826	-2.83193548945839	11.8842606232001	-1.07247658062208	19.2176211380074	4.91699190597447	-7.2815357953682	14.6203931139639	12.4144583224179
"g112"	-22.4668441577108	4.108869136778	-0.854718470542437	-12.1205128130616	2.67285437147304	-6.24955927535953	-22.0676880598515	-10.3374390618948	-0.901049999126094	-23.3428231926388
"g113"	-2.408707599555	-2.15464345210936	18.0977206722799	-3.24419903407931	-2.21899005031107	8.23011744102582	-7.81441149060555	-1.44318384806001	15.115038495114	6.59791553382058
"g114"	11.1398272687029	-2.05062100643431	-7.31458504283231	-4.98527662072834	3.96080280490199	-0.512203753229641	-16.8453927312449	5.93040767799276	3.68567516584298	-5.35416481365564
"g115"	-0.360644678407127	-18.5760559230011	-10.0615447496319	-5.7072694666824	-11.7696869391762	-13.8067857922201	-1.70289946587028	2.77699330967527	17.8372389947122	-7.75819909148143
"g116"	21.7940715538296	-17.455042056744	-6.46365565148941	34.1485615964528	13.2353751093866	-3.37228711354638	-19.1518534109194	2.16425183539166	3.96107540215437	-3.90844024705649
"g117"	-2.67570277936153	2.68662394185646	1.61158990381375	-0.39235089214521	-0.97536014114146	1.04916222834909	5.63587610641358	-8.34274092597414	-1.42932642207762	-32.7877095260203
"g118"	16.0628439494751	6.12255835057833	-1.81066292337499	-6.82474854866031	16.0566767065217	10.9586659342175	3.55598823909441	-1.62378594274371	28.3539381871789	-19.5416148950731
"g119"	-11.8335066576372	-13.9593741149471	-1.23312078806594	11.8203806347915	3.804177154181	5.21677066463645	-10.2060538115302	1.77232257178811	-1.50386477753999	9.41712650671006
"g120"	18.3834675223391	-1.73334447548606	-8.3585814036406	-0.258048569021663	3.16077219679874	-12.0315211770891	-3.91000738367135	4.331201930188	-9.37118280111779	2.00240043890774
"g121"	12.0317042117481	5.33683837382548	-2.40565991157227	17.2611058323701	-11.103386272763	-14.8778712721576	-7.202174361845	20.6772734332436	2.1197716455136	6.40828400670396
"g122"	-1.65401486746127	8.42137729059422	-8.9388570718501	-1.81693663723599	-3.09459680181924	10.7310272031602	-2.12389142150859	-3.25027043224185	1.37106229029518	2.658212356015
"g123"	-8.32780871404891	6.26249446180047	15.0830829459273	-17.9149506046593	3.3251523064896	-1.40720798785502	-4.96940171971951	-0.115577857866441	8.47154126257657	-4.99753475990526
"g124"	5.86752298032206	-3.59321048005333	-17.2481471233659	-0.873051707276586	-8.4044149219385	-5.24497732845758	1.99557428040729	14.499800920924	12.0325108490261	2.64219294800337
"g125"	-15.2743160031311	1.4174136078281	3.77693689572269	3.39254052766527	6.8625120151655	1.56473214709953	-12.0059414817045	11.5917102765587	-8.64692894348447	14.7204625660727
"g126"	16.1489085180651	-10.6238374517318	11.3513860978272	-3.46511818042024	-8.98294633573969	8.3456307645013	-4.55395451337998	12.3435150323065	-2.42596556282775	1.95369636004369
"g127"	-8.2270220456564	1.01464294353476	-20.2449605285264	12.8924156972489	2.36171828671887	-5.51701708991185	-1.21231132567092	6.73284485149861	9.50586533230625	4.58219439209259
"g128"	-12.9985085972345	1.96391605016642	-9.30144846712807	10.5999516272129	-8.14246221197799	-4.07208556667033	0.654323739549403	-6.92681243691452	-7.07684785579621	-9.14279761834107
"g129"	-14.0470584885446	-4.10808336977418	-2.64588322264964	6.92192395703749	-5.08876882952042	8.33272716789358	-1.7406939371351	-12.2800947530492	-2.35184076567536	-5.73242514126162
"g130"	8.28746830138166	-9.45937610067281	4.19944722343395	-4.62924588788822	-1.53776622987002	25.5131157913155	7.8453594168196	0.982373532661658	11.1790285108197	-1.6404201452073
"g131"	-7.47652382563152	-8.03717428974974	16.507266121256	3.30712608549588	8.05335995014471	-19.7517626644032	10.7532041360644	8.9483530538067	2.57095667681824	4.88273167258162
"g132"	0.921245869143723	4.27677174464581	2.48825189943489	0.612132334250529	11.4920192169064	-3.57501219963782	-7.42678543495568	14.3223947893434	3.01386338279109	11.1167106297483
"g133"	-7.7647584531903	8.67676922074862	-2.60124511038019	-1.85694306708169	-16.1295720209218	14.6094437904554	-0.332211626316081	5.71060182110804	21.0951443257252	5.66608258154602
"g134"	7.78531504482707	1.36805794480835	-6.67447878475237	-11.665828682463	-18.4809159578403	7.73293063635451	7.73224409956155	-6.48822002484619	14.6244002126633	-4.25549054280007
"g135"	-9.01481277871218	-4.39649360688584	-16.0232672358762	-3.35710482962373	-9.87168273454523	-2.24179723234421	6.20110732220744	-5.81555647056942	14.1082124327356	0.384635731026063
"g136"	-10.929530713383	9.21137844090561	5.96405747770996	1.05295407286987	-15.8919552972021	13.7402498540667	4.01442109525912	1.23572955943575	0.437091370738532	-10.8108740061474
"g137"	-16.7195012509225	-2.32840603097542	-17.4060395400522	11.7532324534561	-8.76203042673503	-1.10817714551834	-13.1775297465988	-3.13722340365883	-2.41759162360199	4.07857455972733
"g138"	23.3636759565404	-25.266365413121	-4.12877022277811	-0.713350909873678	-15.6826931392941	-6.63364864883548	14.7833433171045	-1.39529231000065	-1.95246942145951	3.57375376721696
"g139"	-5.42400453999677	7.45816556066326	15.3404152304631	1.99626077924544	2.49819267089697	24.1124835007755	4.65167481982958	-4.37808937432454	-4.99720339588309	-2.69225462978441
"g140"	5.84593639714454	1.80933089624296	1.40130778517734	-7.336187296061	-3.95165162077297	18.5223653362091	-0.691135392791364	16.2394704342833	6.0637758680286	-8.25265932948253
"g141"	4.26203216899472	-4.5595983553525	-7.87023589906067	6.92857937347549	-3.31779852757202	-25.8201650614315	-6.22651361048815	6.19115538070848	1.22165019604694	23.8915697881929
"g142"	-3.17299089917282	1.77291412870064	28.7034739464175	-2.04806972378453	0.0596556487021694	11.2486894966449	-7.3536400723934	4.01828074059428	-13.1507719438139	-4.98320484547081
"g143"	-0.127389578442255	3.70016893220429	1.65539915429951	-29.2560305482319	-3.06392099062635	-10.4672571538656	-13.6345904271605	12.7064942095372	19.4149085751882	12.5765019099566
"g144"	7.73617997845579	-14.3758086514654	-6.27403231587607	18.6475649524968	0.689984545858069	16.6318838645913	-7.88396823673861	-6.11751849998917	8.89539598199503	24.1311321196235
"g145"	-16.4440814124471	5.8162142573403	-2.19901665306021	-2.39368783709518	2.28185981626244	2.53771524539758	-7.17618581057551	-4.08090431930738	-5.29204631625134	-9.1646871889744
"g146"	-5.40637925463384	-12.6644681979161	-8.56819408286203	0.665653908861285	12.5738366638966	-6.13893241659469	-0.321902288297162	9.77852764694695	3.47594858483204	3.77120945470256
"g147"	-5.2105651184652	8.57427364986832	1.00745441220759	16.2095039675142	-14.92183676396	-11.0065250150565	2.52116399946563	-19.0297040350544	-8.76310275417827	5.20590690085995
"g148"	-2.26772124824294	0.1416844991634	-13.8112202155774	-8.4457988932105	-2.87297206755194	-2.4195734976844	-4.49708751005485	5.74413485149999	23.4757873415594	18.4382862422806
"g149"	-3.07436482591459	-6.94677382564617	11.5384665568947	-4.28185215910369	0.510671516144787	4.47117079513041	11.2525108989416	-7.15163162133266	-3.88322369357251	-5.67245733519512
"g150"	-7.55218440718739	8.91720209025336	2.71368025299849	-17.7462501883279	-7.88231845421803	-14.7923852795408	6.57909508932094	-7.47108828260264	-15.2602994199422	16.1925705161788
"g151"	-4.67380036699823	11.6756108172808	-13.2364344774694	-5.96736336075188	15.4519486412777	3.8163660206004	-11.8867552515665	-3.23194180290583	-7.6891470575027	4.68803726461944
"g152"	14.0844512818014	9.19950073791558	11.8472350629401	-5.68246214573915	-5.58955876600612	8.33491292149718	21.6080551949265	-18.258037413316	2.4119181747208	-3.84332131797547
"g153"	0.0447325760588417	6.91396952414551	3.87839883956091	-9.20654329886126	-7.23652007961482	11.2558453556589	-10.7608862522792	0.384586272020617	-0.680859778578419	4.36903079211593
"g154"	13.1120761450934	-13.1210633601967	-0.962303595402271	15.6063275897443	15.0124745444676	1.73400771600288	6.22816211264413	-7.79666742745137	10.7882822103174	-7.162281324052
