"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"
"g11"	0.112500325681705	2.53104801567916	1.10189921147845	-14.3002557445741	-4.88692739358204	3.89355244592208	0.247797220073711	9.15462734928808	-0.568804933464697	-4.26421046337095	-12.4787387039091	0.757534826677778	-25.5921739183417	6.70040691175492	8.61909862328158	-28.7991900891682	-4.62568069882201	2.37190007832348	-2.89911665114176	3.94572396960958	6.87090300712057	-3.67320809406187	-18.8822664058666	-6.18142670562315	2.86864738226251	-26.336101227245	14.4748102172416	-12.1769012935448	0.506419758895999	20.1398243079768	23.5581680107022	-25.9140498582551
"g12"	9.00133915410637	-17.367912206319	-7.95122572271254	-6.1725843766804	-0.731350680646062	7.48595280995607	-4.24414470503505	7.89834120646126	19.2688677158778	0.709921853335216	-16.1798567808003	6.06002160860361	12.6129084748108	-15.9249284013467	0.196196791740681	-4.67966160896052	-10.6552037666407	4.87176080192345	6.78463027510894	2.87847045008915	2.99241941153941	-17.1693295377792	-16.0955854835003	-11.9777814783214	-7.3654577397884	-0.693953147324479	-24.8881115093801	23.7500033007792	0.975851076858318	6.7671616275116	-6.75843089690544	11.6177958566978
"g13"	5.23717481645363	-3.01931407751428	19.7199113690778	-4.19028606018879	6.49966718167639	17.3003570026827	-23.0980544870675	-5.56877035232168	-1.4532423574527	15.1418555007304	1.37102532249985	-5.32678703131341	-33.7267627543282	-5.99696705341986	-4.02601474484748	26.0150935937521	20.3897021562183	-8.11126417269394	-1.76390484400741	13.9827903403669	6.4106692388523	-16.4372136830946	-1.5069286105173	4.51362483482286	13.2592535093154	-6.51602697547606	-10.0988557069473	-18.2137919651389	-14.4272490969379	18.3998986763566	-3.72147823616493	8.06957552890278
"g14"	-9.16791554072806	-6.06472485211851	10.12879103219	10.7781594847481	6.57588339515543	-20.9427523404543	8.21408162257422	9.13414576591955	-10.3362896426603	3.74919362454507	-23.3887165466862	-21.7821502974985	-4.56890815262627	10.7140089953387	-9.12630166267792	0.884299177857733	14.3246001318199	-13.5374006523856	-7.91116415393405	-13.732325611598	-9.57344283728867	5.89891955324414	12.6731760369996	-12.0115840661481	0.0553883059699432	-4.63918402311947	-12.3418392627318	14.564962263204	-7.00566974960439	-17.2327427225207	-20.1074594020041	9.09736404295988
"g15"	-6.03039244157797	-5.80908103725758	-13.6385442965185	7.90931816831387	-27.3570891120221	-19.428526377014	-15.7475882369331	3.5039923480845	-11.8886079766103	-1.92523932206874	-6.86537409337717	-13.3414756141474	2.68653581532302	10.2728078493012	16.8614900122379	-5.21799885713674	-7.06204494476907	-14.0944809268677	13.1146978950497	4.52642027820002	3.66338880663315	-21.7901209269366	-2.17210039588959	-9.90554127335666	-11.8775332273621	-2.59201837170715	0.131663988506759	0.304609844880085	21.2338762046906	-6.58555762568412	-1.93839819138167	-4.54675408588264
"g16"	-3.48724862007705	-8.38393164219955	10.2712679391057	-13.2285934356394	-17.6061538013149	-3.50711369616431	-3.04718887982119	7.26453353844257	1.50457180687226	12.3422158614806	0.343942432273306	14.3456489723409	-16.3208598171843	-13.8611819824241	-1.5459013061164	-3.18042797879108	1.64351324118092	-10.0870365680782	8.66226104996485	14.4398293875394	26.6134819280049	-3.05580189534585	-0.933782094830451	6.72991399557749	5.69999694498787	-14.560200353989	9.91540569261081	-1.60544029808364	-3.44460587742146	1.78133827146599	-4.34192295956916	2.6817141465975
"g17"	-0.429138462730916	-2.27290158183962	0.089731059193654	1.25418029049344	12.235279456316	7.92350880750736	17.9059507183114	-15.518926882849	-2.36576557409166	6.12653746403467	-21.4546120311943	-0.189885268156934	2.72517130378415	-1.56748112166804	6.05565300008626	-12.9405146701308	6.40680113291584	-15.8426524705669	-3.24586532083019	-0.718803929608256	8.66319674732026	-4.42825378930416	6.93284565241992	29.9486427873121	-0.618954778000726	2.07813600210224	-4.33869319309028	2.26425722581799	3.90421697501902	-2.30224755619907	-9.92807267458811	-9.76869725435685
"g18"	-0.376450737928086	-2.08428466767072	-7.78472570899992	-5.86664045786175	4.98989481683771	-6.14475536483208	11.0154152438423	6.91585854208108	-15.2455956302698	2.50675744053592	3.37456171386984	-8.21691076686959	-13.1523396215085	4.3956187252426	0.320824915960371	-12.1800082244147	-16.4876882243914	-5.61721524068754	-15.1556756962436	-15.8357735246088	-7.13634940108176	-6.63255763659941	-15.1150062013151	-15.6355635100953	12.2098456095775	3.10551413592146	9.61049214354675	-5.44378730582754	0.0867828780017856	6.50118813854755	4.17219355654507	-15.6808318647583
"g19"	-17.4109679166072	-5.46229556356974	-4.2701568531	-3.66864399782972	1.30258995513515	-20.7216506599696	-6.08585907267422	-3.43359323589514	-1.52360023157461	-2.38561719402737	-17.7565635031466	-1.77933698415237	-11.3447567848504	20.3800105378657	-2.05814327544462	-6.03523036284369	6.47794545527835	7.44295587925691	11.105012906115	9.99077402618998	1.84865493161537	-9.67896019684594	-2.68818482501795	10.4940114732701	-1.20904718381746	-7.08015725154567	-12.3391378077328	2.7918658330541	1.21014518481061	-4.61374370798546	-2.38456133344749	8.55564270167005
"g20"	-15.5082463233841	-13.0708272886136	-11.2347501921837	1.66975225321493	6.51521480928727	11.0148397312414	9.29197544556173	-0.822972474777311	-2.0900260251875	16.2659205639363	-11.2234138046435	6.17708342204532	-2.32010743100105	-11.5138144590868	12.4589080929505	3.86975292256813	-5.31677930443541	-2.90545503612189	7.37658224065102	-18.0085940922753	-4.8121971216425	-9.51043603253848	0.717345905452088	-8.2707167819492	-0.365828789062993	7.95946960766465	5.14370522302582	2.99572970825356	10.8842683068328	-6.43208547822055	-22.7762503725707	-4.6707147443796
"g21"	-12.5326835318888	-7.4444782875644	11.9874070848169	-20.3426743842338	7.23795853709155	-12.699516279573	-8.17969073503823	8.3342458752122	6.43388307614935	3.8534062074942	10.3735389165885	15.6706856771658	26.8303625683016	8.30397802074219	-5.40238332144801	-5.2928138609526	-16.6592305687193	-18.2845314117878	5.78991187954123	5.29317146978171	10.3225419467097	7.15744436811726	15.7114035192515	-3.38405566998794	5.32265242187985	9.75298902919909	-33.1381735710004	-4.08850618774507	11.7402253218574	-15.3488575242107	14.3714596674562	5.57338462969268
"g22"	8.05689187934509	-15.4433258073723	12.4167767748084	-2.23389979135207	3.73125820755876	6.50761126916652	8.93988140023407	0.220115065628816	6.66611450217124	-23.8052419823471	16.0560090912291	0.140512430664414	-8.37418521889514	-11.864637504051	10.6833733906723	7.15355964178381	9.60309515055056	-5.9751801191298	0.53847090648263	-2.6674146613386	-1.25177381361532	-7.32050656600829	-7.77399050986999	4.27355328212069	-2.11397382707358	0.138798460050347	-3.50550969926647	-11.4765515697439	-2.98696754636894	-11.7484772002569	-11.1159035558936	-9.93978803040755
"g23"	-18.1845044721261	10.001128297454	0.991330781564357	1.53070872617105	6.75425732309593	-4.73022177734379	7.64168119269677	-11.3230887610581	-1.5946598263549	-6.16045436079075	-10.0080942271777	-0.467952155243263	-2.60089412125363	1.34234671117899	6.68760837775421	-0.0815214116538394	-7.03000833490065	-15.4641788423387	0.324897138502623	3.98393113298503	20.6479046775658	5.55264046149155	-10.1359215342585	8.55915649339859	-2.29449814513739	-11.9436287973838	7.64332486036766	0.894844460820589	-18.1284983066199	7.23648561972793	8.30357967354947	0.0659911730609577
"g24"	8.09795709737356	-9.34604358915641	-3.02927352387197	-7.07096310466935	1.79294780124919	-14.6720412565946	-3.76885442973951	-22.8360363151279	-9.25640432197154	12.6030324690214	-10.4240067975054	-30.3296059148221	-13.3988147872372	-0.300327966745393	4.70109284301251	-17.952062118082	-0.431185204167667	-9.19385974243665	5.29788058010393	6.60394911444807	-12.0263235552618	-9.21065848832739	-11.4989228402192	-1.20200849961113	11.4584564837333	3.25516232283531	-0.617601973297271	11.0061737517729	1.44579029812559	-13.8143308022946	21.6958634825969	5.52438056303999
"g25"	-13.6227870535095	-2.82390072066492	4.31518701691114	4.4356684158282	6.55489345604058	2.66038459580303	-4.44177796794317	5.2106728154458	4.46954930509562	-13.9400934566854	-0.672806585103277	-2.66021077378335	4.8639281684621	-6.01484049903141	-10.203213134519	-10.0464257710102	11.6547018258815	20.6823495389862	13.9797493651512	-5.83553664955766	-17.9702241525123	-0.00935550998453264	1.79707473212533	-11.7859506046558	-5.6443699880919	5.99552912748203	-2.37827347879667	1.84425618240267	15.8126081178897	7.98302195437588	2.31621180559195	4.45708303027698
"g26"	-3.63343379016802	-24.4983333035281	-4.64907277370779	-1.48381313925153	3.80988441155463	-16.8375804604822	-15.8598412166569	-4.33023833227806	-5.29436484377816	4.29920327261858	2.51454274451482	0.501910286392764	2.39758636012306	18.4012414325243	2.62409336366863	3.89096110160199	-9.32475995176453	5.578126198418	3.79228252428346	-34.9873827865302	4.17132962289445	10.8419195170825	8.04905085226374	10.6289494003795	-0.938031778030944	7.92828849752744	10.9989861895195	-6.8503600946832	17.5874147892846	16.9858801348028	9.39514080125558	-12.1169346011885
"g27"	5.37458520940565	-23.147753446316	-7.91088330921167	-7.6722165349934	-5.34821284953726	3.92789012325991	0.242614715216176	-1.49958227133429	2.32004392443352	-3.14641504975389	-8.71109540804216	-5.76242669034112	6.24666694336302	-19.987742352366	-2.35461541103292	4.43150681544842	-1.64729803506617	-20.9485559446703	-1.93477835910331	16.4649534395209	10.6010406612757	-5.79258982217184	3.9369186026883	-12.9928104567209	4.20282225577767	-0.660923761908118	13.9493120817105	-0.785891621472361	4.82606690475806	-7.30786729026876	1.4515614462026	11.8840246685721
"g28"	5.88601015742107	7.51266544434271	4.58767352565669	0.984245975375122	-23.0104961953661	11.0387702529602	-19.749689989256	8.9193206798171	-6.36882357015968	-8.10104223539966	5.08292381268824	-12.1580123890034	-4.13015497588608	9.13458575828492	-3.93977030042208	-5.21828787188458	-1.38136524202683	-16.8825539206184	-0.417497625438015	-1.53105460563205	8.64635378506335	23.0437928197767	-16.0635944366672	0.00950176091018315	-4.28797416752933	7.47840334994347	8.54740127674812	-11.2814309895233	-6.73049139643138	5.38983414868075	-13.1832872293446	-5.2525893176822
"g29"	-2.2821346553023	-10.6840145441548	-0.276331696381434	17.4257966698114	13.6976028259954	-2.76016948323311	7.99621171516191	8.7003766519617	-11.8456038295795	15.3297288888137	-18.7612258869942	4.56478924431732	5.70190046552352	3.66075224487423	18.0777918160103	10.0684473403525	9.93772370183584	13.995505518918	15.6122086547012	20.3358373373813	-16.5705347955209	8.86115961208172	5.51785463035085	-4.34525014537184	-6.27673490004817	7.16930773437826	1.02172994359873	-11.5454124153013	5.7402240092334	2.20388319987879	-17.3322210974668	12.5607110976405
"g30"	2.3282279028103	19.5467907210226	-6.53174956065346	-12.315767357795	1.69900058796208	-3.16246164688542	-5.02745381379274	20.6173644855633	-8.27509690664288	-2.91632564863805	8.60922301648296	1.31449089077192	0.71428740004954	5.65337162245215	5.8333505702731	12.0186693177231	-9.32550884660141	-0.460998735498917	-9.01026434061485	-7.04609932919293	-18.5289160799678	4.80923167734213	-1.37666604833679	0.716867790975197	-18.790751537634	-20.5215782461411	1.78579117598194	-1.77777440470145	-7.12485690712258	-15.8592131315323	-2.37468074952286	-0.74272079686056
"g31"	3.65393287630255	6.84904268110553	3.37690986235838	3.22068326258645	19.8367004491654	1.81099380158019	-6.61546116671583	-10.5463870081483	-5.36783048608075	-10.6928728379719	-3.38815542086686	-8.99334687297677	-8.76520029791406	5.06615403228996	2.92219773633352	-13.7646988755148	1.79897633080549	-15.7630860486386	10.4845294395283	1.45543394927378	4.9960698628404	-0.701477540612375	-8.37051861704906	-2.13156592112648	-2.94398696982419	13.8137604185571	-7.68574135650593	4.47273394137152	18.9396309460252	4.47517460068697	-6.88336090191868	11.7436208472086
"g32"	-7.09995932111752	9.29593888288356	-8.97989867095741	6.18403189936032	0.967667819349449	-34.828919995576	9.40780852977624	-0.64966753042371	10.4366744215199	-8.84143953285331	5.17751038030382	-11.5676550459666	6.07813990134056	5.20590111319802	9.72092954768906	-1.52378685185396	10.4297098130758	-9.52892113446677	-1.19875452124886	-11.8191915040561	6.26308824926428	-13.9419301372953	-8.64137334916375	1.10689587477571	4.53192232680939	-4.29328132614274	6.94831400365661	15.3112991615827	-6.84404966453143	-3.63496163695957	-7.52355322996793	6.63423352135535
"g33"	-6.71261473090957	-12.3482736630027	10.9809456173423	-6.75497433322608	5.88558978623492	4.16931158218072	11.1872424047894	-3.27441364797799	1.44115291913514	-10.6308942213434	1.76933709567358	10.464593884383	6.96465451226683	-10.2573130388518	13.6501621101639	-3.06732618336419	-11.581571566096	-3.85987124749605	2.23140885930683	8.17718248896989	5.20316573891698	21.2414754666235	8.09613441671711	-2.5944297123776	4.73242258917279	-10.3725098764784	-19.5509430786492	-6.33213401565258	8.61089034023245	-0.307541112877493	0.891763859714714	2.54690566083996
"g34"	7.50054616918334	12.141424458472	14.8201181091074	30.4306155135212	-2.89306811854904	-13.57438520673	-15.3301748122246	0.394016432146254	14.6754580524277	0.328090103256254	3.35718653305022	7.63530081525373	-1.59966679368938	12.2284968013958	-1.85813366474857	-2.26006556972207	2.1452156448895	0.874372417192883	-2.55008445836388	-14.0757814093295	-1.26560985343606	-8.35644471904812	-2.69127062661352	4.71974966488945	-9.3401678726737	0.965753599778938	-7.95117624360936	24.8573350085952	-3.40434516767395	-3.44196563086537	7.10509910124592	-16.7486502723999
"g35"	-7.50194155886064	15.5037874036042	-0.254408340079813	0.848920639428378	-5.31691860365204	13.2883876829875	5.32169507089639	-3.61868007480305	27.2667231869769	8.40774003918528	-0.162042581556402	-6.45511622061125	-20.8147275908207	-6.11468609795608	-13.84169862565	10.7329594320264	-14.9108209218495	3.5190287711865	-9.5578584832992	-5.804466734364	-3.73353832929648	-5.10727119338642	-1.28895863886561	1.36981483885416	-2.14291393004573	-2.05884038617034	7.59557736416356	5.77888027247601	-15.4985037563991	-0.797361027282225	3.14147402633697	-8.95686373324694
"g36"	0.829579194715275	8.10812540451897	3.55633517073575	-14.4960222622383	3.02326004586748	2.89577961855899	-4.16539904100869	9.21175132096442	18.8518779836109	19.834363637083	22.3334223399945	1.40783718321361	-7.86529045317337	-8.57527996479405	0.690735094548159	0.689406580839954	8.48503210459632	7.54880559254417	-4.44640846312652	8.29244422970773	1.99587511629242	0.874329398033637	11.5695172680024	13.3712328744784	-3.22949887913578	10.0515587683582	-5.12243504350996	7.47638455973975	-1.09158775284438	-3.68606281730682	-16.1623644162044	16.1195598859702
"g37"	-9.78949184790537	8.072930182224	6.66220351195701	-1.88705395265647	-10.5892051302035	-1.82405677869042	0.686437522053368	14.7924594399119	7.84189379515237	-1.15843081039249	1.50989140468145	8.59475559437422	21.6498311905085	6.17805393292609	4.72326273458077	-1.04392473625967	8.46049693748248	1.08877606505287	-13.6075166636597	2.63380365774551	1.37836724255329	-1.38988159983636	-15.9745835335715	-6.12116081563387	-5.5545514763123	3.36380716406853	10.7102599017096	5.65279484560776	5.04772990674537	-4.32726113257612	4.46221371245933	6.31878785470364
"g38"	-1.5343109296896	-4.58505348611713	-16.1003312962684	-6.20791625208354	-6.97221863725722	0.712402381443028	-0.0796846918183671	16.5219222711337	14.4786666696401	-2.73503665276804	-11.1299697800798	8.80261075798239	-2.94361506449846	13.424952550465	2.80899758374989	1.33388307249767	8.83274758046326	-8.30709247816917	2.55211014044435	-11.2455503150597	11.1355912854652	-8.88428286232266	1.55839109969212	-1.45728857781631	14.3626618369742	9.25755450773704	-8.24511824750799	-5.83061892835412	-10.1231390828808	6.35349245036297	0.0553180125711093	-1.1620475067071
"g39"	-4.46496298142008	11.7910186217489	-2.23112743232758	-11.3861739908088	-4.67633258826016	-9.88304307829247	5.87727582575287	0.604180023523647	-6.21747070304553	-8.06889045540926	-6.47393203931608	13.5852689877481	5.419527473044	-10.7475635047173	4.60386164282338	2.66971507137948	22.6636744740596	7.15253102564636	-5.53355360721198	-9.36677490355369	-10.279867152057	12.8482178935532	3.6929751241348	3.9471647120851	-7.48754361429914	-0.393640800505114	7.64291915709784	9.67566010756105	-12.9619510952445	13.0703352374694	-4.30825827317756	-0.080332568984564
"g40"	2.34211148873121	8.15426437180927	-3.85479759251745	19.0979460276231	27.4101162035313	-5.4477370210262	-1.74676680640807	7.67376651488774	10.5625727196363	-9.76157428690049	10.6590612782142	-6.81227441732989	17.999549471244	2.38132613620326	-15.3116559356137	-6.06470446030863	17.8356064333091	7.80186684017944	-17.4297641946529	0.377469235351476	8.65105257066597	2.64518796287513	9.89498672224607	6.07085173310532	-2.00596136694691	-4.46992924081399	-8.74341050909348	-3.62947176995053	5.66556600339176	1.699076243285	-6.97350345080788	-4.44920518129776
"g41"	-10.4053381676489	-3.68309445806375	12.2785314635332	-15.9664366771953	17.3486385222238	-8.34412323483968	6.3852562451505	-5.20796224289174	-10.6764282001428	-3.86457512328887	1.71805450602002	-2.72388947980013	-12.3878079952045	0.775146314554154	11.9438324118142	7.83922560762106	2.13816622178621	-24.2694006915006	-9.14480363862785	-5.92425929589543	-17.3410071171244	12.471119602506	8.94507158213882	1.99333669040903	-9.2955749958736	-14.7651427500191	14.7309852100041	-6.334234019379	-6.24040376344168	-7.70820364484402	3.17404285521404	3.27212243767732
"g42"	1.267326379512	0.405460001220618	-3.5160885156321	8.55635419739832	11.532852046545	-1.46102679739378	6.50600811249064	-18.481007689703	-14.1180459655961	15.4581452010198	-15.5388767776667	3.56693618707819	0.251418751009348	-16.1785935546959	-7.24700125401406	6.93028258417675	6.78829551938467	6.1036816158824	-1.6320898935404	-14.044689863678	9.80053729507542	8.03349441450818	7.22821274917903	4.37946958978306	-8.41899855817457	-6.88921511805267	3.84174811194792	-2.0787616803496	1.58043547489764	0.146447253465582	7.81310227622755	1.13953098225363
"g43"	-5.22961616838013	-8.55626370163798	4.1398296885434	5.1664141728728	-6.68262872188798	25.9943368376918	-16.8552413155479	3.39733493086116	-2.07034351933723	-1.66196896676204	3.32254468401737	0.176764127764122	-7.46992105161232	-13.5457523877301	6.24799889218907	-4.1152623298604	0.62035003863123	8.81713571302555	1.55159049604076	-4.47589902221452	6.53070057355164	0.317588401179768	5.44693795200014	-33.508484916093	0.754053379946071	6.92880291374594	4.5412751593394	-11.5561714326116	10.5268451181164	-3.20396918698265	-10.7968449618348	2.64787382323547
"g44"	-7.15309950106192	10.6610310807066	-8.65175906314651	-1.31494298106825	-1.09396325052336	-6.17220208733179	23.4150684217851	8.69635642668796	12.1320690897988	-7.65946698646265	8.70444655044524	8.29819934252849	1.35123248237776	6.15920390364837	0.0753554532063282	4.84280404095595	10.2365400882929	4.31611020122169	5.68492303948946	-2.28356766236069	15.9750882988305	-6.04895054411858	10.5359728483484	12.3418883685943	-11.7182810206429	-0.345314363478786	-0.942108788723255	-6.25143556197818	-3.22205398811864	-4.72772069672356	-29.4503438419757	-3.69976960528998
"g45"	-11.3740125315222	-8.12515653776139	1.77959642742417	-5.78068858710146	14.878529287304	-25.6364233873893	-0.0303168096868668	3.71522004710511	-8.393341023945	7.65194139805052	10.5964940017414	-1.67989200975604	4.23358220667258	-12.1636756998698	13.010890978301	7.07494791170462	13.26394256892	-3.776633676289	-11.2626240256976	10.1165128785309	16.0295190119238	0.929398263543691	0.2136379500915	-3.63314718522678	14.9217380755335	7.49319010578488	5.48286713457504	5.44341549802195	17.5869095836708	2.68570316034299	-6.26971814048066	-14.8995898652219
"g46"	7.86224921063878	4.02313914829281	10.1921241229238	12.713535914704	9.95050477448549	-11.0094955030362	-4.57170564027409	-8.04206237021191	-1.60753036915908	-0.828755278868837	-11.992917798672	-3.48310565825906	3.32680372954018	-8.92767054791566	-0.546861841216801	-15.8814542761723	2.42345977829473	-8.04231511167014	11.2226026899216	20.2585331972759	-0.707289697927488	-5.92737457052576	13.8662953738167	-9.94284956936211	-12.0496352016448	-11.2028062846654	-12.0426974915812	8.69961346934389	1.96066994421204	-0.805109718880749	0.990712506000112	-4.41535619232105
"g47"	-1.12490796597996	-13.5668384272185	-6.47611142183797	-5.94073023817879	5.74421155966286	20.448469056693	-6.43204070916557	-15.7984042069729	-1.13879435738981	-5.21304370433259	8.36169706921994	-9.52804385159668	-0.999143407274729	3.56516708811343	15.4394871769424	-1.33615889721049	7.44907513834483	18.8317817615861	-16.4963109658882	-4.40601083505567	-2.99196229816895	11.9936359299922	-1.07346070004527	16.5755720018902	-4.11964266163208	3.5773716437748	1.45819765839887	-0.551359055021018	-18.630434282049	12.6896583217671	-5.03926321937327	-9.08838341733875
"g48"	4.83800736466461	12.7275802041567	6.86458369982724	3.18995492203342	8.00570839761264	-7.93823102243466	-15.7404781097942	0.522953322409088	-13.7356134017013	-6.47799625795237	16.2719480615395	5.76296620642941	4.30092654246257	-8.7662434860003	7.04333287651811	9.15614057400177	8.95188578022743	0.0796174623177891	-6.81337437252771	0.245939160341547	1.71236455754853	4.79517702064224	-12.8118449646201	-4.95015313980381	1.57929768753054	-9.75731853868944	-6.85734305686526	28.8047034365215	-11.5599717502062	7.1227075514912	-11.9172204027807	5.45212753597838
