"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"ctrl 20"	"ctrl 21"	"ctrl 22"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"	"case 20"	"case 21"	"case 22"
"g13"	2.56728821253525	13.9302111397091	-3.72383035984168	-4.72857678473285	6.42611814234049	-7.54829235086352	16.5188280314126	0.60528673398875	1.01394349305716	5.22881671072513	1.8559518888023	-0.710965710056379	9.54674203395775	-10.6727870600016	-8.80384402971982	-5.04695860271611	3.55257895066088	2.61527885339557	3.76281647180294	-2.53818293334569	18.0701830784057	-22.7305068362132	-8.04388228585818	-3.64103411918065	-4.99871641490246	-3.17855033121228	9.59256828378429	19.9054847815061	15.3454781065804	-2.11639384709534	1.20243354303436	-8.74242078214488	-10.3955605701877	3.70065994972561	-3.87942091594229	-9.47738429576234	5.90426177693558	-8.00959422322977	-9.44127857923321	9.02585596872807	-10.5791326719746	12.0196117897632	-2.80378623765091	-0.980422637898519
"g14"	-2.71581524700836	-7.14138883362124	24.171802567057	22.9153658933569	24.5670241086251	4.93034926463621	-10.3968922581498	-6.03218469169628	1.44573701853567	-4.79530594735507	-7.81570097842608	1.16484208332507	-2.09140603320282	-2.56456711660568	-8.40064696462251	10.5722806488099	10.5948072609462	-13.1637061755837	5.27538241822502	-6.93440002785706	2.0519073480546	2.62988381301946	9.63610235552572	-12.2884481776498	-15.5793675788745	18.9749636898987	0.794201963174928	2.31589422584729	-5.51083652455004	-23.0957441150696	7.34143640558921	0.334573801321376	10.3704998102062	-0.498672203238749	14.1600654658428	3.75005830271634	-14.7343806157408	-3.63097002829132	10.594987574751	-2.19817267481009	-7.65154216283802	15.0066559085313	8.23634108255525	-5.34495944391487
"g15"	-6.57808481327501	5.83066949365206	-2.05629849643204	-4.74356675041586	3.63071794948195	-16.8834135418305	-3.48991956796842	-5.04675112689066	2.545507673514	-1.14223026423891	-8.1363720254688	-6.03433119186958	-7.21233576142795	12.8879524757842	15.7195250107716	13.6324219993991	10.672453564951	-8.00089480731626	9.28405144713765	2.28136074772512	4.66198575297117	-8.93072539601856	8.77060619770846	-7.21585275890354	-18.7280368458292	9.49612775200172	-7.7773670073632	-0.455034764648538	8.67430297598377	-10.3119838491045	-21.2936290275635	5.27021466822453	0.780132370691154	-2.27600892282186	-5.9057261254137	-1.71535562021785	-14.5684254606206	-8.06527625462867	13.8211179789188	1.99166614325095	-20.2773752430306	4.79836545341903	-0.864507697103271	0.65692656948183
"g16"	3.92364065163737	0.572718779515255	-22.6152668707114	7.71513974235177	-10.3053247216498	-14.8471368294458	9.40635559322545	7.71666496393362	-2.60268812441437	-5.20129726559663	6.41067195417315	9.75414047351382	-5.94744887073819	8.05425364170583	6.31729353444744	9.51659386536901	-2.73283257412558	-12.1169387718147	-7.54124425408664	-6.98642928753983	-5.61392261156125	31.3469902709023	2.61968137460747	6.83935238485074	10.6686167734302	0.444076909039431	-2.15490811382839	-9.64463987167692	-5.73852329754721	7.51497162348965	-4.2960594441079	0.45616040619057	16.9555185158168	-10.0018609412508	2.34704948528378	1.13029532559146	4.41965524445207	-4.49059288388398	6.43185817457079	-1.47757402076315	0.863594849343426	7.63433159379707	-1.70579532216744	2.44892621538324
"g17"	3.69709296123669	-3.29402530537012	-7.89073303443284	-5.38787237825029	2.12592006907949	-0.422203067505189	14.4650837576655	28.9473342738677	30.8080306358798	7.9267628235105	2.05842081963714	-11.5830493889932	-4.45027752049073	2.69153648875512	-10.8660298604784	1.34036660213896	9.80229239729432	7.19128725200119	0.290957397357463	16.6581132787243	-0.886966714365713	0.788006026051687	-9.36522815468095	-8.44900551620433	-1.46128086282968	14.8042868445075	4.45042426285975	3.51261703570289	11.1400412056619	5.92062890573216	-17.1543005420275	16.8315496673376	-0.177890576474465	-9.57529773741326	7.86595358502177	-15.4691308760484	-0.556186635626775	7.10809897543883	-8.51308820567565	9.47401556279157	1.94579640307284	-0.558621914948365	11.5048436433406	8.13717290135737
"g18"	11.2738506827933	6.15894331664265	1.50849037375057	10.4902850286734	19.2617010327893	-0.248088757326657	-12.6539660530107	-3.94722042764267	1.58555064347091	-4.61570621476166	0.503949138527857	-18.9416972524069	9.16707638618102	-0.790040441495022	16.739653039245	-3.72215584017379	-6.9818408476361	4.08904610802733	-0.198555216154422	-0.75259625287628	14.6705622467843	-8.35166895918109	1.8998098568017	12.8124665544947	-14.0960289606483	-3.62351020602787	2.52821357661044	-14.6012055969637	2.49617272820048	-3.41730498763036	10.3540417703994	-4.78111766844971	-0.317194563445838	9.9170525339607	-7.94251391974338	-0.877972479476129	-2.82956937073975	12.8869709725509	2.18796589869355	9.22810302674215	13.2136264228536	0.729799644024554	18.2519207094197	-1.94311470501382
"g19"	-3.05541880794365	-19.1491782219816	-12.169146536243	15.6419444450463	-8.00686609023841	-11.7046793702872	6.60583475654823	3.77669447391301	-9.51533777777115	-11.7499674324537	0.857348050867972	7.94359971706595	1.74838513864186	-7.40564877016762	-1.48625647253568	-0.0579913173119052	-0.410342332025972	2.30347297098078	-5.59607185784201	3.14730622515074	-2.58348776865462	6.2918450683187	4.05417025414767	6.70391751802538	-32.6955478549724	1.2501535968106	3.35376758972219	2.85093053984658	8.33531925805574	-0.544006899869051	23.0897418903245	12.4424527941941	7.36610069778165	-10.8545597817536	10.3339023620501	3.04009347753776	-8.41826976142115	-6.50230743151281	5.16089978245766	2.98574594767189	-12.520946857183	3.68962255417891	2.83961886207755	0.764660987140528
"g20"	-13.3945943989009	-8.68032857706581	-2.77516236491006	0.281468557644819	4.51398642351106	-22.8370431388788	-2.15978476351912	-4.10117583269404	10.6998173720698	3.21126798061885	-2.61964456990345	5.0398273845098	-2.53835731465512	3.59026476268936	-0.342341153130842	-1.10201095921115	3.85025485079737	-1.77087337959894	-6.94115025978843	-0.98547138794455	-29.6499805346572	10.8867277090779	-6.41778974391079	-18.9899362898417	-4.71555353389972	5.45814427558774	-9.0735005487006	16.2151329778165	0.623723864035528	4.01481967282457	14.1427978089938	-2.19957418954635	-3.57907527127794	-12.6749690296861	6.58974823563728	4.54943661048868	-8.51408216056408	-8.08338609835602	-9.94338529571454	1.5731098109041	-0.565040226255284	-7.32216063336962	-3.70623188678116	16.3933529422823
"g21"	4.51921500184318	-4.36383897451037	2.58665065832278	-21.929826358088	-5.02739971096823	-18.2437529930319	6.3326306118726	8.1515722978734	19.0137146813142	-1.3192027443099	-8.92890566616277	12.2319365869212	7.69926947001452	3.30709200898202	-24.7321441685633	-12.8021210248709	-9.58500252258742	-9.43017411022881	-22.9547111902861	-1.93204521963487	-8.29436803244395	10.7264320159138	-11.2621601799265	-8.64925681542004	-3.00756142822004	2.87998627027125	9.92221261937971	-13.9379419414261	-1.96782649806617	-7.53235685464525	-6.72161721889176	-5.38915992868651	0.172818564166686	5.69801949480953	21.4878218749973	8.43187281902675	-2.29568114658929	9.52713612047543	8.68885871393031	7.34683485356443	14.1361791747516	2.27420427996828	-2.56659896662873	1.48957384793017
"g22"	6.53053999541835	-5.03984653855947	12.7738484332685	6.7514084818415	8.28058475271309	-7.01546710513244	10.2301164171357	8.88252613558378	-1.16585749581011	8.2110201721493	-18.3680240225043	24.8729918730618	-2.79490550723975	-0.816771215832121	2.24188920766147	-7.77998570980161	-2.62850006891217	-9.37783921239105	-16.9744523870551	-2.46463629414792	-6.68050452189294	-5.93461378482091	-11.928231976129	-7.29810157421655	13.0696996001383	-8.05002871765155	-4.63689366404544	0.0624156308828996	-16.5418778611062	-1.59400448192136	-0.851710500101888	2.5815815502764	12.160136483617	11.8412309787662	-2.23194942856851	10.9654176518247	-4.71244489222829	-1.00103588961452	2.45785830249878	5.38462303905931	-8.41110369220645	17.5493918545812	-1.13736258024677	11.1708414796926
"g23"	4.93099327135903	-7.79394473495879	-0.453533531036023	0.635670340852463	-0.0288174455010944	-19.0401388086799	-13.177713404053	1.87016516983723	-3.51407065259923	1.91229194507468	3.87829507689267	17.3690082103629	11.8551299447657	2.85515433208874	-5.4336136642167	2.19172449367082	23.4271543417111	3.54872648156211	-4.56122509829003	14.6209694647797	-5.86001470802767	-3.62552153023164	13.2779861967595	2.75412879196929	10.4481681439649	11.6109816465792	-13.6821175932288	-7.94863253178446	3.80860012578254	-6.9106605007163	-9.60605413272168	4.81761029725351	-2.9027038731559	14.1036231959861	-9.70161845830906	7.44702389862498	0.08159578500682	-5.25988846393766	-4.46722156271694	10.678194809142	-6.55920083385864	-0.291721594892942	-3.93193761941872	4.80891897291196
"g24"	4.85662719626366	-0.236045910289055	15.9855212610714	1.50664250888439	-1.9330162669857	8.01758346097222	5.67683867640902	12.6727541363736	-8.24393491129266	-13.8403433311452	-22.8475897521668	-7.14973650357854	5.77071578695652	-6.18601736263322	-8.3635095612167	2.4765392353543	0.56535002609914	-20.9543962664341	3.53159711222616	-4.67900365614008	8.04273440739557	-14.3913078588292	-10.6794678316299	-5.16283132558309	43.5404067716224	-21.1106298887766	-1.24623716997838	-2.65827362103528	0.353247287524768	-5.09303933857358	11.3244818366576	3.28336401635066	-10.8776389781475	5.70711324297549	0.284583312582271	-3.83388058430466	3.90553540268373	-14.7927859840842	-25.8928597373022	0.190981833040144	-11.5915610945637	-10.9988470507967	-12.5965573595559	0.811243069371173
"g25"	-11.2785840832022	-8.57194726604751	10.5037074942038	-5.55299218279338	-2.11025198832976	1.13725773288564	-5.89877985951876	12.7851684879769	18.8828401783046	4.27031095666844	-21.4519474765431	23.871138267194	3.04926997649657	12.2092150248595	-14.5133483610355	0.702432074453795	1.06668228283745	7.28613976093003	1.76912137500012	4.87538440043435	-9.10161954053242	12.50933861221	0.160101807091943	-2.87439224470646	-9.74899889446122	-9.74891515479706	-7.54864445072898	-2.9406662356894	-2.86361895920673	-8.7376639188464	5.09157809964723	-0.0377872282570878	10.0716263480615	0.527432960286259	-13.1475526356944	-7.89811919432158	5.99073889399013	2.20347490840636	-13.0297984747053	6.2655248438019	5.06721304621022	-3.01984590643837	-1.3777049531768	4.22506118586572
"g26"	12.8305050907815	-2.21751867322691	-0.657363654622833	5.81069743687599	9.93890629666558	-2.69288106766171	4.16135880633473	12.9542376921891	5.99065164811306	19.9127156276319	-10.4383215188557	6.62607773519603	10.4308741089517	11.2533253533083	4.81138631613497	-6.19477086123886	-1.67600403840781	2.58471090436479	3.90790713974619	3.52328323811019	-19.2051890879956	-0.335334293759793	11.0072905437257	10.7609841688581	-19.3338673045512	10.7422084964756	2.36256915491769	4.69482624097157	1.16417664512905	2.05649329527272	-4.53112702966547	2.69050596445902	-0.180484681166639	8.17766060141849	-0.321104827902028	9.11127227093901	-1.12969246935898	8.71099411023736	0.171300282302347	6.32343989508255	16.4842075517658	-10.7191799761292	9.20888611137617	16.4416925156279
"g27"	-5.22993689150734	1.18050605755325	-9.04989535273578	-5.02601265800042	-8.18351477754291	-4.04380396723779	-15.0069903489507	-8.48724771603488	-9.25781739740821	2.33848011246391	-19.8781123159507	5.43243360115325	2.43923226096217	-1.79409702494355	5.31834253413954	-4.01523143065858	9.54571624891881	-22.164987713465	0.718359439834718	-9.57607014905891	12.87224575458	1.32085150817445	-4.55779150585939	-6.69180049581886	-17.2143999557828	-1.63565928268919	-1.13393827979916	24.8143848058758	-4.73651789721935	1.81147495110454	0.736447905117038	1.53545101628662	-3.86221035708976	-5.74773885351635	11.1453044272662	-8.16595042815901	3.07417454010509	7.25521003125919	-8.81270597298441	23.0015928820863	-5.32752074488428	6.25180599743786	4.64780512938481	1.12298237510348
"g28"	-14.2744305192587	-3.32755580082539	-3.23866759495816	-0.59926730479443	7.21652266322627	-22.0197860134903	-0.422736679940551	-4.79714304014998	-7.11717945716604	-2.21682872660204	14.2071894195386	-0.779712680693543	-11.2499627024608	-12.4265390072192	-5.61759671152441	-8.55149654579409	1.02969113176499	0.858043887728166	-8.81935836573371	6.18301179053264	-7.43148915620195	13.7479098270963	9.0705444186744	5.29524044259518	8.07266778347364	-4.40497518815052	-1.19393527458823	-4.12219318613422	-0.29525655330302	0.558158033177385	1.66402058321346	-7.72954983818458	-0.781339116998334	3.5183730680478	8.4886352793972	-6.99917046836645	-9.17046447123436	9.81626604100198	12.2586225325607	10.7303007539735	0.533189486885435	-14.1275588055968	-4.06409360023114	-11.3593160251075
"g29"	22.7579722826687	-20.5571235250771	-16.0348991103505	-5.61468125831407	-5.92152180324364	6.07261345802621	11.9768765542081	-1.23546024703241	-0.757199842152155	6.71015808033155	-15.1663627270618	11.6312401374186	-6.28065503090134	15.0659119191876	-6.00364954054678	9.12176924544116	-17.8405071925995	12.0192703728211	-5.87752194884822	-24.9889899900645	2.30153108243191	-14.6645994199203	-12.2926157362133	0.696518918839878	0.0384650032440579	11.3971046475623	-1.21730059763899	-16.3992410323486	-7.74052842019445	-7.3273627086635	-3.81118077416941	0.439768000405162	-2.80097883335781	-1.69241593358349	-2.45817825876119	-13.0253253843307	12.1031466055231	20.2592548302553	0.907319728302687	0.411757320534087	11.9527375268236	-22.5611017470599	0.458934216795078	-8.95797041717051
"g30"	-23.1017316214763	-11.9342157237449	9.44163064029911	1.87181449295663	0.219179165591447	-2.94212329845317	-17.5796411415969	12.8840289104542	2.16735168930512	8.92063650234764	0.938174210175111	-2.14275745806504	-6.45465374417601	6.13553996286969	-3.63346157252165	17.7574946323627	-12.1035402120213	5.80211717328912	9.11732461532488	-17.2210878014529	17.6178954115629	-4.93407171255717	10.8299700028062	-11.4697145046203	-7.10529148978111	-9.93980826298637	-3.07660122207864	4.23355769729799	6.48967362103103	-2.85467818248387	-1.1408556883428	-16.4087138410452	10.9589622782583	-7.89620430178598	6.65790956025897	0.534728604677371	-13.8971388810903	5.17697033443452	13.6083533694997	14.1276272820848	-0.245292175382532	8.48727365940038	-3.03355630413619	3.62206502840771
"g31"	3.29556903527489	-2.78344894907353	13.1206893902818	-5.62650718958213	9.32713442840605	-0.550052410375067	2.64372437731283	17.0819365787329	-5.03616791347848	3.4251939430115	16.0625129139393	2.95785411890529	-11.895082791905	-3.22659991176123	3.61463545626359	-7.30260141880436	-3.97463664255151	-15.0010210507046	9.08332339933983	2.52940531835248	-3.0638746513651	19.7316214619669	6.08220405499352	-2.95416608456619	-0.539617700180351	10.9398056224746	17.1796429638638	-18.1589010455016	10.7046164799554	2.47386513709339	4.23391961785145	-7.55443228115692	1.15216917760673	4.80732983230002	-3.60389420374606	8.99905533540847	-21.5522149803341	-6.09909269827267	-8.11604734046861	3.50316413344953	-5.41651948582652	7.96026289107695	8.04141179279208	-6.30581513387044
"g32"	0.759269175535653	8.20316917809848	14.3204121637231	-11.5680792727301	12.3154170398419	7.35689490339197	2.74207737668549	6.36713311597781	-6.65565081297785	5.35520072273106	-3.8649894415283	3.00965749302572	1.93774416657589	-13.5995399001227	4.47774140551389	-0.371113499037854	9.18301298513979	-6.44504706011202	12.1463721974179	2.25972778175111	-0.948669415787216	1.68009910539392	-4.16349831021658	-1.73820784390571	-6.49986364220955	-21.0938539349923	-13.7219840774259	-1.72707113943373	4.34893320963867	-13.5788202800667	-14.6199961560484	7.06203188983332	10.1696660112001	10.7171343829992	11.6075399340903	-0.73060329883218	5.52254401675919	19.5807398969664	7.69452192812394	-9.52324535832016	-3.50902421283459	-8.64659361582166	-5.8949039653703	8.44156590269943
"g33"	1.53323231885494	2.79660571016553	8.02499162309627	2.17849691454435	3.00109265655404	-8.17525914329633	-10.7621534525979	-3.32481551019793	5.2277799462165	4.73383993278393	7.94979872581515	-23.7687740966057	-17.8697838666772	-5.63686388906665	-5.96106453751912	-2.33696073961399	4.51476593050648	0.21067530802963	-10.6168517110121	1.0717983578857	4.47465487843108	8.83093618904689	12.9395650685252	-2.85604358168797	-2.66254427147999	-3.54136462893398	5.05798388189306	-5.39105873769059	-21.9951601359192	-7.29632614607633	-3.44648590253326	14.3028132726054	5.05162481091427	-5.8253280293624	12.7273820720253	3.04697363542263	19.7031724640283	-12.515055175887	0.593288760828854	3.3921333244192	22.0047092546634	12.0377897205185	-6.13091387174086	1.94965978522866
"g34"	17.7587040188271	-3.8838320861978	-0.634413426989275	6.9931962692769	-1.75292869021816	-5.27871140247517	6.53588898345308	9.28574029705966	-9.73934594446888	-2.55086394185653	8.7415472264577	-3.93754519162653	-7.80087050383285	-0.274851829360307	-0.391639916616639	-7.6194341729416	3.73839066291188	-9.21251121979612	6.19392958067676	-6.50168539280456	5.17383122905792	-12.6827410947397	5.223197121421	11.8780239372286	2.29983576727534	-0.318904680977212	14.2372755505935	-19.9787104235034	-3.46751746578978	24.5985543833189	-8.86430396885315	-10.7245337846893	12.8000540884105	13.5648993310672	8.37354881071377	-11.4373212721646	-7.64873179622211	-0.317641566408866	0.520069686160163	4.65563532510221	-0.259155512344827	-6.13688421426162	23.0143869009044	1.31812693067343
"g35"	5.18213395765103	-17.8854384185822	-0.41499795726284	-15.3270951133452	-9.84024562697772	-7.55647784384845	-20.7944330317679	-0.791345282560886	5.05545381542564	0.674252015572991	4.93292960899563	-10.7147603082307	-4.69701679535237	3.63033194675844	2.71079392208385	9.08774401743637	-19.0797300675717	6.98941781057757	10.5907854905668	-5.76558894916284	-19.7698753596115	9.2162746036691	-1.36039961319495	-23.0390552017603	13.2925246844599	-5.40873001373805	-15.0660115011136	2.59332562971621	-10.4187351401145	15.815790446046	12.8961707718808	6.63752621841679	-5.62945058388801	-10.86358817496	22.9276825431446	-17.1562973944639	5.69743010764182	13.3327295446764	-2.11531703995008	-10.7905521871993	2.9728185086407	2.37510459217931	-13.4237783893001	3.64569521570545
