"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"
"g18"	-10.3201159087373	16.9528885680385	-18.0949168565079	-2.87080426665725	-17.3601219243363	8.68342723554419	-1.20493531860345	-7.40673141775838	3.2395651162131	-1.16219385336703	9.15111916784582	0.886182879674737	0.302462262715324	13.7621571175012	-9.01574812411654	-15.6254318651264
"g19"	3.90487070899679	-1.32164261059296	-4.84524088194486	21.4032264936619	-3.29995382226274	-5.48256704613746	24.0738524103072	6.48481302294981	-20.2718402354416	-4.15985758472384	4.64581441190937	3.99198630168854	10.0185016880803	18.7982165641134	-0.343702734115728	6.73772322112175
"g20"	-1.81772992616043	10.2929421510784	10.5521912190238	9.67299512177717	-2.64896832295936	-9.16180385722967	-1.4090412081494	4.31733712653836	-2.37864817182538	-23.4636251352	15.5063420960956	8.52538015323481	-6.48365245637305	8.49220622325849	0.946414274755045	-14.752835514193
"g21"	1.86743048455184	-8.72551316960107	3.31197360370503	-3.45855222094489	-15.7459980666211	-4.38490225112758	-0.101269821526493	13.1186432650212	10.1062789064702	7.84742274747097	-2.02449410262623	12.3133674983256	-1.33147500085617	-4.90364110562691	-13.2866103365719	-10.2958829805056
"g22"	8.37675989892013	-3.65954079599679	-24.3152089797081	-8.72077511990452	-0.456484853539456	-11.1567453420703	7.02314770180416	2.9876261509954	-4.97517483797391	3.20746795314599	-24.1865164902422	-6.84475480683047	7.63169686694346	12.7817613396269	1.11235697118713	-4.56782244633384
"g23"	-13.9240711230176	-5.12452089139069	1.06719622661577	-5.13487529657767	4.60770547681353	6.65623976401444	1.61614969044981	3.19543190964525	-6.59272123449341	1.73399889741451	12.1845909785396	1.46107052604252	-17.0769158067257	-12.5527049019454	13.3033802065131	-9.14855076085095
"g24"	-10.404654134394	-4.51704608732216	0.916293547962677	-12.5621132253883	6.03054819441529	9.3425614508974	19.9732890076051	9.35922925717292	-2.85930307996516	-3.6874653296947	-6.01949789769136	-0.870356193958758	-6.15237650200533	-15.6277165804307	9.40362897120916	2.95629797531944
"g25"	1.93148317915133	8.10509405761034	-24.7659721513121	9.23693896173444	2.69012937429884	0.312820115265781	6.43548091602333	0.78987499174832	-1.86181803132204	-2.1547444196252	-0.662014086494837	11.8999293239021	-10.0738049333435	-10.8926904411166	-0.269413924798471	3.40748940549447
"g26"	4.82931466336995	-9.2724892953114	-3.30615368881139	2.66292008874013	-8.27988823645826	-0.563582415949627	-7.64257027797157	-0.885658861322693	3.85557320209002	12.7785843201027	-2.26325273121823	10.6627186954564	-3.67892446359359	-1.20584605519378	-5.52597618061382	-1.8497109924969
"g27"	-24.6796273315996	7.89842716450376	-8.70956499734997	4.49104667436756	-0.851291368675114	10.1956275639633	2.40105181756198	7.84789255680387	-1.58831145159228	17.9909880363201	3.84997976399423	9.11101875030014	1.26827058644761	11.0201396422829	16.7953288311572	2.49324615787384
"g28"	16.8784840041052	-1.35226222933723	3.9235978832522	-10.3750732112365	-11.6983681332015	5.33140825362136	-8.85063661866801	-16.3830412982694	-7.18606536277662	-18.5829611437546	2.58044404514517	4.00765563176495	-3.98692265178397	3.04964349819986	15.3810093811732	2.33667318515201
"g29"	-3.19910964562008	-0.475974390954141	-1.8525520068886	8.89573659604859	-3.41850590670095	4.28461637843933	-8.36541598860614	12.8845772879284	11.7634010245655	-8.00030286218329	-4.78489416259477	12.1040454394479	12.6773658921602	-6.98702052978649	-1.52278004135547	-3.29084063136679
"g30"	3.43921912197759	-4.92892636030522	13.9864816508596	-12.893340653869	-3.15658446285174	16.6184359871642	-6.73291116823148	7.76146986397414	11.359595661254	-22.4794678007256	24.8936885814088	-11.6818302718797	0.270299080628521	9.01049980292559	-3.90653651472857	1.63322203660879
"g31"	8.38308327824594	-5.22511155526067	-4.58661198523644	4.04722154857317	-13.4086788032697	5.27231816695836	-0.00517684795173592	-4.6556808010384	18.2649596936772	3.21919050111428	3.9680147067348	-0.394758778315617	7.01332653117907	4.14344295389464	-2.79028509060387	6.25491718707052
"g32"	-9.13317568628224	1.010247939416	-0.135920454033454	2.14890787724906	-11.1451104751858	0.492293650075671	-2.85749325642818	-0.891693688494419	-17.9504203757386	-6.34268662142646	3.78405642073279	-4.67559444455056	-16.498542179095	9.88423510635683	-12.1028768343657	0.0441858768396518
"g33"	-19.9309668951727	-5.63891250630395	13.5008774004808	9.37545519915194	9.62762975092796	3.47091572489668	7.36127195707075	0.432364007952591	-5.71280047800889	3.26158771078615	16.8498799813485	7.34657477943344	1.69070460581302	-19.0551595658461	19.6092817094976	2.43530611301371
"g34"	-3.68708020811893	-6.16568856585282	-22.7729585594934	3.5358338424384	-0.558628981865695	-7.43784440436332	-2.70037086439824	5.44747586409897	13.5649584128984	0.0309907236109246	-6.21954073467076	0.510263845571066	13.8951545387807	10.5798364552814	7.56627356925899	-1.97545599665674
"g35"	-8.81959173413425	10.2415114611111	23.5499816005179	20.2325282486535	5.45013481846271	-4.82009640452467	-11.5871663485193	-3.5607452621977	3.20344072945361	-7.73423883246167	-4.52685223713386	1.16731185613897	-5.90803571220444	-17.4705180289972	7.10292704063266	-4.39732648466768
"g36"	26.0508187688014	15.6644419179962	6.54625521637054	-8.58974847263806	3.09389364934956	0.468306053970685	17.6142081309851	19.8682689993575	1.85511510413905	11.0612608909894	-12.1737928263016	-6.79966831052341	-6.58838409500229	5.76796108953572	4.61767815454903	0.60924832971454
"g37"	9.03894676755236	4.26861973040232	-10.2191883506945	8.16776497267458	17.7959415405316	-5.9321789183376	-4.02576456958226	-2.51985425724958	-5.95202615543215	0.407823095331086	-1.44771976066304	-5.9802053795736	-19.7602067948271	-22.2044012845248	-2.70633511073075	4.23122163476522
"g38"	-5.31168984656041	-2.77392950377777	-5.81053314268336	-8.95332097488193	-9.89422363873471	2.94013524191915	2.94604593241117	2.07537182490881	3.47474422674796	-4.92720907128372	12.8689823124314	-9.37489955227861	15.1886559058842	-10.761083345723	-6.76466928936795	9.65693235020856
"g39"	-7.11020945438216	-7.9813710607424	-3.91918887363212	-16.467579187187	9.19996261936356	1.40274761426576	-15.0236605179372	27.0165586143332	-5.25205950729802	2.07862690799486	-10.2051105862601	-8.30451088984789	-13.6338441598877	-5.75959358032709	-3.54788308288151	-12.4406453637024
"g40"	-3.64962303180283	1.30935626034495	-17.0456516878443	-15.8427889331103	10.1318524065669	-0.561788011536902	12.9109701190288	0.965255262677989	-12.248591462786	3.94201505059917	-13.4464373462476	-2.401910415145	-12.3002853822	7.11070534612718	8.95917735937952	-12.2744257309507
"g41"	-2.22020584047055	23.1672592478471	-6.42225615004382	6.98395223178521	0.381289602469452	-3.95510505239494	11.0974233615897	-3.21284173549109	0.0343949716098419	8.31071808163004	3.79225387443533	-3.42491750579934	-2.00065264470811	-8.26309849133087	-2.73776847343239	-5.93119761525579
"g42"	8.08240182328615	1.50050422866896	-2.84515697671076	0.470232885784574	-3.6084445670752	7.58877588152341	-10.3290348822323	-11.8951345426636	-9.69496424754841	-2.2727988346092	-10.0159847985146	-3.04844651330033	3.27966518708052	-7.88288033611455	11.5143967771622	7.01043132465963
"g43"	2.23539694333562	0.354831183696071	-0.696565266078893	-9.90136049223593	-12.4129580837758	-4.19303913532591	1.71183945922633	-2.96788045679224	-14.8179032093051	11.3209873925925	-0.56536046043327	-0.678676553920872	10.4626360595893	16.7784590671828	7.20951530586484	22.0937500093682
"g44"	8.40371649083418	-5.2311356744184	-3.83831070975506	12.5401940854994	4.96984623089497	-4.6121301139099	-3.80404045002949	-16.9861516269103	-12.1586953577349	0.172438429006078	4.11565293329112	-2.73819709403139	18.8070732968178	-9.84222452878711	-5.46632844028119	-5.02051247094072
"g45"	7.90158717699443	-4.02926725246865	5.15575650493937	5.08150657313377	-17.4815826264054	-1.05746121730344	6.67249963003831	-10.3181320279435	0.868618548348362	-14.8470069472125	7.36714981792523	-14.1715908415888	14.3680452383818	-6.89325432759864	7.50525944255464	9.23680562563171
"g46"	5.9533884119751	4.27248608704024	13.206367800433	1.35647915561138	10.7829716336323	-1.58809990915069	1.62804633856023	-15.026292613492	6.01293286725493	-8.11920437903651	6.6545691789897	-9.34109055413206	7.7538320888646	0.212848118715485	9.85897658744467	-16.8723943838287
"g47"	-4.83432809913611	0.955090502314649	-11.904040295213	1.35649056983	0.570726057454593	-7.38698715846543	-10.006770351271	18.857877794763	-1.38070489123844	17.1338738120647	-13.443131290342	-7.94006769072989	-2.12546776386262	-7.13898466392488	-3.17049578722119	9.92029541383659
"g48"	-1.39229684302244	-3.48203436959769	8.31805541136077	-0.983836972959824	2.79294396977286	-1.78208512090271	11.3285126826751	11.3798542003372	4.99657288399179	-15.2859016253163	-10.957948336303	7.95496765589817	7.24219127021	5.48014691530568	11.1777655833932	-26.8940562660005
"g49"	6.28615070612984	-5.82748486119358	-6.39299318453774	-11.8283609800886	1.20044872198555	-8.83079724475181	14.2047799239416	2.72276372645517	7.46536521278011	5.01585234008601	-13.4973422120051	-1.09108683004001	-5.56964967084451	-10.2266816843542	-6.8365478982467	-8.91449887033175
"g50"	15.1993085453506	-26.6558067894659	-9.51267144006054	-4.42112731524472	-15.2649808149765	27.9140974290652	12.702575094589	13.4437714908214	2.47041410831688	-4.98846744068622	1.00181161162271	5.04570717162048	-7.01965985112584	5.94886318910476	19.2918350435089	7.79163006872878
"g51"	-6.10354389292049	-4.80276213187676	-6.10102731307272	15.797649418466	18.4664557763031	-1.72769102745109	-10.382467034722	-16.3384666798181	-2.20312768737759	-0.703995353315113	7.00556675072773	-5.7474959578824	4.46325730687221	12.7659528773907	-9.96935459097731	3.70701912004842
"g52"	4.05364673884172	0.678742297926222	1.65623298381541	10.4117801700471	15.6006862150476	-4.50524543512566	5.00123664784907	-8.03965478716186	-4.61636193868709	-4.54249153472143	-8.26341278240077	-4.32787580261659	13.0825647683627	1.51883826143901	-0.0609463954776329	-6.88891659377648
"g53"	19.0523888770038	-4.68783864284486	23.2118287691578	15.6839040289596	1.44599117692208	9.4731011413647	13.3812909556159	-21.2747454987584	3.19006735449085	1.5815606446628	-11.0713657813775	-1.25541566579074	-11.1789187387041	-6.05984955704214	7.2658116206257	-0.0708416349959639
"g54"	-2.40775646786193	-6.82531423849755	8.25175518609489	8.90198236079392	23.4892744524258	2.08443261140439	8.69559938460955	3.49971740483347	12.2483056279947	-8.23344929466859	-1.36654121515541	3.02645773548466	4.17109863257578	6.0173076439734	-12.3724355780016	11.0859544828372
"g55"	-14.4393411315656	-7.50477794376815	16.4462719066309	0.993844392404345	2.35408813209219	-6.29057805780979	20.0322176672236	9.30771314057149	-19.484260672693	-0.686122422366988	-5.14846899390214	-0.189465523762176	21.1619479047816	-6.99197756894811	-4.70799062359054	1.50483399794179
"g56"	9.85794735992937	12.8800650419729	21.811894722757	7.12513218182775	-3.94144003372269	1.91270759280126	-9.38694597870499	7.51541208406289	1.36549304770249	5.06154065757188	-1.11128505712928	-0.492667373888396	7.67895129761719	1.23255750542305	19.8637853855371	6.94208032602654
"g57"	-0.956865843030413	11.2098236921849	-17.1626322810411	8.41111548855337	-17.9440688854518	-8.71990376656443	-2.39160120329948	12.2975830562257	-15.0304938710761	-21.964479963017	1.37292964918353	4.22267003008815	-11.3665144421256	-15.7717066702377	2.14423081088518	6.90100281314524
"g58"	5.21153863420734	-4.30794611346521	11.7468344850193	22.6693591293124	1.405400918726	19.2196350121202	1.2881642944203	-7.49584861236182	10.0056897595887	-0.824941884149018	2.2229944677993	-8.80993760224821	-9.31115032936785	4.81772462741419	-12.3266143040877	1.55036691540998
"g59"	-10.6332567776201	-11.3252770355182	-6.26318807786683	10.5300760285066	7.5118435100541	8.01413558503488	12.9298141232403	1.2128278177176	14.2764797638895	-5.51305490704231	8.00018633199178	1.08113396253492	-15.7350191378854	-0.343712139753637	22.5647094981309	13.1588730907112
"g60"	10.7908516206311	8.37539662865287	10.3278479432762	-4.26593372696379	-2.72432096891137	14.571496100093	-5.47462638596412	-7.68235200097441	-5.72995686580244	-3.99457692511998	1.74661607378236	0.366464033425595	6.10894787492982	41.2662019268703	0.520052540498563	-12.1912221516546
"g61"	9.01083288805988	10.2211919697494	-16.5825678256988	7.9297357403915	-18.5379567440838	4.95634355714996	9.98143969868162	-25.0062255765257	-7.87895603741682	-9.26070586647593	12.6796888902622	-1.57991054613979	0.178638342149903	1.85481239019674	-12.7098085081246	6.31691898722361
"g62"	8.70440287898944	8.23598761381861	-8.5164616034664	-13.1329513839786	-1.29776286095126	5.72896194252901	7.43320596573424	-3.56832162378421	19.5678472937563	4.16581786491085	-7.97684074955615	-14.2785850816898	-5.90959117601521	7.12650184028788	-2.90049617200065	5.91316086899332
"g63"	-2.69058296362873	5.36083620212922	2.80440944253934	-10.8945493708937	-0.301560318648894	1.23351457965302	-21.8162586051798	2.73189599691387	1.18469336841609	7.08644492535955	-9.16779896477373	-6.33198301465814	-5.31615892055823	-9.28028869847611	-12.8441488469865	-1.33759451282881
"g64"	3.11972841245921	-1.75525554692459	-14.0863304991023	-0.0744522564789667	17.0210055120588	-3.31213422176198	5.82034984524	22.8056439615914	-7.09977617501235	11.2012744107027	-16.6579572972379	19.3916882194907	9.83079279448822	-3.04216287274062	-0.917636026767629	0.535440552870669
"g65"	1.3636013063694	-8.34130051789775	0.304300150581602	-1.66252523226703	-2.56777363786762	-11.5051208101804	-4.8266348253571	-18.2951977301374	-4.55954081880849	-5.88875262781174	6.39801994488828	-11.3740699906498	9.54698054046568	24.8228502219627	-15.0658131281578	2.53420597863556
"g66"	0.724336608562094	-1.17343941014577	-15.4097704576352	14.3395962082115	20.3480752477881	-15.6901469340197	-6.94493565469232	14.6102769208444	-14.0334619554038	1.41440752412947	-1.40042655388606	7.17268423020453	4.24058548515642	18.4386278665563	10.749719041722	-2.76542363032047
"g67"	18.4182883772668	-0.406772890814051	7.24972028872963	6.45136263529951	2.61171437147474	19.4073541950965	-7.65021735534736	-8.21196945839083	0.771555351145402	8.40380493606217	14.5920440551761	-0.944780441926367	6.29121109104113	-2.1169286279503	3.12133407415879	-10.8906851427583
"g68"	11.7812824138636	-4.80369323168039	14.8150703281453	-8.97646761317317	9.92357223589887	-4.20636184705422	-7.85040678418773	7.28492291335556	-1.67976282634929	4.79522649568693	7.98191668781169	6.04799560484036	-2.85646767974744	15.7952038730768	10.6191955492739	23.1816231526207
"g69"	-1.66092976826211	21.3066240911156	4.59242281395557	2.5124980181265	2.74788249008788	-7.16245600037149	3.17715320284224	0.708358236872687	-5.28301043793812	-0.00568020117373898	-17.150381580332	-22.2526371859894	0.816991518561525	0.623513648875188	9.42816378191018	-0.845392631634068
"g70"	1.85462221167641	-5.11275660289289	-8.52955027626301	-1.61122619308821	1.63289229743318	-5.85470767008159	-4.77929668582714	-19.0667449769717	3.06605781748134	-5.83050000699854	-17.0356012803707	-1.54964729122804	-7.48712043761153	16.9924071753276	-8.69655596543197	-4.63859544527326
"g71"	19.3158857521707	-22.0093144595979	4.99247506397824	-0.511183205417968	4.05177302197746	8.62001529428158	0.679280606668898	3.88291495834273	6.56028922463502	-7.58603036430577	22.0286005759177	12.8769337107452	3.43479169756376	-9.16660965099473	-7.283260307785	4.06761976610411
"g72"	0.350513083944418	-8.22069194345944	12.4685364218818	-1.01633987258484	0.294542017422142	3.52549617480151	5.92577539075214	3.05039305598749	-21.7364463389542	-14.3645775269632	-2.40310852198544	0.114388719320301	10.6497473775	4.9426763342511	4.39708304545186	18.7118576060033
"g73"	9.83068614993533	-5.00633662333061	-16.6707568147912	9.89940712331283	29.0490269933142	19.8115918997265	2.58694562585953	10.1874758554882	16.7762606098489	-7.27332399731641	11.300672706373	-7.55106933193484	-10.2187002612016	-32.9397889343779	-4.08336825443938	-1.57053529019007
"g74"	-14.4789990310711	12.4981098140326	-2.63345998856826	-3.50018344376133	7.4336699108922	-1.13168061579167	15.698328303816	-10.5076572845823	-6.22169787432711	7.18354814609438	-10.5230944361768	0.670257304587891	-1.59508908828048	13.1445645224658	-3.38481613305172	-0.464537567465927
"g75"	-3.51769853272041	-11.6750530181604	-3.68848076645175	-2.52747120651981	5.12619281272641	-24.1057302648748	-3.58529268112861	-3.6742012096324	-0.0698181800326568	1.17719766662242	-10.4302239060302	-2.90379411646084	3.49038321136762	13.3063092229931	4.82062899685257	-0.607816670431972
"g76"	-20.9948023601768	1.99738475895425	2.57803430348674	9.3404429494704	-3.72629798625514	-9.89013408155133	3.26862216058151	-5.4864326320083	-0.591442062612494	3.57442899706984	-0.316588456013375	12.7652649446572	-12.0498348129891	-9.75882343880634	2.86618644670297	-2.76143923225618
"g77"	22.4207651864091	30.8456409747591	4.2260896225905	-11.8428770698149	0.709419177553767	-3.5672941343791	6.62320991199395	5.35989725460564	23.1249781820536	0.0977243778687314	-0.660173488814863	-21.5549513666026	-1.65666480487878	12.7836253713133	-9.63578199102	-7.61494222016045
"g78"	-4.20057467951727	13.7565814076772	2.04235012754343	16.2880333316986	14.8074002297344	3.94880703654819	8.17528827893004	2.50474339021253	-11.6464947071055	15.9614099744921	4.84664345262776	-15.565356568116	-2.42048906739587	-17.2356476344397	-5.54659115138684	11.7215040691854
"g79"	-6.33181804279201	-6.01174104503707	10.4397432549088	-11.6935163003548	-0.197861709920498	8.35960022390694	-3.20815735794264	20.7604979442626	5.46465796788003	-10.0582421561945	1.48313231193206	0.87479137068802	9.9811298478721	14.3765129977756	-5.14503689015915	-5.47206111130578
"g80"	11.8419776573299	-1.66815126155744	-10.4280711321208	-17.3397843537288	-3.53228759198257	18.2528782379235	21.7939088989265	-17.0717564538835	-8.85607358850737	-13.3210767491322	6.37005422451252	6.49023410293974	10.9136514155932	-19.385934394495	0.978442815934828	-12.9718614121622
"g81"	-14.8658235289864	0.960063354748516	18.8997653731293	-6.00041394804733	1.02898688980761	-2.06031659429111	3.70818319809643	18.602428056141	2.0428040305818	-30.9682636741385	-8.76358310264966	-8.66440569250765	13.1087833553115	-4.17561938314571	-5.19737944515229	9.50455479952005
"g82"	3.30818279309017	-18.1588017245554	10.9521236135039	9.84237856798103	-4.25817220424978	16.6881358022876	8.61441559313022	-2.60912662676452	6.88238316927691	14.4980003263399	6.85708123171915	-23.3091566125732	18.8286313723426	-9.90192956618555	-17.3994302953318	12.5093692728645
"g83"	7.89644234560199	5.34156264096627	-6.85119792915721	-6.61134220649322	-0.478013873733266	-14.8161711653135	-5.83365077455137	15.4713273736122	4.87726787667224	2.17112447512832	-2.73475229091883	-1.92777448703465	14.5148925017486	-0.88257504277925	-14.7038545764312	-18.703222141498
"g84"	-3.15238241929465	3.34919494443376	15.3411752220242	4.70865306150593	-4.14904294760919	2.46774711624524	1.55785373681347	4.16048709091523	9.54370881100405	12.0164924310284	10.2583307498501	-1.11529065918887	4.08309064008515	-10.0289897795434	-11.0342895282659	7.73636609696216
"g85"	3.73348340181776	-13.2858228560933	-3.88899880024162	-11.8272513036512	16.6749219821517	13.7581700876687	13.8865879701056	5.73119233897934	1.66330027368317	-12.7686584472833	7.42493301526095	-6.7694823764121	-15.7419321088569	3.93008058007776	-1.39757685275636	-0.402593631446855
"g86"	-4.81883601704025	-11.2099537586793	-2.30574354453729	1.77759533088347	5.18284261531884	-1.30344640125538	-1.7731458551662	2.3202787517262	4.63209979411104	-4.74350943784689	-17.3966348734306	20.5396289809832	-8.14610698531901	-12.0279544035834	-6.9220509298048	-23.3837454671502
"g87"	4.78548645661639	-13.6144537715038	1.46244488113618	2.9364487863737	-2.56249993646123	-25.1896534274819	-13.6129412112513	17.034253060011	8.68713917697235	-25.9361290996331	-15.5653387555879	4.41144321203491	26.0766648247255	-2.05770266214832	-9.48076680696001	-6.19361870800113
"g88"	4.33799989963484	2.71536298521761	17.6577973602612	0.404558175894433	4.27958296825712	14.2455823740394	-4.95678832437216	-15.0110312377227	-8.45842344001544	-0.94632897447972	-0.537244672493882	5.71258861843071	-11.1175626345849	-3.25475047381462	21.9964790639308	-5.00296417981391
"g89"	-15.0090317191028	-11.2510730470274	7.23717682533525	0.0121829382856299	3.03456631019852	11.1452664124719	10.440657748531	-18.5964622888224	15.9572523829941	-11.924695612804	-13.5663186480307	0.635187343324597	-2.56301118859792	3.12581584945577	-1.38609005775191	0.881179247300856
"g90"	14.8601707539661	-7.43526562211859	-1.93476501705695	-7.52637021492038	-4.31097752132385	1.44412406016262	-5.35338306433831	4.56101818323117	3.31022153540394	-18.0543895270348	3.94464372886357	18.821030458733	4.49915355850764	-7.0655067778046	-16.077000863501	1.86778624787719
"g91"	-0.345446675155124	-11.5428696262983	-3.64730067190286	4.45991736214849	0.578379356339757	4.27197383676634	-0.00710691890868911	3.43529308750907	5.23245794410011	-7.24026569037357	-13.7621828313712	19.5710267794969	5.02733857457964	3.97369805911834	-2.66525591477221	1.71569121504483
"g92"	-5.05387063172307	-6.07654693915056	7.57000995046069	-7.62651836975579	1.67219014650954	-3.42550799575931	-1.74254945027966	-10.0424491096193	1.16332307922012	4.99310418564116	-4.75633784095435	-8.71259607556839	7.87323046687947	-12.9854801058426	1.36155200571295	0.0307588756079011
"g93"	15.8855552692611	-5.93745604512115	-13.4698291204196	3.52280199003938	-12.4687652351154	-13.6398951001161	5.19680888699844	18.0315776489826	0.482477752371194	-10.7370297136259	15.6012812658342	5.64284574285724	13.322115177531	9.84531624391513	23.1448141750502	9.3380824169679
"g94"	4.97119765838883	-3.8198515069285	15.0908554090957	-2.17901702619386	-13.3432012059101	-3.52636712914599	23.0144643369106	0.0988718183144573	-2.61879999776497	-17.6728969869816	-4.6083249626044	-5.14436663050549	-9.09132367630212	-0.321944603651177	9.32016446740497	-2.66063429961859
"g95"	18.058752543081	-5.5393358825065	-9.73074467717945	-2.80344420625031	2.19544173713899	-0.80892467978488	7.09514747649349	-0.539964912854954	-3.70382574383095	-5.70385448047745	10.4580489171279	-14.892483090958	1.39050743040419	14.7619550726847	2.40618196807631	-3.96856030081895
"g96"	-10.077895750102	4.31230407020845	4.28231745079251	-4.52783354073704	7.55405294289921	-22.0227506065906	-11.8475860228624	-3.23542735337467	1.85951470330796	-21.0756695778011	-4.01328761263554	10.0795087500065	-6.93931809038049	25.7858229667803	-14.6004287006816	17.8575296922723
"g97"	-14.3256666163822	14.9748856814746	-16.5579818195024	-3.86105109810181	4.12710413474357	10.7964141693345	6.23429540516068	-4.74907468121471	2.60928210158626	9.18268155236473	18.6544877589421	-0.390379058078625	-0.0914887645634406	5.07803400220072	-12.9703582009987	-20.6056244708491
