"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"
"g11"	0.802419673852467	1.6236182952163	16.7457302079795	16.2911079084444	-16.1892057709371	4.01879087069811	-12.8159361711193	1.67950905059132	14.3175803047923	-3.98608050152827	14.6386689867366	-3.32015034430668	-8.33937224960728	3.07346747967325	9.2934935375375	-17.9955977793167	-4.80694995334929	8.00314575227493	8.44019675176338	-0.869577970503121	11.0683060566051	0.318414723258332	9.37348395207641	-10.2522525968484	10.0794428063493	20.8363141532898
"g12"	4.6243581364185	-19.07759167219	16.0413895193054	3.10038004574726	0.815134896361837	1.44050831700111	14.3517970744283	3.61223365894703	4.58315112410823	-15.7110943707739	-0.372611182239794	-4.26348438094741	-0.368517092271329	-4.1546997260475	-5.0253849682137	9.06314346931431	-6.25967123986273	-15.8033651191772	-14.766013131873	11.3432374391806	9.39904404421546	2.99046117289656	30.977378978026	-9.0731449963113	5.8027243324176	0.466386862201835
"g13"	7.74865475605766	25.0532098279412	-14.6517280181999	-2.21827175252181	12.6223122697305	-10.9814265177145	-5.60888565689395	3.16713919514602	8.33822851321385	-3.12865743739212	-3.51734911555576	6.75790860303816	5.05440439681584	-12.8429052626223	-9.52085085142807	-1.11024405847502	-5.96304980483565	-11.7735882724113	2.20873717557846	-21.037848145948	-15.362059800692	-6.96251832887232	9.474539559683	4.98934923757223	5.12713376860796	1.35548908062747
"g14"	4.38753953832944	2.60633482520065	-6.5918954669027	-2.24603085217861	7.26556624193452	-10.5442079732641	-3.96848658930562	-1.47417806243169	6.00806030697738	-5.44431567131857	4.19343528964293	7.65569490159041	-20.3565467131731	-14.751143574171	-14.2992548339073	-1.34908124802008	6.67129703200252	4.53879640538377	-0.435447717688026	-5.26163613563626	-22.741102364836	-6.67399707946103	-10.4836974830835	-15.8507750488501	-5.72105151421745	11.9156851597051
"g15"	1.05611589416443	8.87539554032577	1.57085940572874	-2.93081841833961	-3.15729826802671	-2.24786849884052	-13.0775853336474	-16.1220844560308	13.6912195007533	-8.90747371723863	1.65489708563774	-10.8291667549146	6.90916663718379	-2.07933420464061	4.33631769413721	14.2460751037922	16.7642242868701	12.9514392695318	6.94956914879302	-5.90902300235093	0.802398018300432	4.40511365913815	-19.5149259944073	8.28006630483881	3.42776704391896	-7.80610619606786
"g16"	-24.5006554269752	0.456709395174863	-0.820970628900065	-13.8616574969766	-1.23600898319528	5.78542987336039	-5.6264299037936	-12.9547317209983	-8.63057623732279	9.50852659596342	-6.09938779662173	-5.70772896867419	-18.9928709587705	8.67035257077131	-5.20580966284804	-6.4917770044079	-1.84898601665992	3.20745116151836	-0.861387516231119	19.6398856792349	-9.05796556469414	0.461185637845977	-8.61450826043868	-17.8226702164237	-0.921959749403114	-7.81025631140633
"g17"	8.51239441467799	-19.4698968960764	8.79838121135498	-4.02919688351008	1.0025963180464	-1.4809256766878	10.9295520148017	2.38614439965715	1.49615705451495	11.7254726343328	16.6670354917479	9.957350981245	10.2930173116523	-14.4893537825415	-13.5911513586223	-5.07843543591203	0.154326996984709	10.9880678588607	-13.0095395593809	14.1314451463929	-6.27171719552715	-4.11970454187057	2.29345245822126	6.66406172897637	9.51023891384085	-6.6439370112696
"g18"	3.82599678587488	-15.5060917472418	-0.544933823395631	-8.97927899157901	3.73621365269096	26.6313574905077	2.55549194621185	-13.8179919588618	14.4466956035846	-7.38575250001681	21.1436347092593	-5.19355990554979	-3.02120744917078	-11.2790191516687	-8.97646731114297	-6.72533313630818	-10.1142250574531	20.9614754096953	-15.9669599483361	-15.7469282949875	-15.4212067289121	-16.751303098718	6.89033829515139	-4.93018843590051	9.86955197525236	-6.57947348628142
"g19"	2.75277410483652	14.26843962896	-0.105960284314365	-5.04583820505109	-19.2123878172587	17.7275485912669	-6.65148330461886	5.05559434801675	-10.4826966762451	-0.656894565786179	2.4896731799048	6.84975333387764	2.13198616197267	1.58027983214367	-25.4619923104372	-2.9935970685097	4.85439753610819	-14.2216993616433	0.129749844740121	20.3743908994321	-8.07218241974413	12.6093168291005	9.53919333986346	-0.742764848762394	-8.81625224132019	-16.3224751129421
"g20"	0.578859742278467	-4.65086050885202	-3.97633720986444	10.3949836588117	-0.693035287662432	3.52986649975775	-0.965336823140834	8.52571862902985	11.5754474886312	-5.34541333146132	29.7943828199423	-5.48175426637913	-8.17937141597238	0.172205854779429	-32.4213966532008	-6.51975090184179	0.67359126360135	-0.246778346157191	5.35533112647181	4.94592991532474	3.50893586444511	10.3269369029268	-5.26455005975196	15.5267517099664	10.0639739193697	2.30259708131084
"g21"	6.25111945208773	1.70774210519956	-6.71804912639112	13.6975834624266	-12.9863801122561	-2.05550842139293	7.90801035508926	5.36961401185526	-0.352352221315607	-19.2101599286495	15.0473979962906	-9.93604608528357	-10.0606518845327	3.40606496297514	7.7688219484717	-7.54525952542459	-0.714943601908035	-16.9196595996403	-9.21615306042474	-14.0820383699118	17.4732208368155	7.12958325717691	-4.18279960058595	-2.9089990626597	-6.96417277877693	4.24630388404319
"g22"	-8.38414396239726	19.3853459261513	5.70092227259313	-9.4622289989844	-13.7638245699044	-18.6618203038307	12.9179826820404	9.39633684216348	2.41145021594184	-13.197659282498	2.65977547832629	-16.7605223970783	6.21325188332773	-1.97747558552547	5.64703820724752	13.8713846321734	15.8941689461691	-8.62177887465436	-1.44780787256717	4.71695833977193	-9.21909568923214	-7.20496758308319	-20.0432936493917	-11.4780176051413	-3.74163327575677	15.4040348485327
"g23"	-3.14139273588743	-13.3811587311121	-6.55830814508607	2.95248394080826	4.41909566551848	13.7264197596839	5.66239184856819	-9.72427965245189	7.47803593357817	-7.41944729163242	-4.29051973253365	3.98592879535772	-14.5326522528552	-2.63027590283309	-8.88174645511085	-16.8236161795332	-1.50478783709442	-12.756398952548	1.52146671433022	-10.805289264238	-1.99805072668489	2.86736559238797	-5.15428631995994	6.86371264422516	-15.7605707723999	-14.8434969535029
"g24"	-9.46894077185623	-4.88376663381107	7.73971413887677	-1.62770950704858	9.23049498711782	-3.28851677698366	-7.98898765617873	-1.15039396245005	24.1956822883572	11.747962007561	-1.76850588296035	0.309109237056547	-8.46968573554031	-8.49117028566607	1.89114792655501	-12.0208840103601	4.44225733416904	13.1647426529612	-2.54218825859057	-17.3262618029737	5.75677339616926	-0.499100617264594	-13.7691413982285	12.4568996124025	-1.97081111175262	9.26156303760497
"g25"	14.441116149777	15.140554375668	-11.7750203942682	-11.9199048685711	-6.89934631851554	-8.76636947257447	-1.98426420595367	9.10330624816049	7.06665656158643	4.67292566841742	-3.13703813196612	6.99671730394565	1.09389276362513	-26.5428441442201	7.28651830311066	-3.80156577321625	-2.10480061028393	11.2363719686312	-2.76518129319759	-5.9436299018793	-7.31002052312965	0.710375724197448	16.6813545698588	3.02401341909519	7.6015639491986	0.338902428162091
"g26"	6.25555309167321	8.29823405641186	-13.8754067872566	5.36867862934864	-15.7535552180072	9.37321154436062	-8.52043418630995	-11.0062947784111	-0.268161459185968	8.43908782517271	-1.69837772589397	22.237232561418	14.7860227130199	0.996301874978671	-1.8888281366104	-4.92058873905402	10.1565615272994	-11.7360034389202	4.35239943798713	-15.5274304231146	2.31294526895898	7.42282106261847	-11.5956690905752	9.3329818639155	-14.2717728813634	-6.16099321320207
"g27"	14.3376776172135	3.39193453857881	-2.93860394123276	-3.56796794022674	-8.00101875721598	7.93732892931185	12.2581865756424	-7.19763853150031	11.1809701002655	15.2070668498813	-3.42363488932765	17.2349470046972	-8.67441226465052	13.9393510956998	1.09989117716542	-9.24377407503684	-12.2742848717757	3.38779304229285	-1.63776283166371	-6.84102210157999	-6.94062325778851	0.388068827718896	11.0597591517383	-6.60890200834007	8.6383702098758	2.14021906423002
"g28"	10.0841188154603	5.38117943379172	-7.41217733605718	-15.1436134086596	-11.1629176935935	13.9011943150049	10.1686345380542	4.21385199490715	5.18209210195316	3.63513231268197	-2.87765633591822	-13.665147229034	-13.9638004489666	-1.84757368264574	-0.0693000790124696	4.47455002288669	10.3835495784464	-14.1134574851392	-0.86021266753026	-2.49369850315196	2.21945449417014	-3.81218014255342	-6.88148907134898	-2.77399154833636	3.33878160819179	12.150238708063
"g29"	-2.5435161840455	-11.7732831963269	8.16096246193073	-4.44438610063562	6.18826787333219	-10.6148672441789	-14.4155176167235	-7.64270429433211	20.1247252441637	15.7456746946066	-2.02068151278239	-3.08314635710937	11.6007356855657	-13.6751572757436	9.68326127609281	-4.16827419842463	9.62825826885115	-2.24320401197568	30.8120780299289	10.3812083933772	-3.65170568869096	9.57350601387329	9.21745794137929	-3.12430792029614	2.20665597274234	4.77768677464946
"g30"	3.03279307976507	-6.53067915872659	-17.6826986447186	6.6482627444249	-19.2191982542422	-0.692022964072176	-3.95690127984524	-8.59509875505348	9.77927400567271	10.3659938542835	8.50870448212363	19.445378709363	-0.98382306307594	1.90616428175175	6.00681442066759	3.43731214333139	-12.5131254703879	-11.0068839693797	7.69551630786872	2.55590934584248	20.57131016222	-6.05808649522273	3.75206136780108	-4.61354834641217	-2.17609823850487	14.6472094411217
"g31"	6.4530540730161	4.97174129500239	-0.151172342568956	2.53677228697417	4.45190318457084	-2.91547623562725	-1.47376599182691	3.79699370789081	-9.608695518164	12.2754520884854	-5.51241478011822	0.299643546021023	8.69009428688232	15.6681778569726	-2.74513650319775	-9.83303009740832	3.29346373162516	-4.60719408920861	14.7534263955123	-4.81430781054493	-16.2529835551144	-0.459517662090211	1.46737173102089	-3.6424299015891	14.2706867832786	-3.97969830623795
"g32"	11.3002907647041	1.03490255397293	6.20889213917294	3.16874419141254	0.803063943342346	-2.79016958213616	14.6318860478836	16.956224936407	-7.68923588555388	8.87750136596986	-16.0820521070394	-6.1596563660226	-3.95649681554357	-0.881239706045306	-6.16195907178313	0.788588113416151	-10.1807675306595	-4.04823718439563	7.92310374000325	-6.32209916111291	-14.9317352089677	23.5503249854806	25.8413929276939	-4.61774903025984	3.74601680839681	-12.6157387070401
"g33"	0.118577268283753	-1.64663140630222	4.06308600261382	-2.3432841555245	18.0731034497447	-1.73710747829404	1.19274755158164	-10.4330100431025	17.1667330922138	23.2330101594574	2.78995068804641	-11.8189886436129	-10.45637325529	1.37946319927535	18.1541729671005	6.58483669921636	5.14348876380331	-4.27271242692028	4.76810837699617	-9.7488244765696	-12.1385203322911	-2.2549519710808	5.21333883438156	3.56838080369838	10.9134020593546	13.685024134909
"g34"	5.77089476180983	10.7882299189873	-7.28685943915314	3.49225528826437	-8.99653193336545	-4.60582782708128	6.51365253895757	11.674808345071	14.2581161402376	-10.9315431060731	3.9831569022512	8.36627985111536	-1.78391617928908	0.877969878182147	-0.827653754650918	-16.0037984269267	3.60646855994496	-6.53234174504375	-7.63432235122411	-15.0968152063095	4.42687375540185	8.72766328522162	-3.27009545594189	21.9750194272858	-12.3234537515299	-1.67784080855065
"g35"	-3.64333211010488	0.88972478506423	-10.7360934973773	18.0921948402291	-12.9550380536737	-4.62014512690996	-6.19790739260823	4.27666816145136	12.9968895190155	-3.24832876562803	1.76871155288495	-7.16952639140442	-2.12499816457467	-2.72577137421211	-4.17603901050275	-14.0158666356055	-7.36027906250975	-6.37281654293333	-5.83713807106569	-2.86089062892224	-28.5170108270674	-1.51517337908954	-14.0134134317318	12.35030042435	6.35721045423961	-13.8564041508676
"g36"	3.7286574001732	-1.85095734306452	-12.912353293648	3.97689577362761	-1.42455042647342	-5.29184866668361	-12.2318885569756	5.11922148134195	3.08578002475384	-3.40884384533235	-9.94315747901674	-1.12921298872735	-1.93628368394948	-0.79552768931373	1.86634083494504	4.93878172919639	-10.7198988870134	-10.215216386557	-4.766970141924	-6.05199241257205	15.7714618601657	3.52943382340943	7.82821949017927	7.64960239850814	-5.35965165815368	-22.4412249165528
"g37"	-21.105354134832	-8.0150600282673	2.26949138070144	-13.0590758681759	-1.90121428714795	9.66574495559285	6.42436955297088	-17.4188327600539	1.15238007972641	-4.22094065607617	-3.57687702410012	-21.1317475680074	7.93517488578503	-1.48463818986989	-7.09141607368291	-5.66267348604	-3.80271744449773	18.2447499306592	3.97751992776788	-10.8587672748491	7.31304188044505	11.3379487639796	26.1655810889198	-18.5410309988327	10.7256081897118	-14.0028135635179
"g38"	-8.33728588723519	10.4199750951188	5.47056210444937	26.4528700407507	-19.027006948177	-11.1295010883741	-2.27276263241618	-22.9821265533505	-12.6348766982036	-3.27921852239089	-10.0440790864606	6.31328241953978	16.1019960482405	14.9076419324433	-1.3157675840073	8.83761909145541	8.74159640385269	-4.4855370432118	13.9919100107462	-19.1598452060727	0.244685743422478	-8.83651453986348	10.6200018724872	-2.56120575874355	-9.59345068497516	23.4135432048023
"g39"	4.48196871044166	-0.35231096808464	-5.42337894043718	15.3191436645108	5.07284388632189	0.837880472237254	-12.9713616247052	-0.826209361640781	4.72805362398891	-7.19595451139827	6.23915900225539	-8.75891510125615	-6.52645751194818	0.194194122034319	3.81183851295869	11.3840514078937	1.18909609385118	16.3550035071344	10.668902792392	12.0848708792183	-13.4628047470484	-10.7152274912398	0.449446045998864	5.68050514958113	-8.13171626559029	3.04039365206796
"g40"	-5.53410378378172	1.884208997872	-15.0919097614227	3.05140048048773	-0.559054952685793	11.2285386433822	10.0320960514988	6.41955525497687	5.58359465926117	1.46823485039628	-8.16331607300036	7.26569214605615	-2.91108935984147	-0.6049620638917	-20.1810872300786	-4.36150789840191	5.80723066828634	-2.08573442623044	-26.5997407381093	0.0358532558675208	-10.6630199801131	-15.2219829720362	-10.5949138567053	5.81419219664698	13.7638259795451	18.6798109671282
"g41"	-1.29275337772389	-2.32623934314307	3.31035437194015	11.67910437065	6.77947922910724	-5.017871326372	-4.78961901566962	-8.13257661744385	10.5248882822646	5.18215082286314	-17.2462279005648	-6.7661049455538	0.0636898183544879	-7.10027302659938	-7.51237418535802	9.64441684964099	3.07050023095939	-2.36331507751471	-16.9590171335193	-13.0586415397923	-0.270997517266464	5.12126944200011	-0.869507926235693	-10.0751957328126	18.7107505411843	-2.87379152943816
"g42"	-2.31474843534917	2.15941608577519	-14.1332611265255	3.14679549504007	-5.20455225532501	-3.47190190205619	13.6961993758475	-0.583696768753019	-3.02830419072204	10.626248119755	-10.0256567751284	3.63324898877735	-3.26702884819371	23.9983164099674	-13.6898523728924	-5.81578916420544	0.388044990980623	2.77232723745831	-2.43879820650102	-15.1163770859756	13.205663218487	-5.84409325505078	1.34340609425839	9.66709201297681	5.94545518435065	-5.72990008936384
"g43"	-8.43457900705643	13.7685535650782	-4.95441183760246	-4.38805083328417	5.8432609937864	-10.326229683002	2.1527855800828	-0.212640790825972	-5.44827619557731	3.14517772529507	-7.89065935176581	3.94618913781549	6.01256699775748	-6.26126047951928	-10.993416241132	-8.64696211423795	4.0952596473029	21.7147847206764	-5.23139862304022	14.2351842636967	-4.80312197072278	-8.75465905100602	20.2727797457842	13.6831835173506	3.14768158156576	-12.5598931067506
"g44"	3.39019436731253	7.2770682527915	-8.97632846776756	-10.0508859721622	9.30204246838759	1.41639180473782	1.70278306473915	12.2216213097198	-14.6734752878203	-17.3940590654169	-6.43353403506953	6.11823114788234	12.2640149411242	-10.2152718649636	18.0900242625459	5.00005666823793	5.04857364914272	2.85061205959882	12.9376512513964	5.3245370168667	-8.8044777075435	12.5812713924574	2.33549407260199	6.34629284730342	12.1870043303254	6.00220543649364
"g45"	-6.0445365021515	-4.30528961500796	4.02548449577841	-2.41434051060649	10.2022417446581	-5.57536734102384	8.8187305581344	-11.6189862154509	1.69086756640952	-0.163261429396239	-7.80575228483168	3.24988861285856	4.92642682536033	-5.42619215844182	5.50215861297059	-1.14386503835346	11.9185613392645	-0.750117492090677	-22.2622039704534	11.2818557102258	-8.53087960992339	33.911646399611	-6.76728788309224	0.322304541068311	13.5756580376408	26.2925692816828
"g46"	-5.12860620650086	-5.2341777779887	2.85554881277545	7.31735531539396	-1.87560503403716	1.44869715137117	7.4995115329264	-14.7504949046197	-6.98082983370371	-0.415887527153717	13.7195267318809	17.588751781807	-6.23273716493079	-3.66034061738015	5.04311611996588	2.44626066431827	3.79471746033575	-0.881201277875119	0.801838585584606	-4.70493990821775	12.4834215071435	3.40276397875167	8.62682831771047	-19.4842275090689	11.9993503165506	12.0653244996124
"g47"	-4.57889559568463	-3.22372111880306	-18.5003590144584	4.05533842755876	10.1906116123884	23.0059929553375	4.3004558963541	7.24500551729623	6.00025890295577	-6.62515006098656	-5.26725331486943	10.8620349482926	1.03636696219999	6.80181843889971	-5.76901480062282	-3.24761450798635	-2.70897726524687	10.1081214079884	-14.7237577911665	-15.2117003511122	-1.26520257668487	-5.58977244242294	2.37999536058655	-23.430675420264	14.4326304104978	-4.18307347018003
"g48"	-8.72877566940767	8.66609816955329	3.51515368295978	-7.07285787536873	2.80399519968821	-14.7534670383776	0.977976867102055	3.98908923390676	-0.935492444767186	-2.08746358628256	3.84050723917488	3.98079879901512	5.74106854419946	1.06456332642963	-5.8201577236892	-18.3343307629345	-10.6654210739089	4.38238261642578	5.21466926142505	-4.80878478996224	-3.91904469614449	2.06787649259934	-3.29214746786865	-16.7964663631166	6.64538119003575	2.72052649892915
"g49"	2.68142692600588	1.19617719768435	-13.5985916404926	19.1014692038404	0.250594943021605	8.63177482363404	-17.3933508495329	-10.3057876979115	14.5946528652549	9.14287014656982	3.79488276153757	15.6563588539822	-6.34035350928438	-0.369900457530661	-12.0960387298824	-4.23707241802241	3.42634236806769	1.46961608012016	7.36205843345384	-11.0084621575356	2.73558147007794	0.365057703373883	-5.3157515326921	7.99285989515269	-3.55571983841167	3.4088533692316
"g50"	6.97259595384253	3.43690104264247	-14.4494880480921	-17.646429702553	-18.7009769823892	-5.64612015665268	-4.61553855942334	22.8675085948801	5.50109361730762	-12.0439761109405	-7.43395294309871	6.7055334673658	-8.2289969184301	-2.69514343766102	-1.36113386573001	6.83703944576653	-19.3829303651852	-0.0592257479296997	-7.46589806562699	-27.8572534304389	-7.36119829757619	6.28322066537189	15.7078933128617	3.60148413445308	3.96105842974038	-13.9439628803817
"g51"	2.29271463690191	-7.23396658658629	-4.60367493547703	-11.3716622025008	7.39104696541337	-3.85107870919053	-4.31488492554967	14.7018518692741	25.5358103939535	-21.3604748924353	3.37814644313093	-4.42090260764826	-5.67686215820975	10.5555094261463	-0.577344330026518	11.9452642719111	16.2491449856177	-6.47843877872087	-1.94752953961771	12.5341772135851	8.93370992416762	-4.42839791108187	11.9470335334583	-7.73409273819263	8.49612739511062	-4.37394845992564
"g52"	10.004563799245	-6.59217996075609	-3.68535017676803	13.6740475792063	0.000256584121714494	-5.18019093704688	-11.2888770296422	-2.63520243035313	7.58694917262647	19.032209388942	4.70460989755655	-4.28677996185284	-2.80672718917857	3.09698739424891	14.1828617738732	-10.8162519694849	7.11042840110963	23.3184290115071	11.6502781296055	-8.93750831913939	-2.22993808629909	4.70387046714349	-3.16178047249493	-4.13674995588036	-9.70205354947299	4.84499921294139
"g53"	1.98236196824455	12.319347955844	-1.92407726875803	5.992807367304	4.98764420197691	-2.22141061920337	6.54811960627221	-11.3593527347224	6.81378501330296	-5.71115158867152	-7.90543062331764	-14.6356774643525	-12.3147626387418	10.6236626485479	-0.470772503062246	17.7251036033456	18.764317083936	-13.2236279027912	8.66826549218015	4.11036127478206	2.41993412546141	-11.7616802666551	-7.4189399499832	5.38881145890732	7.80452253443039	-12.888676933766
"g54"	-2.2476526110982	-0.102338918427322	3.32779997162288	8.75502072560389	-5.90599947800316	3.15307562863112	13.3458160573272	6.78938792946418	12.1737521553299	-22.0819991640853	11.3605294209235	-3.84604254452245	15.417920195474	7.39295592847171	-6.44240721422641	0.872146844683705	6.27838372203149	3.47442120253866	-8.5988089625309	-20.0092814224776	5.51608080062133	-0.214657785109317	14.7664270733245	-0.740076716921114	8.10277233894845	-1.7611821469447
"g55"	9.2794195133252	-25.0519393347074	7.29874496503656	-5.94481672537305	-1.65777999507357	-1.35924138496189	4.3204587202167	12.9356185978921	-0.711851227769653	-5.24589215516251	3.17806774217567	-27.2401688549088	4.31916587287167	-9.60559626723825	-1.8379961947117	-15.7570258226837	-3.80297926361353	-10.3864227727015	14.9631122515229	8.75650483410641	7.4355100742539	-9.14126138977551	2.04773152500083	21.6794339826485	8.12900051682378	-7.29820295753976
"g56"	2.12915734265233	-14.7830494828026	-23.4450074751571	9.48014362614063	1.69553289182494	-1.87433741211969	-9.71062211957266	-8.2676336402881	5.17846942981207	-22.026717240078	-9.98209191954346	-3.65980053663434	-1.3329756699122	-4.05178033609186	-1.54686306068433	2.36558890100519	1.6796150090301	-3.0880175596183	-12.2254503049377	-8.73858920496002	-2.06478595946536	4.15277995023221	3.78136248884312	-15.9946163172034	10.9288296544068	-0.198173223230694
"g57"	12.4287365637585	8.26453103519862	-13.2231677382075	-2.01252171903542	4.34502355236292	-5.16599692644531	-11.1627299554481	2.42780755860623	19.7636956330839	-9.25969847872955	-4.91630251526681	11.2875079622059	-7.89580540133817	9.99915542801145	-2.32852723082947	15.719569986703	-0.952334387233931	5.91258425930355	10.243530244779	-5.63774287436221	-0.845907559427912	-0.827449182791275	-4.50915201101522	-5.34493701069782	-2.57080217837697	-2.66983440245842
"g58"	2.78759358130874	-22.4445964468044	5.11567351069106	-18.6245636455872	3.79295353949487	15.5972544761366	-7.26665905307753	-8.19814792330905	-5.38413224819666	-8.99746488943674	2.48035879045266	-8.29096908111497	-6.00830073707373	-1.9487479211988	-1.03504324139448	3.83893298613755	8.8442012986828	0.463874941435127	3.0302461941174	5.42376675203437	13.7609462206711	-8.16273805199962	-13.1991289154354	-5.73330931192068	-13.3287832134619	1.67381272907915
"g59"	2.39353290285202	-2.16616740624838	-9.13873447517447	8.33016459378294	-4.94527210678264	-13.3748032878759	10.7045863490383	-3.4910588475952	-7.10018715245175	8.05966917032768	-3.96476931844159	5.92412691185516	-6.98992857588142	-1.34842864092651	2.34658378434377	2.11532010203579	7.48620590730798	24.1275251916924	-0.303497101991014	-7.48380873616452	6.68207547485115	7.51969840315108	-1.05060932770126	-10.6827489855501	-5.40494573703636	0.0614052085938332
"g60"	-1.26957455206088	-2.78589736406252	-13.553789181899	12.0157348723997	5.59071858595834	2.9830259568963	-10.2212370505873	-0.484588787959583	-3.20538086814037	-10.3308322742556	1.3518527490865	1.43155625477465	17.4248419728054	15.7811472003339	-9.06891735785609	-6.96499677203338	-1.15752448431248	2.57790791837402	-11.9264428307333	23.0195811941873	-4.85420626677335	3.67037294863331	-3.66461514688589	-3.08388927002975	3.53985404164636	-6.30229792187492
