"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"ctrl 16"	"ctrl 17"	"ctrl 18"	"ctrl 19"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"	"case 16"	"case 17"	"case 18"	"case 19"
"g11"	12.2201869552405	-8.06312575043394	17.9627840016875	1.38436134207798	-5.90580750338125	-9.7555297066493	7.55230081698524	-0.559639916713273	14.1446257755275	4.11207953267568	13.6065418334395	-6.55538193088304	7.81558422568055	-21.8047286610336	-10.4564774456696	-0.291656195073749	-6.4524808430539	2.28211863182929	6.39126669480179	5.30380927111189	4.26652018375691	15.549304183484	-3.86553455539005	-5.3591674686517	-4.57535742139495	5.51162641172679	-3.64873576203675	-9.56895192102536	5.98561323089688	4.40495539241657	-1.19304863362942	-11.549649703049	5.59779162048655	-4.20556404002911	7.11258840531038	-10.4221777960176	-6.70069137332586	8.92306640422788
"g12"	-7.86056518922607	-0.261451416323353	9.17589438598882	11.6742966578055	-22.962350123463	-1.21400220083852	-7.226165245619	-3.47157286798226	-1.8190311771998	-6.93809732777896	-14.0698551692703	-10.0602271832212	3.21949227354467	-0.195380662105419	4.76710710844426	3.6992912075074	-12.0068973945391	-0.379491217354546	-2.84383597861689	2.64815389826565	0.437490340570042	4.22066805424766	-4.74214128484478	-7.0669402354996	13.6001191866367	17.4503330453578	9.04627478765763	-17.5893606328408	13.8533067236998	9.02267402248286	-1.96237939751219	9.10135723718266	-1.77607880306079	13.1020408987086	-3.08094939633972	-13.315606790012	-1.25670181150299	-4.67682546030317
"g13"	-19.241480806778	1.54226406346834	12.3937124112201	-1.638530528469	6.45591566302357	-14.8441158508246	-4.04820054534892	7.88305470244954	9.51961941118127	-9.17985592537363	-21.3728551665381	-7.15926699228501	-2.19352609744034	6.926885114535	-13.2292138951287	-6.48856768850225	-13.3517365973792	26.3627613680968	4.05569227541773	-12.5216003127301	-3.58031715170439	5.82016968252197	-13.122689095253	-11.4028906447752	-18.0447368793234	-8.83588623597402	13.6843371565549	-24.0037596692342	7.82080324148584	-5.47967105456795	-8.01857954860724	13.9107972157712	-13.7945553201913	-0.219530279435325	9.51131138146024	15.5480331132415	5.35863007227184	16.6827785467191
"g14"	-2.24973098274971	1.65902047935123	11.1304239953948	5.62574118474147	-0.874367148041292	2.35831347353184	0.374745316106768	13.2856137932901	8.05452059303159	10.8614991511935	-3.75896964799952	34.9363609935178	-12.3487665792841	3.46152757736161	-3.09924429867189	10.0521278085161	-5.39185102165002	-3.57957018494258	-14.8691781504703	-7.02268947802818	-9.71153307732421	-9.16968761794164	-14.7043099213675	10.0724455246578	-2.44779994245457	7.63320906691063	-3.74966398417588	-8.53598525821459	7.59740143203136	0.527142289770474	1.26295213355801	2.20970904733515	-4.69443218350395	-5.99926210965002	-3.47622564813454	-5.97630466017415	-17.1556686942671	-10.1068324339326
"g15"	16.0446596186148	2.16133011110602	-10.2299439536365	-0.354005118941864	-0.000135315882552058	3.27525000957995	-4.66703954251355	-5.66387509757393	12.0860171081699	2.4065792820585	19.9000776091936	-5.72597905194038	-2.86545146754786	5.13582980689108	-9.42113278345506	14.3283322672334	13.2733466360437	-2.27867053902646	-0.538274843492097	16.1809807691692	-1.58835812892556	1.51982441366822	1.66114608224827	5.28473534737328	0.395305266646922	-7.68508247726327	7.32348787395206	7.8651484896026	7.53343480276479	9.15433431298444	-3.73744881203275	-6.00186080609272	0.772200518247862	-2.3732662430808	2.2967268989825	8.65397515550727	-1.31888586665941	9.70895555675217
"g16"	-14.9805380737319	0.53806529727208	-11.8366471163405	2.07113266205146	13.8682662276486	5.95124924468232	5.51985542814259	-10.2882651152765	-2.43284532986919	13.1882797939418	2.52335541362338	2.97766607289128	4.17558787648828	-4.85914217515467	10.8406207357797	-30.361411137856	13.6836201831341	4.13762188999469	-17.693958091067	10.8877287783801	-2.34715076834377	5.67869437953415	9.78653905669436	13.3567806563159	-3.76116102305318	3.68225051506584	11.2848820767261	8.09256603786594	-11.8475216367512	0.73557703294922	8.08746735726148	-3.06875881158077	6.3384473134721	-10.9223552201047	6.9924010385661	11.7545651963728	8.43614417059323	9.83980251881647
"g17"	-11.0331719553455	7.66727801792391	2.95022234298245	-5.44204203489131	18.3763727403043	-7.11425956688605	3.84382657973052	-3.66747828313732	-4.88268247797818	0.634071175887575	-15.6330008248407	14.7154978350779	13.6019837508932	10.4152356995776	-9.92509614234053	-6.76245201739652	-24.2287681846151	-7.62943471069481	12.7581991805843	8.92702244711717	-31.1547930087341	9.13524587370254	-0.525801921757957	4.54612787884703	-15.5790955823265	18.2609379840678	-6.64800514866347	-13.8263769633299	8.7913229440625	-4.18566710877807	-17.9529441468732	-3.62637961888947	2.95389216036573	-0.874251875891653	-0.276762459445084	-3.71446261949324	7.14162100717803	6.54705265201942
"g18"	8.83594310791696	1.43168441506039	-5.49154792031434	9.6084418322441	7.81558807116553	9.98655224977712	0.625688596542851	1.60630613483433	4.05817149109384	-13.0616332679473	-18.253051956394	5.15140003575847	-5.41153006067182	14.8613298911373	-0.0603894024763122	-3.68535105625103	-1.3580505048758	-1.83083378493937	9.143513239751	-12.9487520600936	1.54834765688084	-13.0856310974863	-8.48897749106339	-13.9883010416031	-1.08389446463382	10.6875558066722	-3.27859205269225	14.0460457749606	17.2766601949675	10.1581328820335	-1.73067951426768	-4.848619643481	4.59566976058555	-7.23964096615305	-9.27941937095113	-11.4252998242177	-4.16313351462952	-18.7742026244755
"g19"	4.97176286687938	-4.83223600056676	0.473675068272409	-1.67692804514107	18.7331351843905	-13.085018654303	8.35982511643117	-25.8808784203026	-5.44217372139885	4.40523307937152	0.409657216457659	-6.52109232236517	-17.2847646299197	-11.0040476879699	-3.47904117528671	-3.59151556569059	1.22692192774363	4.34689457613898	-9.56806945556001	0.555995835698685	-16.0625596986187	-11.6004233035663	-24.4215978585513	2.9068947512341	2.10009073455872	8.50372841668439	-1.2669326787996	-8.95453701349864	-15.8024521827268	4.28465640562044	18.2751259710165	-7.13717010336398	5.66072020375174	-16.6056019786897	-6.09669065490766	-12.8831568511978	-12.0538057350078	-7.98580805359914
"g20"	9.85030304792985	7.90483203658932	1.66991586217715	4.8736380971398	-8.70950578847436	-10.4576247214701	-12.8140341921125	8.68774038218469	-8.1720417269006	12.9264721905493	-7.17061150556777	-4.0926418497173	-1.85214417215456	-12.4597495632201	-4.40662706549231	-19.3424898706575	-1.93143558321766	0.99640291125512	18.2058340501973	14.9659312812451	4.9978981628522	-4.08136187165576	0.802494339311553	6.44221240701574	8.86040493038659	2.10011619985382	-17.8778189274798	6.28450002754144	8.92658258601438	6.45341590214499	-4.19837166284753	9.93045944640902	-7.46256663688338	8.55457899846527	18.4907533092651	-5.46254730180642	-15.3536895609994	1.7327912943571
"g21"	-13.1548623062216	-3.67518588677406	-9.89596576387355	-12.7807281698643	-9.76090095478363	10.9933461526524	-8.07749170542172	-5.48262305432064	16.9456733326085	5.25658541490177	3.81606645568943	-8.6050721390717	6.55742708184335	-4.91187236880276	7.67059965010055	-7.33840108972401	1.35695218729669	-1.00201705692253	21.9141061584068	-15.4833066444781	10.983490247505	10.8718971156442	0.29841064164285	-3.76472263826384	-3.18729874314916	-13.9758558090274	0.292889853177842	10.7308536265233	4.15484423121695	5.29482933136452	11.7460889250764	-7.85495660665525	12.811537021906	-7.61362943985872	-4.67214508429349	-0.703810301824692	2.10132899194156	-3.6248216608879
"g22"	7.55109636031665	6.15464691480078	-19.8605487776755	-5.30049475301397	-2.00325542189276	-6.12192379205481	1.59435908698537	7.6552073946474	8.2087498764814	0.993742738137404	-7.40844318857214	2.71986385941191	3.5480128975662	12.419925627903	2.88372146527758	7.31903056969403	-3.61403304126918	11.2909707941795	-1.89411932738498	1.85391610814874	6.25389178288134	-2.92438630208282	7.89033641184694	-8.79120234015356	13.1008429366326	-15.8709862725097	3.8561884073031	-6.23724375524122	13.2997514166779	-4.03663731548311	5.89597874406107	-1.30114771665834	7.87296408052934	-3.4899724868983	-9.42189925919392	8.48289195944572	1.94932034064697	-4.85549839324442
"g23"	8.68694606811022	4.31554423497717	-13.0948387571581	6.4067423557381	-8.9329851701754	-3.70319255408691	-1.41720298811737	-8.77264055251774	0.245576398656104	13.8673616822091	15.2607817371556	-0.726634500820733	8.9274400260232	4.85900264029936	-0.982149904863065	-7.81112024760088	4.32385708373442	-6.47713276712536	0.169626494333125	-17.6582421376053	-14.3143084859493	12.7901742261418	-2.32953702583024	-3.77376740438875	-1.59556231261871	-6.10310826820061	4.89926689558371	3.8436825074385	5.73671869452517	13.2876122271912	-14.0381607751276	-13.3557544899803	-6.0679722247267	-4.81592648679649	1.00178233888852	14.5400385557132	10.8788030325969	-6.39578949653795
"g24"	6.1723500606831	2.37554099229097	4.62863324640527	3.34760443278301	2.38427608425777	-10.3699778663016	13.7894055814454	7.91815675601686	7.12196797091323	5.13670829933142	5.9578130977236	7.87168865510659	-3.46529935860211	4.98607024370031	1.17744373456264	13.5931184661442	5.05331326438226	-1.39088820045149	3.34224056955451	-15.8952278153308	4.00706337954524	-11.0131012506845	-20.3133746371973	1.73228850618683	-8.37279577439647	6.63818814087568	6.02111118944136	-7.86392270433668	-2.04801751611795	1.226628052929	-15.359801781612	-4.12049815514859	13.4746339424223	-2.37884848956314	5.2106355141234	4.92870643629204	1.74945805153434	-9.973370493144
"g25"	-16.3547820209123	10.2642244965798	10.674234508121	8.5830944666286	3.47031902964803	-10.6450531852486	-15.7515662782126	-0.274824813104102	-0.648849127282931	-4.03780224149781	4.78751766800559	-6.3496890373757	-6.84074328767899	-2.6085632433422	-11.4445681853121	2.36226800781511	-9.61581683200334	0.137708337899016	-10.0545230279679	-16.6237690393615	-11.9001336085439	12.1612267002451	18.6559512711452	-6.88595331601873	-29.233317513986	-0.635811070588219	-6.31916616520829	6.79940762227635	-6.01431480595168	1.44253846148922	-9.19059509092462	12.0237054812045	16.0037704245775	-11.3977180572432	3.55255397472412	-0.432588957817424	3.41096097359252	-8.96824859171742
"g26"	-5.9962548789261	-4.93489862204422	-0.0590550367180322	-16.9187929663958	-2.48237159717181	0.89913968011586	-1.80692305657725	9.82205661436914	21.042073927426	-1.0002818711136	6.88752218847996	-13.8725850467281	0.773863458712438	7.4686480384339	-0.518298522907651	-0.487235408893706	-25.7761153355154	3.48176451327965	-10.0890824343966	-9.8580624026322	3.25659184444858	-15.5347829978102	1.05312765719875	-0.129987828479496	21.4377116932857	-17.663029361478	-9.7155629844279	-10.7455007832595	-14.091154869915	0.808061563557324	10.9205139860758	-8.36853962309728	-6.87109473070891	-3.55520083939426	-2.85921662212935	6.42999522175473	-5.03923092325421	-0.482502734732811
"g27"	-5.61673773436509	7.58363732543251	1.38179067843205	15.8430144896667	-9.62878759010889	-1.88386577508465	-9.32263902282666	-8.9421835157096	2.21103919109454	-18.2149127436637	3.57843151037244	-4.96339848054585	6.34442095879248	-18.3143489894026	7.52425678069702	-10.1637374091163	9.07902761334632	-6.6789762691457	7.4471893609908	-4.25562033116617	1.05542592572697	-15.678010361276	-4.34712043589875	2.39935445980185	1.2424979137492	7.03715596252102	3.99575405178741	-3.35010689612257	-3.70776320751376	8.30895298205866	-15.1704795402712	-7.80124141796015	-2.87762528396932	18.1178572914611	-3.74774748363876	-0.275341258894585	-4.38028043942854	-11.0396406725833
"g28"	-3.03754344462283	12.2431251015895	-18.756192111019	-0.330812497906454	-6.29481006821345	-16.667163259709	16.5009763483711	-3.03055613378299	10.4683666288758	2.75414015926026	-7.74048223031614	5.56378487941794	5.96351445970257	-7.95597596393141	4.84924700003678	5.42680712023507	10.1054915657138	-26.8436546232162	-8.15430628566771	10.2723738488793	2.6520222256208	-2.22729868655725	-5.89644861438847	-3.49938699540733	0.393824816028417	10.3622946913415	4.15672118454846	2.85368202731463	14.7399714441477	10.3546583931808	7.3510575859478	-2.96895469913677	13.0014627471291	-12.3698717921013	9.92930461399953	-11.5642552319524	-4.42748473957488	17.4887192555915
"g29"	-9.89948278375021	3.03444489307141	-3.47882005293679	7.36742725408687	-7.75066576333383	-7.60180622654126	-3.42021824928823	5.45504941521503	1.37941277479421	1.13673909956285	11.030903856957	-10.9506419644507	-3.55141319462132	-12.0871587456365	-3.14102333530182	13.8074549740066	-22.6149686076524	-3.98171488586899	5.42797099363715	-18.6444856599104	20.3376371018304	-14.5148536901719	-0.209421327421157	-25.1048863414063	0.306998301231076	-7.12351377852724	17.5073856067511	-8.98839651830345	-7.41837932205332	14.8207255643528	-8.67434458772929	6.62054256685139	-22.2995951628314	-2.91171251155027	-15.9970933878867	7.0300230460031	-13.7868219975494	-0.608460442039999
"g30"	5.24823727937653	12.0485166307618	6.45203335324971	-22.2051801594428	8.2229026705063	-2.42844845901287	-3.24518535614435	0.323546585566976	-2.18671512450924	-3.61384267046129	11.8696454068405	2.26137726536861	-2.42492470203876	-8.55508402498251	7.01934627523646	16.1549188231187	-2.927082767739	-7.66074139763415	2.45793204471184	9.42817578447212	14.9903635393058	14.043543068081	-4.29949586212602	16.0542342759678	-10.0302057965443	-1.93415412600194	-3.71635044472976	5.18753331638401	-4.99413100084433	-3.17043478570235	-0.335478736604617	3.00048272918168	-35.0758947897942	2.78530495533308	6.751933338239	5.50564846910376	-4.54271617362247	0.504147081304834
"g31"	1.57048748651944	5.99295914045156	-9.22703139548089	10.0341433495725	-11.7617136370703	5.80073105259111	16.5770812144447	6.88023294999302	-3.26980665750022	0.666658530642111	4.86738622321663	3.78596607123831	10.1850719171814	-18.8705331667468	0.3407228908021	-4.44435694777604	2.0731847055064	-2.04865513678804	-11.4079114275509	4.06801901771473	0.599775880214967	2.51563179009507	-2.85834072396838	-16.7241507164896	-4.76964199461655	-13.2725770519024	11.4172639529506	19.6023742522933	-3.57966691558111	-6.30920213558611	8.11114696384756	-10.6483206851295	-3.03394729250401	2.05824289749499	4.72280290091043	-13.3101921197348	0.373945131630303	-7.35630290675793
"g32"	21.123596342096	-2.3242944787724	11.6724930934912	5.11720413463759	3.42688640412801	-2.51488515141806	8.52584794293544	-1.72867620865378	6.24451001813466	19.3353425436097	19.4087019026202	11.5210814333914	2.84260172226233	-7.07255969283666	-13.4356862064519	3.06676294644165	-14.4932195243648	-1.01799047794278	-8.18390088340453	0.284519795139453	-0.512370891107423	-5.2764584066969	-6.86409955969763	-2.77512745386389	-6.6922561903875	6.25340181712817	-23.0375074805236	-3.05793974215334	9.08330992853146	16.7177236762623	-15.0663633281114	3.62807651276412	-5.41446691414137	-6.95380894266113	-3.49232463645275	-7.50922869243574	13.9632295334888	11.4798687081218
"g33"	2.12957028250741	-9.58623132626593	-2.01719243656707	-6.87735593179611	4.02039173674264	-4.089420191738	10.4302409607405	4.74586905977218	-14.3606043669342	3.10696724615632	27.6578226955894	-11.0554374069993	14.954828021226	-0.229411551542359	-15.1266658905671	-1.62732261012293	4.63437206242856	3.53630220961129	2.91053139481525	15.0309199142836	5.3462344350443	9.29384358776631	-2.97685222522249	-3.0707437470661	6.39294616377502	-3.09697214190486	-0.210886477889251	-7.40691768336846	13.5140060527232	10.8750931845648	6.96628920615436	-15.8262520113154	-6.69458997208813	-2.84565726753628	5.84712514635773	-21.0679265116032	-0.109550904168404	-2.37642375396456
"g34"	-12.2510803377622	0.200295049319585	9.6194583954815	2.16708065018214	-4.43174284237225	9.20297227902606	-9.09489039562731	-10.1801650948558	-2.7925323571533	-7.35542486039431	-9.67892281272566	-2.84336465169714	5.49167231215405	-6.56149388414707	14.6179472223396	7.44390972431527	-23.9536231605996	7.82251369921385	-15.1896899169057	2.50164942468635	-6.02361263760955	7.34497248223469	-4.64516276127335	1.6653636170434	6.54407517862754	-2.50429775599414	19.6563110231145	-15.2034470985056	-13.2448531248544	2.73180742261972	13.3030910636129	13.7882506661809	0.877553928710363	-5.01885248979171	5.7773524628117	1.4786748908517	3.27747793986917	-0.52740404538726
"g35"	0.797601051688439	-10.4180698171653	10.5905260642349	7.4193220433321	-10.6232416805922	3.4604338279669	4.56471477273333	-10.3282430589871	-20.8614134801856	-15.9871574510214	-8.91900260610942	17.7133323591139	5.24709548853634	-3.07225893702725	4.85222121361751	2.58102464723537	-17.7565918588914	-2.91068720291937	-15.5784304623895	20.8971232279866	3.31311972532304	2.57650836719841	4.65695038501366	-5.00417379109681	21.8308200745497	11.4581762189774	-13.7198730278252	0.0308085367765016	3.06135508528999	10.4110558891332	-9.37289925315462	13.8435333793951	2.03124610018388	1.77013108176885	-0.321746355123385	0.076334498686526	2.17317317712972	-8.97977985081262
"g36"	-0.749056490889723	5.66749425862353	-20.6304132510639	-7.16465070637823	19.5548070700845	-4.76826017234723	11.6176619663242	22.7991175844944	8.05246084735269	24.2143705001178	-2.10781279033671	11.8550231344674	13.7420477670522	-10.8223246243993	-13.6779707988189	1.77112805132174	5.97534013614852	-9.24086581041488	-6.99116133877156	9.68410417058511	1.53408764351994	7.98396174768584	-18.6369113245404	8.37771678558791	-4.06035675798303	-7.94085374802742	2.76315471093084	-8.0283025117404	-10.3404627953771	-31.8505427763899	4.2261361456966	-0.934905729596774	5.65517748879629	6.6013957700724	-17.6686295843602	3.10301609006989	-7.11957005335173	5.73807470201509
"g37"	8.58762577139581	-16.9414908599444	12.1261120221412	-14.0863273183519	-6.12440899957647	-8.94606718236449	12.0332908827031	-7.78932116343367	3.88381743419205	1.47843305838787	14.0174831193748	-13.545531943501	-4.77170961590973	4.83282108445837	-12.5448428986472	-0.657750882582086	19.6720818583904	22.7282954138477	9.15236091016508	12.2959376965774	1.1274307171552	-9.41128018422882	-3.50772216610824	-3.20086728801972	-13.639709429839	5.9392488376246	-17.5303502135212	-15.1935004555645	0.691165178607772	25.0984215310453	10.8824829002415	16.5417476200827	-7.11758217616233	9.33530621599387	-8.65506747380922	-10.2313384118652	11.0515215240811	14.0454187072476
"g38"	-19.4422247811159	10.2625376378732	-8.61494944580772	-1.15106163336231	11.1182194069493	0.143974971742594	-12.7907043236195	2.58325896312642	-5.62291194413482	2.86398659057797	11.4358536968235	-2.65226385728475	-4.33718273155552	-10.1944904897099	2.54182563343596	-6.00062600127862	15.0030830983484	10.1624806863332	-0.47989914129426	19.5050520305191	-15.2705267271437	6.88098675385727	8.31222284679052	14.5981740612689	-8.94708716150812	-16.3445957536424	19.1894417822892	12.1747643167294	4.21699469380783	-4.74126397361791	-13.4139277459323	3.75653460371806	4.77826048327028	-6.3174879349161	10.28832950297	15.1613755280111	-1.62885147042361	-6.4988864250174
"g39"	-9.12590281592846	9.65943384073064	-3.28804423636351	10.6876051576179	-15.4378746902902	-2.39861125273244	11.1942632280161	1.77248219257314	-17.4863166637475	-3.456142967291	16.4473591493545	5.95259242302718	11.9010729027767	4.29806575711274	6.98395606719294	-1.89628791788858	-15.7155902394049	-5.39145227581231	2.713988190403	0.126800859564623	-0.037023270229413	-21.8924226775237	-11.2660892932247	-4.6195115365284	15.8645447763109	3.67575809169428	6.14034682212444	-2.42844797679759	-22.3027690254882	5.44001644168639	11.7156957246902	-3.49866730060227	-8.863701885196	-13.3608642142547	22.2911436887524	7.47069316881551	-0.441940861218238	7.157979664166
"g40"	4.77122348880708	6.72654639891256	9.87991104595848	-13.3677374833655	-24.1644935455183	-1.64294323316908	8.66892185238435	-16.1452705703759	-23.9885295882612	15.7034592565889	-3.72434725566486	-7.5765682944609	8.67676710739805	1.80161972255141	-13.6706700435982	2.9104134642251	17.9373194463569	-1.04048052105517	-9.10714742247121	7.48333738643581	4.18258732797108	0.89576789027161	6.76442997094914	1.54387293040227	1.76270056305096	-10.0157694126042	9.44407540463369	10.6466851328631	-4.77271186422223	0.127174872422904	-21.0721252038844	1.60166369911628	4.44926818689931	3.22701471994089	-7.6698085751605	0.14824592786864	5.78772430194174	3.60088683090535
"g41"	6.57724261142621	6.49337225312445	6.82432184908985	12.7284353504386	14.7240779800367	0.899862373833497	-8.00837902696859	11.4937010359004	12.1493379698781	-19.2921550165328	8.41553062049332	6.05178502179499	14.7520296011206	-9.83019589864595	7.41069893287705	11.9953504436408	-8.11831017416234	17.2056546101318	10.9338525595379	-1.66581067668086	-3.72238219265464	8.69282618459325	17.0763154053631	-5.77238683826027	-1.33184781723572	1.35763488032418	-4.25868754294357	-15.9392372370369	0.778628658125308	5.17428932749427	9.07774852074944	6.90673154488292	5.84807962561957	-0.083044519207818	-3.73528529032361	8.61182336067012	-1.07577115641646	-10.110565825419
