"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"
"g11"	-10.9878255791166	9.38926592966254	6.94806305877258	8.10343201221485	-9.92552068111429	-8.97166009790338	-9.91451339845656	-3.91991792651642	-18.9777134067693	9.49605293239551	-2.21988676612051	-15.1670459551135	-3.11803922359867	-23.1285765493187	-4.6162640779746	7.09641356745031	-1.76410961018865	2.57478189342979	4.50391253515041	-6.33856714828759	1.93672909709356	-5.81663152324569	6.0496498540867	-5.63103093831973	-4.55874164455168	-4.85693253861819	6.03906946810385	-4.71575386161905
"g12"	2.27730621260895	-6.32831113926923	-0.151035104869325	8.66689621366057	8.00639997956199	-7.3198256477522	0.3619034566842	18.5617626255447	-5.66886154635305	16.1747821715857	14.8763148229667	15.5102316436321	-15.6176568525078	-1.28307351885509	-14.6428639482257	-6.51416068348711	-6.03988948583715	0.769078571117052	3.11798834897255	-0.58330294609821	-11.8976060305302	4.92778609904736	-3.7484693909273	0.567987313806966	-10.9034650808363	1.86175714566808	-9.65111826660563	-5.96045757409078
"g13"	-12.2205345067176	1.9900736500303	2.56417215473721	1.65772657469566	7.95674625743319	3.75839470147476	-8.42305478739786	-6.9512955333892	-2.99363600529806	-9.97525607744949	-12.6969189106236	-15.9100853862787	-3.56329736620476	-12.9353022443621	7.6154877665843	3.48994340047799	2.51539959316705	11.3592134964303	-16.0018544675071	-15.2143294175852	4.93021946458345	7.38117693573926	6.51751573301916	-17.9980863149787	-15.8236294471181	-3.03733721844971	0.0225628150277244	-2.57556333275167
"g14"	0.0565620203877695	20.232818510578	-3.71344369913711	4.65410570463509	-13.9810911010457	18.8411764432982	-1.13220003807977	10.4269845468331	-6.06760945229811	2.3383112387257	-4.78075620467316	1.53780852674859	-0.495319107671727	16.7962913074939	0.768007594918407	-10.5438374637391	-5.70397924600129	6.8716752165109	5.26723232995755	3.06599429702231	-7.29660969373741	8.67070493796398	10.6833890952874	-11.101942579752	-3.83199801355314	11.0181595727327	13.873306730683	-2.65275777107858
"g15"	-6.00145856403798	-2.08940822143734	3.60910800727959	0.571224539570487	-6.44685725067992	-1.99720266550447	6.66508478716596	4.43958560162808	-14.082858184716	4.67789100968707	-6.99920586086365	-2.93896603957932	5.69373584881104	-1.3070491857333	-3.95846596815415	5.21193287299253	3.45849421689812	-2.11285080181092	3.58994714230286	3.51292406305226	17.852023352857	-18.4803404538308	-10.0606120151417	-21.7748812373095	-5.92386750076803	7.43935541211973	0.0406873148112631	-3.27964648557286
"g16"	9.09907364845495	0.790045234526749	12.6873293227432	-12.4781134421949	3.55203431622105	7.12179551678352	-7.63215030124316	6.57991267292916	-8.0129775658164	-15.9907351049051	-6.28135239110685	4.83327635997974	0.0556623448919177	0.984648200287433	15.8071169946535	10.9483788252733	3.08936074164455	11.6941088372979	8.51105413701129	-11.2935852240722	-11.9619810023402	16.3279866281024	-2.91276305459641	4.86704364929862	-4.68152126197911	13.6820107649276	3.23586650015916	4.83988123084694
"g17"	-4.27988486293822	27.2362502766649	1.42991088142146	5.92445804405629	-15.6483858210529	6.79711904002285	-4.29089110263469	-26.5072640416034	0.559918382607229	-9.72019044092857	2.8612321458472	-10.9524194258468	-16.892065001575	-8.25430493444959	8.10643823447771	1.1707885859888	-6.17542828578405	-0.137020097355371	-11.1139973180394	-5.61985081345965	10.0617151811093	12.3083278065119	18.1939941321092	-5.27898476299717	4.58052644765715	-15.8269291186379	11.9734151554898	-3.23184518336972
"g18"	-2.00009384787661	-9.89262433726306	-2.36117057557155	-7.39152238680827	18.6499509348421	0.551302735887474	-4.57546155223791	9.41569894733902	5.31327186970773	3.047754078498	-4.2795034762411	-3.90032470502281	-9.59555926735304	3.86085070034514	4.53030335353117	4.05282715966694	-17.3677757733377	9.22832641789694	-27.5361407064023	4.60299390293841	-1.92109032398282	7.81126092166593	8.21562107379788	-5.66951300253092	-19.5515403046155	2.41825001854242	2.67775144867025	-12.6905862854929
"g19"	-24.0826108673885	4.26909234305929	-0.476734921850281	-2.4428213631226	9.16453849938541	14.3798045396559	10.8057104898305	-7.91546469412929	-13.722103093409	-3.6204962229257	-0.611498755455953	-3.42437236451662	-11.0757172643153	-16.6899448829679	6.43212350060606	14.027413653653	9.44080400499567	-20.7439371267138	0.0386994254379378	13.8505339424098	14.8981839775817	8.71969144295553	-2.07506125613446	15.6096382484523	12.0692143745066	3.77365146895888	4.22637325742985	8.86072644666034
"g20"	11.0962933102363	-3.39490151501157	-6.35596712986696	-1.1487191204718	-10.9289849703486	-2.38943127717722	0.477484136600368	-12.1877805708347	-10.4001493699534	1.93244912193599	-10.3210747616208	-5.12231453700929	2.2065786216465	4.72300695887323	-6.41729770513762	-10.0610530138572	1.93722025168685	-11.46112550422	8.1366389137268	17.107051644602	5.01139696802802	15.6157524235557	-6.68725650652185	-11.4508114712239	14.0134422409655	-2.75136719643392	2.64673398741364	12.0291266267167
"g21"	-11.25632193975	32.3980029598299	2.4492259769512	-7.42112558339065	-9.4707838691504	-11.3354273036749	0.170495608393002	12.3833093997168	-0.376311667431375	-5.40749649720076	-28.5500811270129	6.54844155443389	2.32412817718657	8.47407471857543	-5.2446103661639	-4.67633745838968	20.048519930206	3.46884983736425	1.82874745264854	-4.93204095561865	4.46755010958386	2.3225876626048	0.621407792277596	3.20275897146377	-16.7519887702311	-12.5792076348251	-9.00230716602477	12.5421510443531
"g22"	26.3270872425564	-13.580731075474	-4.83949214608817	-1.33313967853748	10.9609848175467	-8.69009894841271	-9.1598051393716	2.410554095259	4.98107366885971	-19.7594476201013	-3.66676073890632	4.09517888837406	-15.7702441833577	-2.87224982567722	8.35124338389111	-10.3656603547631	-5.77275859067736	3.49400411192535	7.76988254728736	-17.5623476761029	-5.26887508715224	-20.4348731587925	10.4297251923801	9.28017102686635	-8.81443500978801	-12.201482589227	8.26754425419702	4.86738816313527
"g23"	1.17537808872736	-3.97428187157395	-2.21025733019248	2.94501654136479	-11.6762132741513	-0.896578106205999	3.72781362468531	-4.30068871404323	13.339882053975	6.42417088335816	-4.96612348688053	-22.0068132487654	7.5366623606147	19.4724945927751	5.11168484785431	9.37978491030364	-1.32893077233568	9.53011964608518	8.64128649360462	-21.9814637249479	-7.69722927803427	-1.36270496996399	25.2842864075199	10.9644058417921	11.937093205555	6.04736773565521	10.3179914371208	-11.0348193794795
"g24"	9.53171360823507	-2.69568491602982	18.2808033457819	22.5891032614179	-3.58474457168622	22.5417936159386	-11.7510410106584	5.78735353813824	1.3507758115181	-1.81082933800706	-10.8942959032554	14.5996114609173	6.97195836867493	-8.71213731376921	1.49513700605967	-16.6615703949241	2.73384661776216	8.56189851486505	-22.9541713577703	-12.3695920967882	11.5224982970923	9.78128106723851	-0.462876923726916	-4.8373422553474	12.8870730628741	-0.357212888095878	8.32243441055946	-1.35738969606923
"g25"	5.20142822595101	-4.43606473933801	-17.0146557632099	3.49456895569306	-0.164029247282331	-13.6885597393981	0.62778432183512	17.037336737773	3.8961516309566	14.2157950420492	8.90055426011664	23.7603257046194	4.60218917067267	2.63484799577337	1.80437490814557	13.7598033065508	-8.09981014974326	2.7902650362224	-8.96743404249116	26.333032999205	8.89789174901451	13.7619994228664	-5.44102303141021	1.02154674387143	7.63010554522261	3.12852700682846	7.02903213869506	-1.05294917727493
"g26"	25.2679870997614	-1.3332085081827	-2.17939622374263	-12.7309921940727	-5.97913501572191	-3.60262105589381	-4.04358717465132	-5.12060519934696	-0.488760236846402	22.0776981566797	1.6709402993603	-2.0735004387101	-5.6155904739039	0.321530284203578	13.1835311106238	1.36740969480742	5.58165103786771	-0.65046476884047	11.269693082383	-0.811108361387898	-16.1079702696072	1.46671022510027	5.93922243683366	6.62272265467878	1.65347079544082	3.22930067081984	8.69390331429796	-6.30713984453225
"g27"	-9.02812028153787	-0.329331886637036	-10.3531873300666	-5.22148528248173	-1.68790989922635	-0.767117075333368	-7.09893576560192	5.64197361825211	13.6836001886445	0.629804620728844	0.24579184066889	-9.12679770083362	-4.34947139870352	1.58702444347564	-2.38889800552655	-7.32865239340412	12.0286691882101	-2.55574769139345	17.1437149213383	10.0756546294794	9.51851030934651	13.2371745070921	-8.76357377492265	16.1813392059873	-4.98558311427048	-17.3987717247237	-8.64809810964174	10.2664418359816
"g28"	19.8651690625141	-2.96054292650833	-7.8079404295697	17.383667315007	-4.1917626866247	3.9729364522668	-8.66358179134432	11.7809735058051	-7.70978999541113	-14.7823119425058	1.3343965223075	3.69325816137367	-4.5269703923537	-0.0402449832535341	-3.61198318827766	-12.3987646917463	-7.37601147843829	-7.36536794240658	-9.57440595985577	-1.89500585645231	13.7212388928764	5.64918247663363	12.0129654893643	17.2471949766332	4.41921828311718	9.55516359986013	0.361305115217483	-7.21643575216323
"g29"	21.4524925968484	-16.6378980159394	4.19060563831267	6.77550227835599	-6.6817737661863	6.87855782693588	11.6099505343841	-9.46735869669342	11.1404027978223	4.89829347862202	2.47449093130842	-24.0227707278228	-3.08590469738016	-9.04628226624924	20.4530552502347	-10.9395839681649	-3.81477462276933	-3.87610301787274	8.853491172711	-2.25191025858513	-4.15358590630041	-11.4728958763043	-9.6496871652383	6.75684411411635	-27.4744566382854	0.499054547878412	-6.37484779485997	7.75731883956941
"g30"	0.453653832683373	14.4495535002714	-5.47109813630314	3.94821597291988	-9.80273532145547	-4.75166396595347	-20.9016075355969	6.61537766962136	19.4930472828505	10.1657832832208	-4.46632833500152	-8.00595790618713	-8.58135681087871	-2.62684091371111	3.76752858849955	4.27366876851672	4.50680690961793	-13.991739978801	19.7471946305275	-0.0424639188949594	15.7787065088354	13.0178473146652	-4.52393934999478	8.31786121277194	18.4850772585635	-6.67077623753628	-1.18642574090114	-19.0884032936783
"g31"	6.05054557771177	15.6502712051873	-6.6523005237226	-5.26586070879885	-13.473308212244	-13.7335944194362	4.07182032620807	-0.344777158530205	-0.2261082204342	26.1744726817025	6.01077193274645	0.894609299608788	2.56245752686657	-4.28065622374203	3.23840161677133	-17.9061449581121	-3.53311297960242	-15.1440217222792	-4.35440957251211	-1.7875577719072	-5.6877837107218	-1.27700778590095	-8.03118599326134	0.970258807757339	4.79595873056135	-0.779967610766328	-2.52610547833323	-10.135389016428
"g32"	-2.95749268382735	-16.0045342806553	0.32413680587115	-4.70032675582317	-9.80308146786208	-10.5839541341844	8.6983168922545	-12.8836377253666	2.85615481420557	7.13367699355261	4.20498968665737	1.2268895042693	-6.47471629564485	5.39863693653974	25.0442236928122	4.01431364501319	-6.33722977102943	8.28465250402914	-4.66530532790582	21.1681468953876	22.1358905459672	3.15806671386522	-4.76045986641842	-12.5224554763173	-5.36601988332263	13.426623733683	-18.8498823828256	6.30984411741514
"g33"	7.82964809593272	3.01453657777518	11.1337847748256	-13.8038774791122	1.43689085174249	2.75476382117574	-6.64521511517803	-0.682596983526301	-3.27319445352989	11.4778041415503	15.5587805584526	2.95830316199419	-2.9363411849255	0.544244612350191	-13.6628710554584	33.0383357027338	14.1824077034215	1.25497683397242	-8.89095343044515	-4.62830272877565	-4.24091928931357	-3.15576852827492	-6.03453398881605	9.02321729690776	-7.52682948645883	4.31919282932224	-5.34635571162863	-5.16910272466126
"g34"	13.8451765250009	10.5135988247133	-13.4777710217353	3.11209029006459	4.18439679492154	-3.20485290115852	16.3753993808532	-9.60684507439006	3.74681258904651	2.31426664263926	-7.68694452856935	-3.11475009941853	-14.1006207680182	7.98953500901909	5.0880019399099	-15.182190333531	6.42995114501012	0.822682747104062	-12.9587288316278	-3.32128417022216	1.97630420012707	-3.31207589875579	-16.23146310686	-8.52117203383887	-5.98669325286615	-17.3129380487756	-13.0026535771611	1.08520585190967
"g35"	11.2345945949883	-12.7905674015183	9.06865966363401	11.234924872057	12.732139949944	12.4112510980199	-7.49031771991326	-9.77311352925156	-0.599887252025132	-3.5892409902512	-2.03833097884597	-2.0322506134009	9.02129456504696	5.80632332543283	7.68887977609116	7.50894264591406	-8.15513393964813	-8.53628103213367	-1.5565923633306	4.64433194807492	-4.62696478850587	4.78699743575623	-10.1591683371604	-5.25349004288987	-10.2290957774826	11.1392847419987	-8.21602309953355	-12.9767021592622
"g36"	1.13999336522893	7.10454995280218	9.44291687219161	-8.67869429653187	7.18596610048417	-2.94939943362748	-17.5424728320384	3.18278210832888	-14.4339597120281	13.8717440336019	-14.2164409571076	5.80769415159328	5.89640571941839	-15.4512926092558	-12.928389085266	9.40996225127179	-0.106075517261579	13.862284096195	3.39561044687012	9.40710597454919	-4.10895836991265	5.18084235127888	5.50415347425804	-8.82541940223851	0.414179865197863	7.5152770434119	-10.9002705757056	-8.45987948437564
"g37"	-6.23579983964398	3.44449967445195	0.123014674194387	-1.49596285109575	19.860025330173	-15.0973524047227	9.64525003049462	-19.3815094949453	0.368040134397263	-2.35268668455719	4.02454879962499	-6.07052486153414	5.08807367993672	-8.41618014704703	12.2199582153117	2.51161232093641	-3.00721602922086	23.5488610630492	-5.77515247540994	-6.64110978568458	35.5122622106695	-11.5487302876933	-8.67524538529526	6.3179260832157	-5.68507862432963	7.13283893953746	14.1418513644306	11.9239272722458
"g38"	-17.6300920843762	8.1941402101098	10.3821126433174	-7.64482466924111	-4.24135032721079	7.95839185553786	11.9610753390368	0.0853011528926349	13.5879152546231	-15.5676827246299	14.6696459027578	4.25093707301573	-12.9567814502238	14.3345736029927	4.88653950346316	4.2653390127074	9.92811357089475	-2.34231278146885	-7.3815083751268	10.2092595674396	-12.3142444824091	-9.88268712142312	-0.296545298273925	8.04132887039574	-10.8314842479983	-1.08781623450679	-2.49250102948571	-11.2567057066727
"g39"	-5.91292285408085	-14.3439110106923	-2.54558071729651	-11.5716717055517	-7.09855352770603	-15.9583254948662	3.92054352320237	2.02651288522047	-11.6065097731718	3.45092368315732	-12.1893789197794	-8.07337044157025	2.92495474843126	3.17135514558274	0.684558536687737	19.7780923614419	1.42801914853801	-11.6187743943729	-3.04697271131144	4.76851892360338	3.08783290057038	11.0320706391282	2.1852637345765	-0.982831002451256	-1.64271180667456	0.180329651109107	9.60693148166583	-3.52778808861951
"g40"	-0.762027526898074	3.49005886461911	-5.24556552798588	18.2009544035593	6.44557247657795	-19.4874880494846	11.2027241963707	8.65734510317146	-14.961638368069	-10.9081254608493	-12.0657604289278	-9.18235837240472	10.5540798439875	-3.92219628583326	-5.6903809088261	-11.7197031869706	8.8535468986471	-18.8375659173807	-13.4883013554158	-6.87282092453789	-4.35264918213866	8.93929053542443	-4.86586202734539	-1.68264761566225	5.30593958138068	-4.99114197996976	-8.26714596838399	8.00601755939571
"g41"	-0.625748095368662	-8.84769227719252	-3.47098133982406	1.32716680456127	17.6909997593714	0.671414467997766	-13.163630178532	-4.54133162512989	-16.3163634217003	1.59467304683187	10.5575061221296	-1.97473810393501	13.5264426942058	-17.8390932578414	-2.78845020560873	10.3894410286452	10.2065803996273	-4.44996724788108	-2.32679067751901	1.34467889640622	4.05067520015332	-8.79704433833183	1.28410210301227	-6.8360870055523	-1.86236908419114	4.70168257457324	-18.5708841735624	2.66827221831212
"g42"	2.81004234752075	0.870451160321682	4.44992714199154	14.4884796505623	6.57512782612335	-8.6632978345486	-0.409477332885438	-16.9562230179562	-6.18937950314116	-3.09265965956082	5.68290397693618	9.8357005397658	4.92167346263206	9.15139049464242	-1.26811604186557	-9.63473537782535	0.364770240668578	-1.83211858933072	14.2441433348519	-2.55990842194686	-2.16984609212823	-3.14553561899269	2.62385693699444	6.48820909051388	-7.93272737298018	12.7704317134592	2.07467822400861	-7.61896636113108
"g43"	-5.46830672971214	2.55716490070779	13.5591316779034	4.81457328508798	-5.39660940809654	-8.2853157189256	-14.5865520566946	3.69885583359743	-15.268648631791	1.43743130843836	-7.92635823075775	-10.4289957713852	-1.89617423356514	16.8782156462727	4.11617185885721	7.63718478350129	-14.825167760972	-16.2899145167296	-4.5535521575361	11.147608364118	7.20871847991876	11.8898953151622	21.3511836379032	-6.08121990237048	4.14643201367745	-6.41903123557239	10.6212124774844	9.7607973486592
"g44"	1.29759872133117	1.78534123407692	-17.7601934036827	-12.6719636898141	0.21363360503941	3.02266091608213	-12.272204965562	-11.7810138827328	5.14471285112965	11.1821666087521	2.2903505210782	3.96665347968785	-13.6790114779094	23.5195515954684	-4.30326951919828	5.79824493824651	4.64279140332581	5.29244838044537	-10.1842593483183	-16.5509929396085	1.41490937164149	3.03801753372081	-2.29669360754587	-9.16349663184596	1.22124040886894	-4.74198579305658	5.88337901555666	-9.76919604061197
"g45"	-3.71622433844307	-14.7653679662821	-14.4133255420615	-0.954463198504276	-6.39490831469459	2.76557793197802	3.49916069895219	5.61817985783959	11.0993044532878	4.21460599633979	13.3117086582	-6.00468064678785	-8.56119500396272	19.5216885214252	10.3278224375005	-20.1577997259852	3.81829986705207	4.48589974791961	12.4570852305786	8.84778262787676	-5.48997939561427	6.64211436682154	-0.656529941435866	-4.68349970699016	-7.03384533229628	3.1775273443746	-18.371431152981	-14.6421229650136
"g46"	-7.407498566785	3.27325000859977	6.84923176671954	8.65349029027978	-13.6393892667166	11.5931954416066	0.433416891451582	-3.11765296299587	-0.0808262331930319	-2.19724326131829	7.65910172909007	7.21396871596316	15.1505256204431	-8.73874044851245	0.480960672178348	12.7415554827427	-2.59525328436597	-8.39922921701362	-17.4112516620923	-12.0755640582902	-17.6560414646608	8.53913239827586	3.3044407026821	-0.393894160578701	17.0517348554251	-3.52320241747085	9.87473504709802	17.3637981633516
"g47"	-5.71863899193134	-0.659329923177977	-11.6879508690059	-8.40767662078401	-3.31235754973146	5.20856864437157	2.95855000953972	15.6660157267499	-0.208420013286525	5.54427675042651	-5.37216189798606	11.1682764399276	15.4884296449029	-18.5705020507102	-1.93788001651078	-19.4390538071878	-1.68487909168541	-5.43885755080897	-2.31784837379591	-18.5954470551189	6.17757284429315	17.9039077714885	-0.983183168910522	-18.5916110468497	16.7043281283671	-7.66177568425747	8.88207966216263	-3.24299007381367
"g48"	4.81319291096929	0.9990133882164	-10.4214366152337	18.0989473735687	-13.5715670034277	12.6236085239104	2.2910334407412	-2.54423927476537	16.8056960744564	-5.54023989837108	1.09425137674951	-5.69300114827897	0.32734291874176	-5.31291177382144	4.36781383831572	-6.82040055632863	-2.78650436462754	-24.6536946042088	-3.83208983735304	-7.65470198363836	-0.0636175237760852	4.85441379896267	-12.4133408033612	-3.28643051597825	5.03130241837624	-19.9788356147221	3.20425447966137	-10.40334761595
"g49"	0.406584623604873	-11.5156965412115	11.4091406967443	6.20979759665376	10.8582512807113	-30.7697169385175	-15.6410564441898	-18.1536750315529	0.580943721851141	0.673089567080571	15.730187607843	-2.90188767372627	-6.05314990400835	3.61341304959207	-18.2323704990915	-3.30452278550019	2.16767919126914	-19.9539916017156	2.38634476415217	-0.129070152278881	11.0359233685504	8.29388811692011	-3.6844579468718	15.523954901751	1.48702736356828	-4.59501173996327	-5.50263027484563	-10.5185583113997
"g50"	6.39720218380411	8.25127531455598	5.69413787474673	-0.747981222950516	9.81424992997356	-22.2359261335294	-15.9386818636899	-21.4567658246227	1.08044721715409	16.1112353273747	-9.50695637923181	6.27818753118034	3.94097250665011	-5.70199270874126	4.96462146668293	-6.43262941903889	-2.72122789169932	0.0649339101943304	-0.463829251835488	13.5654729305402	-2.18555325902191	4.59248133561985	-16.5031269739803	-15.512655958205	-8.778266070953	-7.22639313996262	10.7527190555512	2.82858398251589
"g51"	5.2876858725089	6.92902305995023	4.58082836179081	4.30710995117744	-8.60299329477406	-9.46250360631942	12.2058693441562	-6.92830078064182	9.48066533589076	-13.1713690887512	-2.22015488195714	-3.00201641415016	-3.19640703525873	-9.88147802534553	7.11259886727791	-13.6669755985935	-5.14040414742438	5.69060669222758	2.54071151445556	7.12760443579895	7.34664089865517	8.0184909870181	-14.6589435791896	-3.04645834775985	-12.0846764612544	-19.8040047062571	4.81526976153227	-3.78237330785491
"g52"	-10.656174496882	1.19829778819447	10.9248233436145	1.47916627180435	-0.553800730232438	-9.76535231118829	-6.74630569876584	18.8000901060958	21.2518804021014	12.9183252384728	1.12261917006329	-2.98598755071624	1.32093221393592	16.844820000816	-17.4076858871437	-9.48525304063737	10.5424338312352	4.95996607543892	14.8565248346712	-17.4470383258037	3.42643785547599	11.2447681130793	-1.27332755921284	5.3074102231833	4.63698419039605	-2.32534963283517	12.4937129875049	10.7496461501759
"g53"	6.37741618197789	20.0148191803252	6.08608145617259	1.42282133234616	-2.37123881932702	11.0372117654805	-9.00670219783851	2.10307270921201	-14.9950649592942	-8.26128602288584	1.70836943147944	-16.1946342438015	9.87580162127327	1.55964081581255	-13.7261618838691	-12.4310160365824	-2.35059241945664	-1.24842222367064	-2.42021056499316	-6.29317138918435	-9.74686528555533	15.4685459266781	4.76318503997009	-9.80962230765822	-2.7428655076324	-3.23426390354887	-10.475754091722	8.07559352407206
"g54"	-3.09174673745766	-25.3115916280176	-9.94249240101848	-9.81271513173659	-8.32178452645727	1.90232949687284	-6.44726286641097	-6.46048813572455	-6.60278837284291	2.66576157417283	-6.4257798400553	7.73859101168268	3.79689557896865	9.49150168560343	9.76778968552218	2.95010698396336	-4.78431374666551	-7.18612720928403	-3.19569702263921	-4.45602611673813	-10.7015316483006	-1.15407753228703	4.59081303452079	-6.17831010347503	11.592056761519	-8.54039163790332	3.73389220119656	-8.39135308392489
"g55"	-4.1942898164556	11.062893559051	8.95137486066288	-10.368374230024	-6.40824973151115	-9.32669616787971	-2.91528096755283	-1.17320985331609	5.86101644362352	2.05886201679126	10.6931859441423	-11.0725283922673	-14.3371583187958	15.0556271876947	-20.5641374758405	-3.71787881320398	10.7763336311874	-3.7907051105594	6.18593745174618	-19.9475733917765	-4.63635365962711	7.42703255232679	0.677949949736258	6.54988522078723	-11.7497716963614	1.98623008089951	-5.8747656107139	1.82057174082771
"g56"	-4.28184551986687	-10.7173124491176	10.2725715269865	-11.6630626046967	-5.34176015258541	3.42708899330964	-15.7997300696383	-0.460755266010787	17.1928310277444	-6.134797022857	-8.80009149254351	-26.7253045572885	-5.96870551759853	-13.5961628994263	-7.09903760534871	-0.963943773012054	2.53486384386457	15.5293072774311	-0.355361767537533	9.43518058502837	-0.555976903337647	13.9112577229818	6.42594164661211	1.70270725821942	-4.76123803060972	-7.80701408097399	-10.7818912997222	-1.0242029379975
