"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"ctrl 12"	"ctrl 13"	"ctrl 14"	"ctrl 15"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"	"case 12"	"case 13"	"case 14"	"case 15"
"g11"	-8.41764802112642	-25.2037345423025	6.1087976658672	-12.1253864438789	-2.73433261553631	0.199992436676673	-10.5185513103999	-1.81324770186382	-9.29545764430135	10.3480568264434	-4.27129532735805	2.22162820389552	1.46294892617545	-4.09935257725165	-11.7440458062505	11.6724835937021	3.77245948732839	-8.11933828479566	5.02908435250026	-5.24397717904857	16.6287776013473	10.625556851578	-3.14771416131598	-4.74053900845189	11.2801132527362	7.19972894886818	6.22289665053123	4.19081088553436	6.57913883085592	8.48367518701467
"g12"	-15.7687317368993	-8.26215384244007	3.60956992031407	3.02600391477691	-1.71556470536284	-4.68443718114583	7.8938665353029	8.5198435215419	-12.6463993919974	13.1464950621608	-3.55933351038556	11.9433825947552	15.7495703976388	-0.777984429618117	-9.34027978158067	3.19013604470286	9.65928145957257	0.517816120609905	1.79244002277248	7.12074894858901	0.980510936569147	4.45569481311954	-3.84797874764937	-2.00282816435778	-5.26338645084942	-0.119054934200763	-3.30243267016461	5.52372690500078	0.254080709212991	-1.74129747082895
"g13"	-11.9179423756588	-12.081609141206	-1.47720848241923	0.254283124922215	4.54358990902115	-15.0334645272864	15.4787050280272	-8.2162619684974	-9.11978732094163	-14.7113434253074	-9.71562687264013	-3.0343719189073	-7.6407519728983	4.03553516028473	10.707854710192	-1.68910889398603	4.10757483822823	5.51284242142848	-2.04097869893066	13.391297126993	0.599652187512552	-2.4293979013921	-4.74079063780251	7.33406892757213	5.94097627158457	-12.3238977696593	-3.48597676822379	-3.92581284171201	-5.98920124711992	1.24778951809064
"g14"	13.1615026115763	11.880540707183	-10.9145533417755	-7.20977625528109	17.7952922434757	-6.40252016424736	8.97124659878656	-20.0975811531584	7.08675755566604	5.68843977728774	8.42939058208373	-5.42115968381905	8.57700891162996	-7.75598145884392	3.21853871905293	-11.379190587343	-2.59105127473204	8.29420442804959	-1.11159614938676	3.75235637042191	-12.3156692324107	-2.92052463853661	17.8603689826262	4.39915931795968	10.599038412023	4.89036242813235	6.12817121763689	-12.6897766620091	15.8820118147035	8.44980574900957
"g15"	3.44670812119277	4.72977354675272	2.74135205247398	-2.26470483603374	-20.2562430363641	-15.5312736697496	3.22713394185843	-3.2002285296024	21.303639569935	-3.99405671570584	-1.23279848951029	-10.6242289018529	-5.31959230230101	-1.92538807091372	-4.81111812814981	-16.275859503751	3.55752259502936	7.53368051100276	-8.70199577405673	4.7498760952466	5.03573613548491	-8.78038504444119	-5.79269378581809	-14.9948020342613	1.68597296389817	-1.81309252656011	-5.19029047603312	3.17756921665754	8.88029916502561	0.0653033791221371
"g16"	-3.69686045148892	1.25564783645726	2.84687978721864	-6.03790703024872	15.9079521897659	-19.0184800814922	-10.6241303546926	-7.08369495090956	13.7550026158438	-6.6287532398247	-10.9211630130799	-15.7650980992939	-16.4260152790228	8.04087210318063	-3.09775926010194	-4.88735404219942	0.524449646192049	9.89350391723215	-9.85714295272012	13.0667071388967	11.1775073542234	-4.54669971632924	-2.42175147748699	-12.5944907091785	-13.4651055193515	7.63292685241569	-4.28142237721924	3.7594945095491	2.58207459817054	7.92577821248788
"g17"	-13.0516203299775	-0.964195622088676	9.7600502088596	1.6058900539734	-0.0554330308469638	10.7803423569379	1.93009079505772	0.211067092565059	-4.06516678043902	-1.48203709818841	-9.14142236359959	-5.80653365609976	-2.872003666784	9.86639544333652	-0.172754981443778	0.338141171479656	3.47516262873157	14.6753924311197	7.71723692256835	-5.36239672358544	-11.0922197347583	11.0393559276573	-15.0263531891946	1.36763052328836	-9.084012316606	2.20857417064034	-4.1669786983854	1.34125742726927	-8.85451015994896	4.80687902902666
"g18"	3.186446208241	6.29181764853926	-8.56937318309655	10.4927424822539	7.43426703082345	4.44436440598996	-10.4270670262776	-0.0983750704520212	14.2565660289068	-15.0836220260925	10.5083882083823	4.30838210303236	6.69721953086251	-0.372918818199561	-17.0726556142892	24.2441567051308	-7.09753521582397	-15.0679184314695	3.35684552381649	3.35473340415138	4.14732756063203	11.0466850802672	-18.1507386369875	19.0388313454923	4.4511556827604	-0.0509103351388885	-0.264736633276911	-11.6917708395017	1.77282745461298	1.71033949855853
"g19"	-7.2684276473374	2.85193914999911	-6.49321316580174	9.38317792581049	-12.081537974193	6.42742691246998	-5.22182656590831	1.66358272882119	13.3151589098556	-7.78978293903895	-3.59922126015645	12.4820443519599	-2.13487404860972	-3.25352682579291	9.68548256469519	-4.15369197607431	-0.536562829573327	-1.97088137415625	2.22874480092537	2.71321445539983	11.5235471717214	0.822453387143126	6.0143749964409	-12.0265248873939	-8.82448289501293	-7.30598063917351	-15.0791607364876	5.18799824056039	1.20770059702147	2.67290761401225
"g20"	-7.10832758392157	-6.77109567003851	14.534795734488	-15.2410089264342	0.880131702438173	-12.861726071115	18.1881806576833	35.4413584767597	19.9549286908385	-5.46376906395076	-7.88375029275255	-9.17905196069291	14.4788652286131	-15.3836392159532	7.16066172423709	-12.3503518617534	12.6497758844197	-3.17497919666214	16.1217301395335	-1.71940695707122	5.54471134940284	-1.75201677953012	3.39005121891331	-3.80222700633693	16.2452445336063	-1.03188805500601	-13.3068892323007	8.4440882192876	0.344715589516698	-4.64222630602327
"g21"	2.25838554470986	2.07384757230322	15.0413983908553	-4.35952180556453	2.16317918362141	-0.40319580973572	-3.70152796651003	-12.5983849304036	-18.5630462244239	9.37209069468719	-2.27241717230716	-15.4069929085285	11.7616389409466	-9.69387705798635	5.64595400308468	0.5482999146452	5.21711815792338	-18.3718693743984	-18.2401222716754	-22.4050972087781	1.24036034972124	-1.69067026208808	2.53377858551042	-17.734263530149	-6.99349624337435	11.2779680001156	12.2783842503706	5.58168209082891	-0.554968780044166	12.5555242447584
"g22"	-9.47789460760426	-2.49999741394438	-6.91531054439233	-12.9924610783175	-2.87053395190624	-6.87811600208321	-15.2068936158571	-10.6647280313347	-2.26200153303875	19.4874719257949	9.21900979972449	3.02076654468277	-5.00405660886843	13.7439097575856	-20.3685802127637	7.21373531791138	-12.2778922682856	8.86951988244078	15.0533005468179	13.7051158782301	3.73988706279461	3.17327665480691	2.7276674552368	-4.99522701455573	0.397278975217033	1.63712983625431	-3.88628492513413	-8.28282411320759	15.3501327060864	-1.01490487202269
"g23"	-9.57930970093946	6.52876335461208	-8.5086900920475	17.4031431549889	-2.10870204106096	3.47788620772131	0.641581905582855	1.23346682376705	-9.8659003756768	11.1285222881191	10.0938821327949	8.42232628405067	-2.66343295993938	9.28924715861558	-17.8509793055146	9.15164166519133	-8.7523472921858	0.717672261911105	-7.84261829323584	-12.2619820837461	0.0340723401492927	-8.87988188336691	10.7495317340656	16.0971781496551	10.5524237480527	9.63352542348735	-19.9441288600517	-4.9510909094403	2.34715271637721	10.0394193914842
"g24"	-22.6488774824033	-0.668423262047174	3.16048596040592	15.2910513436697	21.1458570338078	1.60116182417266	10.974875127434	-5.18897312588252	3.74252159317392	-12.5924522884009	6.15704229709929	9.31296576104149	-0.156712274968061	-2.8274903097629	-20.763556090723	-12.0760347557787	7.5589475636162	-5.93206458536781	3.11930357556851	-6.91399199096198	-1.82733354481995	-3.08178760280104	14.4294104394719	-15.7317104824672	-4.25702048891507	3.17061538909099	1.02154429047624	0.588452225162039	4.08931292200742	14.9451587949025
"g25"	-7.66143101172904	-4.39467676290078	-12.4098850284585	9.22279798276863	7.0621305929131	-0.197340710128759	5.35886810772767	0.723260518152044	1.66570413504679	-4.02994900757546	-1.65163515628747	-3.33840104837951	7.24037364680316	2.7525810014885	5.85633933646953	-3.29444174804134	-16.094944995957	-5.72244358964538	3.74218162740706	1.61194370328146	0.484085715487573	-1.47980188058841	5.03081374974765	1.53547989985452	4.349226549975	6.70022452282158	13.7554034740238	0.80400357486537	-6.29439259066705	9.99493260315712
"g26"	-3.30314621149651	12.1085801565021	2.49437754072535	5.28261226826117	3.11657271668634	5.84199201393108	-10.9741136917498	-15.8506291758327	1.62800766684401	-9.75135468077613	-3.60526739286931	7.51602545655568	12.5680655981711	2.43389092974778	23.4227926876646	12.1776093966187	5.70010546900109	-26.7216216060234	-10.8729941442341	-6.16559127992261	24.9840606818522	-10.4115681841233	-1.55176036150058	-5.62376070826021	-19.7850275522809	1.5529731535684	-4.228540831325	-7.42185033566557	-5.49815811817031	-4.17102853892264
"g27"	11.019783707344	-3.82260832775476	-6.16096418545747	1.9693721454646	12.4084201235062	6.73820471664115	-3.06043857047316	15.9646085252915	10.5102251724464	-3.43406410117124	-4.07313821181681	5.87821159844662	-8.72115515205937	-3.17371592470785	-2.01682046202549	10.1981917269882	8.47541711395483	20.8184400777528	3.7079851961644	5.67964513820145	8.62053734985809	-10.6720473083908	0.0478576583513726	-5.0166403378036	5.43964715454296	1.61498179513055	8.93135929287226	-20.3831837573899	6.1003161455241	-1.4641718595038
"g28"	-9.30875425230913	7.04316803751098	2.31468122189727	12.3670979208444	7.94758596978296	-2.56434086259565	2.05729227264278	7.05485057534661	6.09864123833051	10.8983236207053	-8.02219238919618	4.10022147851023	9.8911270093973	7.94539928965664	14.2991617672461	-5.34207794876739	-11.111675711973	-3.7876179038011	1.77376750670166	16.6261899295437	-6.64223432315708	8.64242317686702	6.46894725836699	-9.46084239732584	-22.0673327389049	-0.947976893200213	-16.5887213784407	3.31547051075532	12.1286863904916	-13.3024749486232
"g29"	-10.6568663248771	-1.19780180209182	-1.53247880208073	4.33247446885333	-6.45407113513412	-5.6962449807381	-1.78172159071014	12.7570146974198	26.9459209365634	13.0021012831129	-0.584835674979073	-3.81040369568843	3.48948577919149	-6.65051365813135	13.0957471642167	15.1306914761823	-1.56674816830267	-2.55248432588208	-7.68356992643017	-3.01757744721985	-3.58942354054232	-3.12031868008664	-13.1484825510669	3.30216317940903	11.6417638842263	-2.41680008737256	-9.08694787885113	-13.946179152192	-3.23451959486572	-0.529455599899223
"g30"	11.2839350856666	4.20192090060633	2.03948825613754	-1.66277250644129	-3.35112777350813	13.9119806063321	-0.598353505549563	2.38473719131103	10.7463671153079	-11.6379977558668	19.3758306478836	-2.64199380935649	4.84932866985922	3.08656720982453	-16.8449756878517	-6.89819689345044	6.34344639046223	2.0609180210565	6.03048913926704	-16.3343267552463	-13.142542688881	-10.1990115258345	-14.3831408651766	-1.78192173389698	-6.95003642626351	-1.21335643418364	7.32023457007636	17.22521978442	2.61687554289612	19.8443750102088
"g31"	-7.1735088396367	-13.0367005547791	-6.03442412521297	-4.19367315288036	7.98354509641026	15.3522672771458	-20.6021316935047	-9.03179236599701	-3.93008171343893	-1.75878897733053	12.1079565426636	23.1485473416409	7.5389129233096	-14.9828623494525	-3.56792622453824	-21.7160154208413	-6.47954132483355	-7.72322472167382	-4.38985432869231	-11.545801097331	-32.0703049412303	-1.77598382098952	11.3050610547996	16.3746624530386	3.78510282557638	-6.22657212323396	-12.5941838017975	13.2834583170381	-6.48020603093447	14.053259975044
"g32"	-9.07597218751473	1.8898996214019	-6.29131826358424	5.9833906629828	-8.27820431827341	-10.4010948145063	0.712787638030233	-35.3407646539512	-8.2456627545798	3.51138230214008	-2.32001128233932	-0.322808832940273	10.9161357100592	1.88543592281068	1.76649448218815	6.61766914296513	2.13031277880952	10.3226166208279	4.99412319606633	-0.455534982802878	1.11957261834438	-0.166346458453035	2.41171570483396	14.6486984684746	-4.42173460131472	-1.40543510861133	-10.2296710009108	-5.28240318290467	-20.2708875720331	-2.56592862603473
"g33"	10.2516544882236	5.42126570475399	-11.9164216249322	-3.88279836903332	2.38987471793853	9.66016890189205	14.2756366354384	3.46074487907847	-11.072400581624	6.05074572269226	-9.01656913664497	-1.55902431041511	5.22284329970066	-2.73051471600991	0.983776579006882	-14.7895350627789	4.87800191171041	-7.15201332336038	-6.6017068631955	19.8160159415702	-4.65334731109076	-5.17634949956084	3.11290172064556	-2.17903311079846	-0.850496363590448	10.4412018372483	11.5162781523861	-5.66647080212129	6.33249446549825	3.10614588751079
"g34"	-9.33327279017465	-5.96769366087145	4.63111933445643	-2.36188769085213	0.0568083818380167	18.693034873692	-1.27855385020781	-25.2113798573713	-11.1804644439376	-12.5520062900246	7.11079011693387	-2.24344386651661	-11.0100930803386	-8.37697586310784	8.11271821439242	-2.06969935487858	10.3490967696759	-6.972543316681	-0.701387876583521	7.62261234256995	7.5259610943147	-2.63625709892927	-0.33215215329707	26.6519505958107	-3.24244239698921	1.93480775269801	-0.238302954308239	4.54650045104845	-4.19180035656301	-11.1964058469445
"g35"	3.72929937386074	-1.18860892936728	7.43036299411996	7.432271016544	2.28593060323213	14.9528376495495	-7.76420687313171	1.47977670661862	3.98126994907744	20.4298915360854	-0.812309414011868	-8.02115473875641	-11.1240104600451	13.5317522124295	-3.27757670992775	-2.25539546253172	-14.0884269833383	-2.71038686824263	-1.6647594314176	23.1156120646654	-2.12699371440291	1.18090144656973	-7.16354901964097	8.87756729331084	-2.44872037009963	8.01426238049863	-2.29844641409668	-16.2926602270278	7.08960703733885	4.41716799843835
"g36"	0.413201723620793	-8.41632919153851	-8.01351581243119	0.484884733318064	9.48617787138836	-0.249814685182741	-7.57746514153096	-17.4678153844414	-3.71184067921747	2.43098191240723	-8.00506268801582	-1.38076465462879	2.44750582374456	-8.06105249266843	-11.8237831421961	1.70453032084985	0.325596438446618	-2.13191561357548	12.1000702868778	-0.935417660138178	-10.8162338845155	2.32158089158844	-1.27933205984874	-17.6874392702509	10.139293735708	2.17666449714781	-13.4221012619018	10.6836718087724	1.2828225380039	17.185805100418
"g37"	11.3759047809698	12.5459812866769	25.1577190813932	-19.6080567032592	8.3956875001273	-2.71738150978697	-6.300304689315	7.26214430785209	-2.19661902209711	1.2077061397923	-28.04658462646	12.6125036114106	3.16337094184098	3.95406536633809	-4.53410839498904	-2.61090567775172	-2.44261270876865	3.55827351145954	7.72935962140056	1.08115978895715	12.5443914975156	-17.0017410862827	-9.21069407298174	7.97633574237553	-3.97094969045419	11.6167034387944	-11.1448703935484	9.64197761188221	2.22622196938384	16.1062007660316
"g38"	14.4324776264893	1.71854085888642	14.5966282486565	9.5925789912702	8.3570701516019	2.15402880645102	-3.47803464832599	1.71350583069512	-7.1019601375908	3.5217566871916	11.2326727578868	-6.8607264998672	-1.83908290013343	3.65667535800996	-4.69001520917554	-2.30305800613163	4.76485134530898	-2.2444677859536	-0.677347468642799	0.819188474226774	2.47244234652115	5.29913691112307	-5.511288200327	2.77036484287993	-15.0678858723846	-1.6433368854222	4.03169715152968	6.90771026702607	-7.07849883894439	15.9743634203537
"g39"	-4.64040632096034	8.52458293726453	-3.81531071541311	-0.140904238107985	-4.11430572658512	15.8482008209711	-1.41081375505705	1.49860788126519	-4.43703235567123	-15.2294773655335	12.6460677873076	3.54342304292477	6.82817510085782	-8.6611589725499	-10.7064780741126	-1.11481397997486	-10.6823429696799	8.80879720106801	-11.8736784530173	6.16504584250332	0.28052651178708	1.50281907116071	5.23480042583006	-4.22125896082145	-7.48504344884219	22.7097648239565	19.3922135130432	6.03461178834404	-5.36557737826554	4.3787276625597
"g40"	12.3056758239531	-3.21942657536586	-11.4354619444226	8.19918010523218	-16.7997282074936	-16.9246226825936	19.2832019414235	-22.802615760152	-2.56694729722907	-6.88950438709056	22.5004526603267	-2.13200489750748	17.3246564775435	6.01559854681077	-6.61722204728243	-4.83063025126038	14.7991124624168	-11.3952312156116	-4.27487509538256	-15.2147914232022	3.76524764618689	11.3931470010498	4.59471741968332	5.97218315336149	10.480743024039	12.0252116048666	1.43134989610899	7.98352132690804	4.08700641523181	-14.2266159885251
"g41"	-4.2203853378273	2.8541248322946	1.16538094178972	3.72657148235898	-3.74313690510464	3.27004199780293	12.9060962899873	0.113526937027851	8.53422676160802	7.94510963178901	5.99627905084324	-6.84806724708667	13.9632189106418	3.31490460129142	-7.68037537008823	23.6557090203859	9.61311065049138	14.6521112305333	13.3706035015188	-12.4311327750439	-6.27310419153909	10.3662242760851	7.17205429558538	-6.38450242847698	-2.36305659073198	16.4513439092219	0.475042516625009	-13.8908524692035	-2.93498349511437	12.1881987348594
"g42"	12.5835931142358	-2.60843103880642	-11.9142766807511	0.667290949228238	-4.59613073545416	13.4054469766562	-8.78818252191026	-8.32311550490882	5.59068740119221	-5.5401201863198	2.23780322630327	-3.91194291855274	-11.9466705979048	7.74024318039787	0.829179854630693	4.26198779653851	3.25894734759811	14.166278451397	-16.6270246595558	-12.7158959865496	13.2499355852996	-16.5451552024393	4.8060010533152	-6.28129298584333	-1.3029202310697	-7.01149113651519	-16.0890596910363	-6.4440543429626	-7.36383663207851	13.8147125309626
"g43"	-5.62949369891307	4.1290138235195	7.07286945602854	14.3650416174053	5.57306744073635	-6.53126412876948	7.82643730414438	-7.81993554955469	1.92863843454585	0.967670590779682	1.68246507411078	1.25869482098025	0.915079858961639	-0.586609314841188	4.38460978489355	0.188898138741477	4.75596850735589	-1.75709357333873	11.6296813594689	7.2120044439504	1.96683024553785	15.4886941491149	-3.16263356239474	-0.754453567398149	2.3557807150537	-2.99042529413859	-6.31734467839647	-4.63681048213405	-3.70628790138588	-4.64532371759021
"g44"	-2.1272805976957	-12.5526702101057	-31.5119080723545	-1.56698526438726	-13.6900253828157	-19.4241975307168	9.19688120333651	4.9032968242923	4.05406538941365	3.4328625060667	3.42507225936107	1.00536475582074	-5.33694173354787	-5.15077186918449	-11.3498183036461	4.89045283174029	-11.9609971516575	7.77405982172284	-0.881531087194172	24.829827538314	-3.54244192333884	11.9756520020921	26.9501792511055	-5.74760903550051	5.52235666414125	12.1689380578871	14.080007942858	14.2413278342081	19.4006323869684	0.322254174551678
"g45"	-10.1530847365619	-15.5916669962468	-8.85266048884348	-1.37931201112158	-5.13900788173976	-13.8546768363329	4.1223891332629	7.06458182980651	6.75520379630499	-1.68411373486791	2.13132271160621	-1.80372794016053	-15.3039108683417	-2.78323478973319	-3.79133764950419	11.5107441836431	10.7203800560566	6.43572769193732	14.48563736742	-16.6659103699776	9.40890237592785	15.439006647075	-1.38190409579614	-8.36463465752061	-4.45865871827781	16.8029099576579	-9.45517344478531	-30.5528037870032	-4.61709131252368	7.00720297452326
"g46"	-10.5486692131729	-19.6389252978326	-4.41454004708571	-1.35329455136089	-0.949026922556037	22.873018614953	-9.79679992711059	18.5377801717785	-5.40194742723661	-9.10398759572917	-0.72581744304087	2.28557346607226	-14.0832044834933	16.5465387341741	-3.74757402804441	-0.653709311553187	-14.3275239881494	-10.822894239009	2.65687998553189	-1.90908480948894	-17.4999193582053	6.05668021065393	13.21314143201	2.52331031425753	-8.70962385422553	-15.5425817577097	-0.991436134571708	15.930480390897	-1.7305355496394	15.3900499471906
"g47"	1.15167736871974	-2.25595684216433	24.1397210266147	0.677956650121173	3.08710366038105	2.22898173275042	-1.03345081689846	0.119753136070747	-1.99529513572992	-14.8984753093429	1.70772638321563	8.80119640161902	-1.45299930248176	2.12399925248058	-2.64652664275739	0.0374666828302966	-3.0949188821629	-8.51985574475305	1.11699690656651	5.50180235441166	4.30342258658351	-10.3105551166353	-4.06442199685672	10.501565584538	-14.7510959310223	11.0729229509635	11.3279471047768	4.68689032152166	-13.9117326536004	-7.30714534478337
"g48"	-12.9408698823249	-5.56497648115029	-7.16482545911401	5.61371970569699	-11.8315268556922	-12.2757538917847	3.4955570146153	16.304820043961	-11.6957378201108	-9.63317127991349	-20.3900941740947	-2.95327564367107	1.71805604842309	-7.74773107566196	-2.2859340997368	3.18065055270544	-19.3198793337307	0.4363156216884	1.71006876860656	-1.65836795488657	7.05611570692405	1.92524896597853	-3.00917926969464	7.68094093801012	10.7482308823785	-1.5455719956642	6.64582771093801	-12.1776882660721	12.7968351952733	5.71345132038264
"g49"	3.09453814169954	1.52364082795636	-5.20699521271756	8.71786232037768	11.2886564900326	13.1739754058392	9.28970083604332	4.15757673620087	-0.923439079764592	-2.13126281283967	7.08854917329805	13.6775766522784	4.28408676159149	-28.9809452589796	9.86007474291037	-20.4887349847429	9.78938571147047	-16.64767476564	0.476230815188579	4.44740096065278	-1.0857418054084	-5.74648441878688	-4.19861800012731	-13.8300283882317	-13.2128465556199	4.54791428213083	15.2346882987846	8.60989672690998	6.16944891178731	9.67025534088525
"g50"	7.83742076315355	-11.362443283665	20.4197104500228	-11.3872842868206	10.9201217927327	5.05925929815724	6.34313534201043	-4.2790169160477	-1.19148530523389	-19.7990484168551	9.46441733283841	7.02224019593887	-2.52171515603977	-1.85816311667386	10.2586161338966	20.7063353366597	0.218299827429199	0.925284535422326	1.26650074066012	-12.9679598977077	8.35194993545909	11.1692999737871	9.16676069713401	7.48274040362326	14.3300046036598	-1.47661677196076	12.7089255630327	-15.1880041987614	-4.3086917794547	-3.48631075728807
"g51"	-5.62127384646844	-17.3210751718709	-11.0209749103617	-2.345785086323	-7.9364855429725	-4.75226441515912	-4.40840218406221	-6.45796894427763	-7.92965142225645	-3.43996679644014	-6.61849739345198	-11.9393950328576	-9.55149994951387	4.68804830661219	-6.60767922226473	-3.74697533537639	0.0776725296209086	-5.62392622798616	10.5759649521961	-1.56158788423599	12.7570196711456	4.86955945635933	-5.29004045663836	11.9863379773669	0.693080273293164	10.2048611476939	11.0267677453012	-2.58633770307433	-12.3669118518214	27.4997151899174
"g52"	8.49158748908032	5.10904047963356	-7.53138950144918	7.77181040521457	6.63486938337769	-6.24380037213692	1.87904923264553	-9.18745538794031	-14.976672210054	-7.01191477776193	-4.85937338424906	7.09738172647676	1.88109710198767	7.16745991178481	6.92765638586663	10.1026929971579	3.39187358048712	-20.2278449253836	-2.56441184742888	-16.4162482067162	-10.5469763972887	7.09924582573655	-3.50608541304032	-14.0696834518781	10.2270136137636	11.9483099854559	5.24348886300396	10.6977971121077	9.7728767414126	12.0628372562525
