"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"ctrl 11"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"	"case 11"
"g11"	5.19323263858717	-14.1528093365422	-5.16505451186739	2.55694084570027	0.279297185588515	-5.98837855080244	8.25358277543053	-2.18121991153395	-15.7887318657121	7.82351527733568	-17.5112660689054	11.5140964417044	-1.71120880792997	-8.25111183717572	-13.8345612296816	-4.7472645524121	-13.154307521558	20.1535661307002	-3.02860050360536	-2.67349216883636	8.2842661727286	7.21228706523867
"g12"	6.69895709564213	3.83304675579912	-4.06581501170221	6.55166923336281	0.601108412386647	10.4565358955288	3.28405652973195	-3.59885194398734	5.96625992934568	-4.88860382095008	1.52857277057171	-3.85119345061968	-0.208237356018798	-2.24110706208719	0.0116780315791184	2.45693642900509	-5.9079061576389	-8.17500329352085	-3.1836198025387	7.38056280419847	11.4995506994023	-6.8706473636676
"g13"	2.9975828116475	-9.58626864764487	0.562651527945347	3.03130065027561	10.2700753626832	16.0910929129216	1.85682889488801	-8.88345416857736	-6.8364408855118	-2.29096412378205	-7.78186412374389	-12.0238451039237	5.38234161848484	0.904853933958945	-15.5707765457981	-2.9358855279506	-4.27155744645345	14.312445055842	-5.18705165363249	4.60963193982298	6.1533181787047	-9.85328140105402
"g14"	-2.89627789562202	-15.5743255152162	5.54796707592198	-1.55426396408294	-12.5657075821052	-9.07577580134013	6.62506937613576	-12.3793488015773	7.98061386710457	11.9365046629924	-13.1358524799863	-1.27341588826453	0.849050618139039	0.860593905676416	4.70356850350435	-5.03437277656897	0.487565289402538	-23.4306630442285	11.4499993817784	10.9027992941223	-15.8460998642756	4.78870583244246
"g15"	1.75828022024763	0.351294341424261	7.23452392872156	1.05987313394551	5.92205325784823	-6.89767191039838	15.867834940638	-5.23716218485705	0.746247738627182	7.21884367158548	-1.16086333592236	3.21680580250223	-4.43914029029363	-0.804929523243689	-12.6666629081927	1.0091697164032	5.14268113314344	4.90081968913797	-4.90981783792412	-6.88445293531728	-12.288400563233	-15.8967636654217
"g16"	-9.80718189076694	0.768543379652541	-10.4771478774687	-5.61530537685735	-9.058316514314	-13.3367868413264	-14.0113321931567	13.6013370007901	-8.75201537634977	0.790315353266207	21.2638943335595	17.8788473430987	15.5468000043311	-4.91898665762807	-7.7246738738077	-9.06629883928236	8.93271201864403	13.8728381520837	-4.63994338152711	-20.4534510055776	-24.0422889785398	-29.4714166631923
"g17"	4.17865851019961	7.10818159898055	13.2948541141147	-14.5312941823516	5.35862728633142	-5.0570454965487	11.4797848957999	6.41578323440741	20.1290613855652	-6.15325109325749	-2.38367217276367	-0.00263992394743586	-12.8093347393035	-4.27973751936477	9.14043536021781	3.40044082314878	-2.27508832908376	-3.34679086709014	-10.9060335214075	-1.00338898754912	-0.175337192161574	-3.54461026920382
"g18"	-17.5777664787248	-2.35959886115113	20.3531602452503	9.98017651657292	11.7116880926578	9.79769174526951	8.20031740525044	-3.89429919760782	10.0281563925911	-9.09614574910752	-6.59225194348635	9.49774811291014	0.486381165872461	-6.15133404580062	-1.33309503524797	0.89253490358958	-3.24930607238892	10.5665543448264	-2.56670446213159	-0.602937365965843	9.50983781367876	-4.77471032551971
"g19"	-1.82555137649983	-7.64256570994359	5.66087036644951	7.57441027275961	-11.1534227113468	8.18119423456876	11.0655119195955	6.34991577190751	13.0702602525286	9.0473472269098	7.91927667705381	-4.09343890798883	-7.40899232050486	-6.7697643885031	15.9358240153066	9.2148575648867	-2.52594959624199	-2.25726146948176	-0.69215159036011	17.1518714622856	2.97227389993438	-0.132526506531729
"g20"	4.40060184217106	-10.9270895627901	-4.68683751191131	-6.58723295355092	-5.73794816551218	-21.2576104483785	-6.27886806800175	6.09535962523235	13.0269527672751	-3.44870037314554	6.54821865612703	-0.695736056340581	-12.7092382856466	12.0889903688272	-12.3494520354208	-4.88567255382405	-22.4211967076721	-6.57114419843209	5.40257427764177	6.21146945226731	21.3528952285485	-3.76431844702268
"g21"	-19.1471359437903	2.12342159267293	-9.94540249678685	3.03675179986408	0.795128266634818	-13.2047372995897	0.794700028307699	13.3167664719089	7.91334604081053	-1.74962937593324	4.92074817940126	-0.945795027756794	2.03257347612565	9.23361879012494	3.85809739303333	-0.0272016394808691	5.2026534670248	-10.3965214778485	-16.0051053977755	-3.88428094297174	6.11865663133203	7.46906944353828
"g22"	-4.58618467016788	25.4042291585654	-3.98627353750518	-1.64096079042028	-21.5542143494474	-6.14539707806347	3.35234826866382	19.7401177023306	5.37699064831119	7.45887988929811	0.328254133146362	2.54428105905951	-4.94457703105662	0.219462724857658	-1.03656765934	-3.85907426197243	1.35200590848375	7.99656949727698	-2.66929623149569	4.84179608561693	9.3454800963191	-5.93706236114972
"g23"	-3.9475582496837	-4.25063503984118	-4.20641580152412	-7.56995992961569	7.88767592453583	3.50248914928488	0.383137033209953	-24.1866463787478	-7.66062904052559	8.02416142552592	-4.54306316257606	10.0901930825052	1.8147801331095	34.3102595383985	19.3391910205818	-2.92620327892558	-9.63544817285036	-1.27212365025123	-16.4538859460812	3.80390837166108	3.56187568135378	-5.70469945519572
"g24"	-10.7909822680527	-13.7485791551302	-10.5726491589933	-1.78698543903797	7.41425958368213	15.6388829027941	13.2071048523351	-12.967512177444	-4.76574618558151	-11.4620565135407	19.734073512337	-5.96317613913864	14.2676269618817	-7.26212583375196	0.471901632892817	-24.4475103490891	13.6250867487962	6.96487953514459	-5.13536698557173	-5.38524084863214	3.5405317366714	0.915814124316778
"g25"	13.5656929308336	-24.6520899770312	3.88190709114285	-1.63523424121113	1.74139247000297	-3.26065033667493	3.03583391372391	31.9649585921232	3.90032368711582	-3.87163458572724	-14.7067037121655	13.779298471239	7.63231381439426	5.1085571146489	-2.31504927130615	3.91299740558188	5.05058608678237	-6.34736440165547	7.86433316160405	9.03812228329793	-0.601705993005422	4.26698682819458
"g26"	-7.97601527725026	1.38393943309296	7.28257280830298	0.534695304528381	-15.6503007729757	-5.88954732825626	2.740194233266	-3.6984864734636	13.0346191439764	-0.0834676753621561	4.96698729651665	11.6920280319509	-15.4950788082136	9.25737221999358	-10.5799627204754	3.52658300979858	-0.575097850007507	-0.0640057416707196	-0.919076792069943	1.00356647032544	-3.06831693152851	-4.5568558623164
"g27"	2.70832168580929	3.75906779542391	-9.03805413835935	3.24597086858099	8.917419810172	-1.45381263102427	10.993567878586	0.401713623876757	4.58271561636319	-0.196531529709273	16.8768854456146	5.97186514706416	-1.89251725614726	9.20604440597678	18.9519685624218	5.76308964607484	5.46525502138293	-17.7881166338999	18.9709896605568	-10.4003153955455	3.06579973305538	-4.32464256481917
"g28"	7.48633786690052	0.152917271404685	0.387886441250259	9.40483953037968	5.08412926255177	-1.56989686379128	6.62391008739678	8.42940590121004	9.38251234472516	-6.41606364946542	4.27257561888547	3.8820205073111	6.01915717956222	15.0071291010761	1.10519094894454	-1.84250405120399	-13.8692861637781	-30.2253128359506	15.4990818410896	13.8997048270611	16.5205280581631	-10.8967179283123
"g29"	-8.19345930139372	14.3231380347175	-6.36179713843818	-3.03746065213685	-18.6848252565907	-11.4554720607574	1.68627152892156	-9.08040951119034	7.08963578544411	4.87925781278257	-6.36846528694554	15.558329069447	3.47468324963597	3.2850442184931	-16.216437390159	-7.23290463302804	-3.66138375648104	-3.78199490762804	-11.4173649778164	-0.68522105050447	1.59012525731748	-10.1277683099266
"g30"	1.26879605496547	5.00445370358254	-2.30837682950556	3.32469323020261	-14.1348645116871	-0.140361881569279	14.7908823035518	-3.71767490260464	-14.7278895408577	12.3149531570815	2.30896628829174	-7.45135667584846	12.2028001745202	-4.69755640768714	-1.98772520364423	2.79989208335236	-4.5258652587603	9.97637939437397	-1.08686858968244	-2.14136414654259	0.394859566953796	-10.1251427591673
"g31"	-2.53328805702662	18.1637852812954	-9.30885258327829	4.47115288358947	-2.28356989594727	-13.8431290936345	6.61898072022369	9.3600851838775	11.6079096703578	3.24688802896819	8.70962753315878	9.85238979750462	4.35185352957739	-4.56638540432734	-4.75499731639178	2.79227257567559	0.748992691482024	-17.5498980449752	5.20910293380328	3.68537249853372	-5.21141611849415	-4.92582767175533
"g32"	2.10816163539461	-7.26211778145613	-8.50839356647139	-19.6690836509683	7.05151451373589	7.46290396193092	11.6963590316074	-10.9581930130252	13.2190228015786	3.26123873406708	-0.600952717353085	-12.9485887159225	-6.73253439894296	-0.751615233967837	-1.90747606974059	-2.34940820360223	6.47755077267716	-2.97237994883355	-4.36370433299763	-3.59091113584102	-3.36608903296686	7.86271098295554
"g33"	13.2755224005957	0.687648827895326	2.80974705390283	-0.181474651188695	1.51988804433567	5.5230210433323	-5.57038385471288	-3.13496119441135	4.7036249805443	10.0339370744419	-1.78394809560436	-21.3206187777894	-2.02332095784959	7.7948156442579	-22.2771471348123	11.2733659220245	-9.15104184150365	0.739718249919808	-22.6928970163316	8.15950744552241	5.71160078588205	-1.43448908635948
"g34"	6.56546423644673	5.18164163241354	7.83456490109228	7.6002198075778	2.18914114268901	-2.19209728546748	-1.39160361663692	-9.96495290840314	12.9332494796283	-2.76572266765989	-2.46259660864356	-14.3129724278835	10.1803927061595	1.92737129852921	3.13222226458822	12.8762849599382	4.19907523672521	14.9785016123469	18.5571143234282	6.94179210968401	-4.31600176832072	-6.01972342465653
"g35"	1.55447480994455	-15.4042368176967	-8.40708707026167	5.73815129411729	13.0708610234054	18.3662703738254	-2.59656637833615	20.8784119059859	17.1285210745326	16.0180162738183	-0.705995181931084	3.7363741799043	-13.3452680211816	-2.80983369495073	-2.58906527596252	-0.574732652875337	-0.581654660324366	-9.25065747619916	-7.25449747212345	3.72974756325636	-9.61409940134196	3.18438983662769
"g36"	1.10766626617623	-10.2217758105491	2.1354467162106	10.166289867338	5.82992493971761	-2.6531017441406	-4.6003482807505	24.8424221901609	5.68314694497999	-11.1485652001017	2.03591149702189	16.6355321089178	19.6522582284893	-3.29852460620771	-3.21187478708242	12.0971738865829	-9.18237925494771	11.7986061167312	-17.5399896845134	6.40837114370473	12.7546685382767	13.0833787504971
"g37"	27.1480129284725	-11.4967421110017	-5.16180781219225	-10.2998385427484	-2.47308256306852	-3.57337701225667	-19.5774258224405	4.52805028109827	-7.69921176836092	-8.7044258818948	4.2605733855072	-11.4331559485738	11.3400899605131	-4.00036567150793	1.36345917792323	23.8441602728662	5.41271678780408	9.67940895851526	-6.29251902493553	14.1107800875513	-17.5937904310095	12.3868971977599
"g38"	1.73789770302561	-22.3456167042907	-1.73109785794672	-3.43873136754199	-11.2073704835544	8.48241896086056	-6.55345121954544	4.78848966826105	-10.0287766942993	14.7693952181316	10.93851908145	1.70387303305878	0.398320524223845	-10.0981722531881	-2.16055297223677	6.51211788294209	4.16325300105203	-6.11543881871329	-22.1396205129176	-4.27630453505068	-5.08189920632947	-20.2399190384596
"g39"	24.41107764138	-5.59195005678333	-5.78538100391581	-8.96250909377896	-10.3795722995037	-14.1862637641307	-6.3813699739446	-4.49303046233817	3.26936557632661	8.42098436508744	4.10960468437133	-3.54850809451438	-8.64122855689539	-12.2923337189236	-4.10826809207597	-1.15734232415918	-20.570838582878	-4.81116655408571	7.57863681599858	7.33978257943873	-9.54852907977453	12.200106275599
"g40"	-4.73694288241225	-19.0614167305886	8.3525656807514	20.6502167456155	-0.448734434918288	-18.3575665724231	33.0104456819693	4.67531213450983	4.1401047518952	8.8017638035962	4.2400277221093	10.1904708941523	1.0937644790158	4.99724846748589	-3.67230632285586	14.0882734302337	-4.87648803662314	13.9765827840986	-10.1279548802123	18.7662373224413	-1.44806094122835	-5.59903755619642
"g41"	-4.02969504761116	6.02102248428803	1.23027923944868	4.77718172896666	-6.44278192916451	-3.95259775410424	11.4584740170471	-11.8212090195782	1.66017878936629	15.5626293711459	0.725556794391254	-6.28229931506438	0.200052920438167	-6.20838489899173	-17.4993588520185	-16.7482108209085	3.20966091732581	-14.4086678640548	3.96401468723308	-19.2476145140388	-15.5982171907868	0.76394843890126
"g42"	-10.4683364768804	2.51913319909088	-0.596439886840542	3.54152183744526	-3.03758044914235	-1.53612532227007	-0.0781847345823145	12.9955812092211	-6.87555515498313	-9.02344298026406	-0.662822523529186	0.489216621748326	6.22652144709134	-4.94643452412333	-4.26182736240162	0.172178121551413	6.48464696415879	-2.55799913109733	-4.74931085409007	4.06567483702972	-0.106429279140057	7.67267881603628
"g43"	-9.33150345012703	-13.075408878771	-3.62304024733357	-7.11148504375302	-16.8292070444737	5.50498275681003	3.57623086578827	4.9532633354054	5.03707118016554	6.52517551387184	-9.19441995351059	6.32833823509374	-13.2071665005973	-14.7709118426968	6.67110392427049	5.00597008740776	-0.730496393147491	13.8181448873464	11.5579806793484	-11.1278519134605	-4.90665365937201	-0.720666111476363
"g44"	-2.01204292545079	13.0734930923765	-15.170902347745	17.4197166190245	-7.80035827978418	-5.96331966017694	-0.967544137534109	-17.6598265787424	-8.51180597849942	6.63876246912557	9.20372003443502	-0.906621665163549	-7.02936586013253	10.0165232440659	3.91582432530034	-11.5160795569259	-4.35791931177077	16.5484530450561	-4.87021550399403	8.44361946873248	3.12974041972176	-6.26786441084351
"g45"	-1.69239147146202	-1.92193005213486	0.270086961252755	31.3692698096183	-7.8249849048249	8.77536349600491	6.94511083290392	-11.6410231028837	0.718714263945681	5.73783514577742	0.792674789367679	2.00310106333976	-21.6652781302968	-5.22922338478912	-9.44675930693597	-12.675615715047	5.0383576967048	0.543665616170695	0.277012357469336	10.4765582584257	1.10039064673254	-16.3197172626653
"g46"	-8.31043678146546	14.6102945956187	-12.1300835287161	-6.68298739341929	3.8365647601717	-0.671799468630013	11.4335421903432	6.70653706655242	2.24710647289042	-19.7800251415031	-10.5386570763393	-5.23179082604052	-1.8532973735536	2.2585537808248	-15.0172543677706	-8.00846262139685	-2.44552170763566	-9.79344690161914	10.463411542067	-1.69558317067265	15.3732411217732	-14.000752730719
"g47"	15.2221328264338	2.17135620360969	-7.04540147613121	2.24080821674588	-8.56011135724688	-0.544908556844753	2.67038656499294	12.380702991972	-9.07357080662922	-19.3652755313371	2.96859371586529	4.66150209048619	-5.17043308820018	-1.53237763925989	21.194862424431	1.65377490663886	-10.3545243562386	1.87131260791629	8.6112944901946	25.1802265239493	-7.35891875206239	13.616342967174
"g48"	-12.6186131828289	-6.69914751345405	4.60544049608173	-17.3728382250029	-0.548004324089103	-21.7853915418316	7.37325263720903	-9.46209937098388	3.91312552198904	-7.96885025633355	-0.889076297686429	-3.29644560857198	12.2890561998046	15.1988852520373	4.39031664988003	-6.07505589402553	-3.04905455737062	10.3895598678975	0.411386047014164	3.49390835483826	6.47396860397285	-6.7258700893866
"g49"	7.99538602422077	11.9749205533432	-20.0029108057995	12.3810150535516	-3.24843582295894	14.4894783812561	7.1519969231516	12.3575923405638	11.5732232850662	-16.7175519399881	10.272716109629	0.831759181232967	2.73976683139584	-6.63494511557817	-7.80688935272216	-1.64332228308848	-3.05653888348699	-1.20093624388108	-11.4168282110785	-20.7785518664384	-10.6860899512141	-5.17907027228048
"g50"	-8.6637683816256	-12.7465636315972	18.4990194341274	12.8902868735568	3.98458654197527	-14.2897334162134	10.6737831545764	16.8758011180658	-11.1399963887047	24.0710566538331	-8.63140805086101	3.62969978576385	-8.8500347501006	15.2502116168327	14.029119542404	9.76179894209517	5.02985665689234	-20.7409950514343	-4.84042149742713	4.69470527885824	-6.15434964990224	8.57640525084171
"g51"	2.99567866532921	11.8884187818165	-6.69649313425922	-0.263896678284351	1.07143102255679	2.7927548715118	5.9907113485622	14.8135954204115	-5.67807613650608	-15.8664611250343	10.1179903400444	-7.37855518468658	-0.257924681444101	1.48755455728111	12.8660361823737	-7.63821193329278	6.44520309858095	5.86198000532523	11.6601725533735	-0.698302101621568	4.73062471550498	-1.83186390588863
"g52"	-5.96907667492872	1.07214765031987	-5.39205719338099	-9.39672821045537	15.6689953368184	4.25137998654281	-4.10921611538697	3.06681685686095	6.3184195934386	-1.67074661474409	-0.91785686426494	-7.9863252620398	-2.11415909676289	9.75673119130677	2.16710406484937	-16.2260889375661	0.19115647211535	-7.20232061024217	-2.31078750648571	-1.19416354544888	2.2773695918755	6.35710872332959
"g53"	20.3182905195468	-12.032526373664	-12.2908266691759	9.80257048439277	-8.88701861067206	5.99811312237319	7.84194733817816	14.881386921021	0.0261385248947048	9.83883916090259	-9.2947945858694	1.02334197661627	-5.43111454304759	-7.15177119616268	-0.502020777761259	-8.08254069634089	15.8146986581552	-9.20425897337391	12.2790407069019	-4.94538804148001	-4.539664663769	7.35815492067141
"g54"	1.83407032200757	19.9735718253364	8.58101578750987	2.93603327610868	-2.47997257079881	10.6541345828483	-0.398882760967434	13.8656815242891	7.76446070011457	-0.137921063982287	20.7815640720396	3.90229614315528	-4.26349177282949	-2.33270922400834	3.10787886843895	-2.00087771919851	-3.14455394678332	8.90605738932858	13.943717786342	-6.460420255004	12.9088666847535	11.6709648367071
"g55"	-18.333338071737	2.36154837568924	-7.26287994600863	-7.22332895698546	-8.75285121608668	0.459236859141723	8.25930569204889	1.72063122865372	4.58307294687898	-0.0973801375247065	-9.13676057418912	0.650722383642838	-4.76845288923426	-14.3930917895496	17.9296816530786	-12.8039927161345	14.4235402426764	1.0533327922701	-0.472797933748336	-4.84743729849662	1.29352257135882	2.00570096488034
"g56"	1.58526404896211	23.4640755695331	-4.485495073602	11.5604793152316	-2.23616238677629	-4.38853363139874	8.09197999831903	23.0868697907879	0.857878879634038	5.82177146566966	-2.75048212490909	-11.6434545444711	4.50219104551676	9.42339271159496	1.80199736357253	-5.60414763768464	0.487299191520266	7.12707064845325	0.69574133611181	8.81806256649636	-8.16294836703716	1.53428752625344
"g57"	5.47199442719233	8.92395165659116	1.57269575106409	-4.65600109674093	9.50349469369404	20.4747036462981	12.6486516334044	-10.6587674529816	4.34992570542216	2.78094624938585	-5.83529827462582	-1.11181261200177	3.746128809023	5.3965975409176	-11.8355727033591	-4.01928304706851	2.34857964346708	12.7364291994259	-4.95048565370603	-5.11977215678881	-3.74402850707864	1.85684184956946
"g58"	-3.49508822668576	16.5758132816599	2.17794579265225	-13.8864922703425	4.91762305833788	5.25110242246403	0.112706373967908	17.5769435143657	0.414726239372462	19.7369861646662	24.9187917939106	0.275028216363955	18.5082522117822	4.9460108561639	-1.53342092270003	-15.0773280679721	19.5138198055163	-9.42490870999026	-6.71997376082594	3.76184737513799	6.27302650025864	-22.6087177958852
"g59"	10.1716987979503	-5.21986232034627	4.34354110577937	12.365017095438	23.8104442294495	1.38817229417292	14.4482319615089	4.81064887160191	4.14487500374233	2.92402859763456	3.27300949705249	11.8765865767121	-8.68561945009848	11.6703669045326	-0.511283915427728	9.11172272499473	6.81289671220858	7.58191009537953	13.1083120871578	3.46030508325793	4.45384634244065	8.85317658151763
"g60"	-14.0149069141958	13.4366770985117	1.20229038437218	1.10777088572531	-9.56441809955146	0.678554029996409	-9.37890112131091	-3.95439364152331	6.16689718044199	17.7831312516901	-10.1711817772356	-6.64518980462491	9.06273919338656	-10.8344469160992	3.08179481830615	-23.1706880609958	-1.26936070365637	-9.58989832116945	0.825292583010231	15.1144598010823	-1.30242051134408	8.98341154486332
"g61"	11.6956595204793	4.24699500427645	2.23477712751764	9.46090208065362	12.9499248886469	6.06622517643324	1.65791122716729	-13.2220290275858	-11.685970558468	8.78573438404826	-3.53239194567263	-25.7728215853253	7.41089191989139	1.96269888066972	-2.98233503186942	6.44050559179285	13.6900624609028	3.91035741380327	-3.41478063838157	1.76089400500285	-4.19562683935684	6.63235482813941
"g62"	14.1708615286866	11.5340823208392	-8.27080836133355	-7.4741395687367	17.3818897837733	-19.7287646158395	-5.25354822650268	-3.49634555257454	-6.67975765513998	1.89074357117345	15.425511106592	12.2251626671328	-10.5424287653391	1.98721273361447	11.4201475375099	-8.2264628574193	16.2827945627493	-3.5200912284112	-8.47265143446084	3.05185012507503	-27.5392398826137	7.38195582534629
"g63"	-3.287451370124	4.45368609461435	-13.8846966645761	13.1109529049776	2.42240829237359	15.983834690516	9.9888346914061	15.173722459783	-8.4464011950905	-3.3533184876728	-19.5877921463868	-10.0975641254307	11.7879517172131	-3.46412762817186	-11.4049390420624	-1.20359390611243	-13.576337016142	-22.0027261975524	28.1810350426156	21.1141987482841	-17.7363038506791	24.4174787687519
"g64"	-8.23451299059457	6.35569531758092	-8.49600615337573	-7.47346542257647	-13.3909318972727	0.638289472124251	-3.36135277884897	-13.361655933785	10.1970161164344	2.34989998375279	-2.09750773312706	-3.77732520215325	-1.73690026660368	4.88499946780419	4.94391802972262	-2.54122052398621	-1.18608118104626	-2.11942147909356	-23.284493949459	4.64959305529764	-0.631702251689332	-18.4084719185562
"g65"	-3.06061477351161	7.68664394854071	-4.48168880476383	-23.2095074142984	6.40383906839174	-5.44964114419823	-1.10294003648043	-0.444057749864885	11.5619037034764	-10.1435610251702	8.79870852438748	-0.670490129903263	3.32605114741827	3.41993315686544	11.9973377565399	-2.83063175838911	-3.39024916358832	3.43079251511978	-3.31037963190417	-8.81605110627921	-7.8212093396849	4.87860035263353
"g66"	6.71254244736645	8.28466645179285	4.39599526906279	1.71141734953279	-7.60067690449231	5.87199038583825	-0.0871395730462187	-1.08831486411806	3.9502356283062	-4.44731403494897	10.2362235722304	-7.8357531201202	-5.17375175915745	-14.9371147549704	11.8204958439986	10.0567479575368	-0.920270955095093	15.0295548518912	-13.2961029988077	11.8963691400351	-0.0145013953968763	-1.23591278065253
"g67"	5.29870783671781	-0.914015904677502	-7.4040394293536	4.31405569972337	-7.52300179878401	-3.92557429980429	-6.40681735736957	20.5624435336183	-1.46760731290758	0.392344799266479	-3.17017931874567	-16.9037067226196	-11.1941504214775	4.71549259027818	6.09102799766693	-20.536654614755	-3.67616816460164	5.67778513459853	-7.3561409938059	0.15645316471061	-2.27347437793052	12.5709716378501
"g68"	-10.4028684224565	-6.58745422301254	-9.50961275706315	-9.19615102331689	-6.54230422966034	14.0619456685061	-0.693215562214737	6.43921605405235	5.58275501140639	-0.376618161887877	-12.1232232547557	-2.8562662898557	0.139810646299028	-15.5591704074821	-7.27173444585515	1.13907154514495	-7.35233541067034	6.08079121541629	2.08618351786723	-9.03130231904808	5.27652333284173	5.56612624689459
"g69"	-4.46734465400947	7.69733981258619	8.92735109658046	11.6554206041768	5.01293910969594	3.29060019116031	6.31015047923406	-5.51935617730717	6.70512160640405	-8.09987855006785	-5.62576163925884	11.0749401265912	6.07377717456122	-15.8120280641015	-9.3643529948108	-0.596172778025593	18.2329724403451	5.05983786742449	0.831436824996793	3.74865686948264	-9.74977064755946	1.98010976954096
"g70"	-1.17676336812651	18.1140093689044	-20.0594507510209	-4.89230078719027	2.63918879553694	1.35203081409777	-8.32541102010281	-7.01050985340753	-3.50420986537969	-29.7221573121179	18.7923708781719	-14.2212812967584	1.37261642070817	12.9438969752641	-0.584612561795048	-17.0622377754181	7.64310022863356	8.12452558574986	-0.105167677004956	6.22827604467872	2.82081186535762	6.21255502033919
"g71"	-7.45119862517521	-24.100142147467	6.31015811671156	-11.5037044920289	11.9301466932885	9.09920115076567	-8.492414120969	3.49257392590168	-2.58701267391545	-7.02848030108707	5.97487259849827	-2.72747529719374	-11.1744246364271	-8.21364221143393	-25.5140877689392	4.64251465202325	-8.89187116694237	12.2916076443723	11.2071765469151	2.40395030042516	-9.61906579643766	13.3917649965072
