"ctrl 1"	"ctrl 2"	"ctrl 3"	"case 1"	"case 2"	"case 3"
"g112"	5.85718214435515	5.17020625351285	9.98009113923501	-8.41667588776184	1.57096009767118	5.26200505073492
"g113"	1.69955795514412	-5.65261710009376	7.65879990093023	-0.655082593481047	14.5855087267988	4.1375910667704
"g114"	-8.58627258733897	10.0602908829744	2.38199742981609	8.44266032943728	12.4454218856969	-11.9288630331107
"g115"	-4.82197281086182	5.07573912363657	-7.43412928657618	-1.37560970458312	1.02821387912892	2.42458523143881
"g116"	-14.3014650537323	0.0951118011105875	-8.77412248978011	-16.3347234528351	-1.74588552500435	-4.88647486033149
"g117"	-0.172787023283276	4.04002636209567	10.7029928463203	-17.0797417077939	7.54852366511546	7.91753997419603
"g118"	6.88886826054604	-1.47513377475343	-15.2903732733777	4.67288194262844	6.17576803629003	19.9181938672938
"g119"	8.77313654014193	11.1837928299503	16.4299593969004	9.42874245048642	5.73018040251205	-4.48041171780701
"g120"	-0.33237561908627	4.44339783564102	3.65659097170618	-8.26393171735202	-7.53297295464999	4.40000175468644
"g121"	7.39675600052256	8.18195676050361	0.98786555155845	-9.2657614816052	13.164308006845	3.71015846470456
"g122"	6.23811344396144	-6.2744122187496	-17.7652368427487	-11.2058935309103	2.91495774244264	0.110082883204923
"g123"	6.62224580817911	-19.8791921419628	-4.13906234649737	11.8850403918639	-10.8241728206946	11.338477580957
"g124"	-14.9843894258418	-15.3628611891542	20.6018337051121	7.1750638881186	-4.32503682452364	10.0159163144317
"g125"	16.4019078653773	2.23545171626714	5.12028067167659	-10.1524184572676	-6.32565104643697	-4.95000951708388
"g126"	-8.46147623006448	12.7006968399532	10.2198205904494	13.7915045895258	-12.3671398801935	4.41658888103191
"g127"	11.8765319117452	2.5675656025561	7.0000554871088	15.0894594575106	9.51680622509977	-0.876421227077984
"g128"	-3.93345684616	19.5201784890411	-6.74421534173916	12.5587064481412	3.63197670975106	4.29744751019856
"g129"	10.0396647251965	-22.7686748591853	8.46701739498308	12.6565641518272	-0.00962999961249051	-2.76749415889237
"g130"	-15.1386595214674	13.8237430214778	-8.03120109776931	-4.42811884861594	4.11108183076975	12.613084576703
"g131"	-8.29565385408688	20.318124042041	11.2275499979779	-6.55691073572833	9.40629367216903	-5.83856325221931
"g132"	1.24563531369861	3.39036951396094	4.3604601460018	9.36971949205327	-1.12541608287646	-1.50811520585277
"g133"	3.69052611882211	-32.6732387097403	-3.07712056075601	-10.5504287229405	-0.574868221978953	-5.05906250473069
"g134"	-16.6722645174749	-3.71946103079416	15.8377405848526	10.0161891908048	-2.42642036098724	-0.747730935339213
"g135"	5.2105722910903	-1.7944515651158	7.27948280129311	-12.2273318857684	-13.0347486408992	11.9099332679809
"g136"	5.46928951304954	25.3833786965315	-3.53782878234492	4.5869505922352	-0.800378706028838	-6.04942169982557
"g137"	0.139211071207681	15.6040424816051	3.07835317559919	-5.29560180786676	9.59698070458923	9.37528620954899
"g138"	-12.137950739888	-19.4866123899393	6.12034970840127	-9.20657411239344	-6.61838159252478	-5.15238152055655
"g139"	-12.0938130958658	-13.6526164801263	7.64164590309379	-6.70960273540615	12.9572595576921	-7.50645854400989
"g140"	-9.43688160644046	9.06824175350345	1.20165395333524	-19.4353964909099	8.24464543186554	7.878837132219
"g141"	-10.4349379745099	7.27235460878397	5.00381382052583	-5.89610179826888	15.1348037550606	9.74866123841391
"g142"	-2.84122683032563	-1.4604236180201	18.3493069632407	17.3702843396011	-22.243755376547	11.3068576443106
"g143"	9.85689116749527	3.35183547521213	0.17008152188979	-4.10204626291626	-2.83661602941687	1.43231174398063
"g144"	19.7926277619512	-10.8161589332935	-9.05695464790869	-14.8820695198586	-10.9822296166954	1.13720457034344
"g145"	17.8423381495921	-3.25410068314424	5.54760254399657	-3.92921201400043	-16.6247491321923	3.89750753052298
"g146"	-16.743223882115	4.13278675009576	-6.57877637548087	20.1473373944831	0.199216699341081	-1.70939644958177
"g147"	0.446480831460496	-3.48044203198259	-14.3174336035043	-7.18709792809983	-14.2230904136828	-1.83087704155954
"g148"	2.23745922690967	8.79119508100326	-5.99463821659497	-1.3363208842194	-8.83553689880003	5.957868516855
"g149"	19.1850149000922	-8.94127092926174	-7.46221630860097	-5.14085773730968	3.65121522433721	4.71447531016578
"g150"	-0.151576764286613	-7.20716399812993	11.4338128416298	-4.91321148052437	-29.0848509777603	-8.89836046298164
"g151"	3.21063043853642	-21.6374000332415	0.144082911994655	-19.7562933060909	16.8539147536238	-22.1322510813289
"g152"	8.04570595114644	3.70596902205025	11.8324176694277	-4.15832504458326	-6.41908388835122	-20.472158948678
"g153"	-8.47442151240386	-8.97836476728781	4.60540939166489	-7.94433875531434	-11.1621237207626	-10.3372682432824
"g154"	-2.17979988074915	-1.32910596597962	4.17424841340891	-7.16495324550614	2.46251997727566	-2.33314926094233
"g155"	10.2076640215512	3.01579734574044	-3.84865830019989	1.05613883550872	5.15492332715559	-1.09105347337116
"g156"	-12.9589236649844	-8.31058431800573	-4.77242364742097	3.76598637154891	-0.204452185190123	11.1198885057859
"g157"	-8.86906967143312	-18.0760951614614	2.32219873552287	3.43811928927909	-4.08236460925419	2.79669452150819
"g158"	23.4092732559498	0.575254247823622	-5.81824059151308	4.40687300014763	2.89398244122582	-5.88636271943876
"g159"	3.41752559147642	-1.8014576364311	9.02505476028819	18.3011991556657	-2.92319304890872	-12.8468223358549
"g160"	2.2009256472684	-1.70395802045371	1.87802471596133	5.93310422472145	-17.6998235997716	5.18777887153167
"g161"	4.67728892471652	-9.91640574287221	-17.141966405457	-1.23908477586811	2.36610550790213	-3.43537874752835
"g162"	0.329462232185308	7.57507412219846	7.31838705134639	0.915180508272699	1.70333289250945	-14.5946854342092
"g163"	14.1510888150851	3.23507260400315	-18.6118049907701	3.3101157535388	2.61027310300422	0.23953796444389
"g164"	-8.91229967129012	-6.7226692293129	6.16891006254494	3.13364792668888	-6.14607793311198	9.7911196906529
"g165"	11.9265291382847	14.8701225423876	-3.50034861670462	6.91976864692942	8.75182116038499	-10.1547538896315
"g166"	-4.28463041631335	-19.4455275020243	-16.1299195497667	2.24102989868978	9.67877510876733	-4.46034907978136
"g167"	-0.613205281572104	10.6557000700804	4.52144774664759	-2.41193710585059	2.64356660131071	12.0461569832663
"g168"	-10.4534950143191	6.66865678492376	-13.889970479738	-5.38140565315265	-1.43717877766577	5.16526350601851
"g169"	-7.83129251181928	-4.23531972300695	-12.1316892869261	3.08713322054958	-9.79724261664136	13.1792125111263
"g170"	16.1520612090772	6.34488967119325	15.2639854534966	0.918323345844842	-4.14377728911947	-0.831138519953205
"g171"	-7.01103056950955	0.475453422682676	-6.22234003160076	7.6171085639532	-9.03167441374832	7.98694394381961
"g172"	-1.65756995097111	8.16502718223602	16.1539604105699	16.4712388007245	-6.82580150728757	-25.0436177067546
"g173"	-21.6364043525645	1.21211670064829	6.7164757803884	-2.99252250427683	-5.36658120654667	4.51819452342035
"g174"	-2.34151112672779	-0.520027202466573	6.21933301435648	10.4371476034375	-7.71866062564265	-3.66927181390973
"g175"	0.888970487798404	-7.22618187312114	-9.01593745858431	6.61480905261043	-0.277421772522323	-16.1476306335692
"g176"	-19.2133768956619	0.282375527202116	-7.17111530141532	-9.28852141460463	-22.2148003914762	-6.74619442110881
"g177"	4.41137479775667	-11.7289057408272	-6.47767256165048	4.84527325500637	-23.3074625310624	5.4830653527649
"g178"	13.852453314258	-9.9897783535636	3.92602619892187	1.02756773866436	1.15908500890374	-18.5258779146926
"g179"	6.08672365471713	-13.5618981151104	6.43317131970436	0.872329280289362	-5.13668582849134	2.75181465005409
"g180"	10.0685060447336	2.41095778620439	7.15258743840576	-5.91616864464784	10.9214300969995	1.99924317132104
"g181"	-2.8326861597011	-2.36667305282938	1.34098811669269	-11.5383801229698	24.7810010078675	-1.81683566553651
"g182"	3.63704545999202	13.951636316447	-5.98869092514487	-9.50759990011079	1.29587876037745	13.2917644713146
"g183"	9.02995710301551	22.5669713910009	-0.955064518962956	-18.2712217565609	4.45542060964778	1.90622419288284
"g184"	-1.06721232940137	-5.29624114847252	9.7135808380581	8.23969737352134	18.3601647727954	-1.73775521331739
"g185"	-11.2027410075843	6.89399927083743	-7.03335822026261	-9.50571702490947	14.700018744112	-10.9227488944781
"g186"	-1.65584937682188	-11.0775392644048	1.53715048641622	-13.5349952895716	0.0665986276850311	-2.25224356048157
"g187"	-3.31274462594733	0.618063836676827	-1.48306562674167	-15.9655176366466	-9.28690854602899	2.53555740843776
"g188"	6.75441207152356	-7.46653452636458	8.13272003687216	14.6227301695319	-25.8341104845515	3.83107374545609
"g189"	18.3877801431787	-0.119673987752918	7.48052795583244	-8.16759381551479	-7.2541218395292	0.283961400078884
"g190"	10.6646551982702	4.40707578040916	15.4121406371956	-26.2806291985869	17.566236503941	4.64433041396358
"g191"	4.19146330017516	-15.7599182205873	-9.14695403400364	11.7013771142769	11.9357626874015	6.81232944784464
"g192"	-0.164248782127433	-7.58523460481489	7.35821538732517	-2.34032649150668	7.55053201205187	5.95362318707392
"g193"	19.1231734713857	10.1246943359681	-4.38798970152079	15.9557985096992	9.26710735211047	0.392331802620158
"g194"	-1.60170180337576	-21.5145813823489	-16.9677271275954	1.82804078468367	17.8837368811593	-15.054244172803
"g195"	7.64366098510658	-16.7653565382487	14.6982363134218	-0.980339321298407	-7.3486392112902	4.36824786584132
"g196"	4.53792773917052	-7.72939654366307	-0.347209772935546	44.4663605676944	6.37735584657735	-10.278630936388
"g197"	18.5751262495796	-11.2949627161926	5.91947219950872	-10.9413866677597	-13.6371679857872	6.17039497057433
"g198"	-9.97779898106198	-2.81739134499642	1.89960599572861	-4.09372707599928	5.37968435216772	0.0935688245311359
"g199"	-1.71088842763474	8.64008675324633	12.8605243017216	-0.822804298971012	5.66160905271362	6.94970365808321
"g200"	-3.87795990817334	4.76884905052625	-5.20150106114708	-9.40900717094424	-5.83246650062168	-0.439519286457199
"g201"	4.20972006000065	-2.92242199432829	10.2844711161622	-16.0547987562165	-1.39345871007716	-15.1584977011729
"g202"	0.745290778077277	-12.7294960533936	5.31868007048962	1.91852718205948	-14.2304985616679	-4.07903681410284
"g203"	-1.18686391993624	13.4774997541872	-11.9027101100011	-10.7994808462406	0.0776295580696515	-7.87248052872985
"g204"	13.320326024343	7.604883762942	-1.80106228339426	18.8443462346813	1.0744539649167	9.40487243529021
"g205"	7.9567026363538	-3.92271520109105	1.87143823141431	-0.765097558381445	14.1627797504901	6.72464175690072
"g206"	9.19397432330076	8.50519942147044	6.98976402592829	-9.87825333324789	3.76788983327248	5.60876705516591
"g207"	-10.8657963709189	-15.4889084552205	8.2304939331761	-7.9612654784381	-4.46483230397359	19.3635453703196
"g208"	-0.880802087218589	5.50764238960749	-1.06228702218109	-11.6973237057131	-4.33478857028509	-14.8130804918273
"g209"	11.6043571059635	-11.237803776218	-0.361179438205709	3.55723250880672	1.2843163775683	9.20625812302802
"g210"	-10.2211648587559	-0.965536966510416	-4.18983263532295	-10.4961579444147	-7.43929491554715	-11.386391047825
"g211"	-4.05413074552407	-17.0470938238084	-2.11813781970307	-6.78603125179916	-6.46742290325813	-17.6545328523584
"g212"	9.31724769020961	-0.474019739791857	10.0630749368073	-11.3836922442592	-8.80343646279626	0.590913683371794
"g213"	2.72030333610224	-0.0245987559633255	5.78456450605166	2.35941195718145	-5.87838641616851	2.40784055609665
"g214"	6.11328427939625	-10.6493251504176	-1.44145051247699	4.4333137377902	2.84949001549344	5.22467259576584
"g215"	-7.64514767973419	-3.49925364015783	-8.40104752266588	21.659029465679	-0.233534538359177	4.25965711353817
"g216"	3.4595534058311	-5.30290343677882	-7.76810223849624	-0.322941133231461	-1.76505332387664	5.58128030119512
"g217"	7.11426891723593	-2.51452253653503	-18.9797985779334	-0.76276696162904	-5.96070761364051	-12.249167745167
"g218"	2.59993411476142	-0.340066735334521	-10.3587963498453	-6.70316640256007	6.32754967803333	-5.48356632172769
"g219"	18.8793065894649	-0.497382451307642	-2.30922880422989	-1.61224319352319	14.6422800547326	6.36868968910429
"g220"	6.61163087355404	-13.6279832218794	4.1498160921618	-7.90180129450534	6.198727882633	4.84449244534185
"g221"	-8.45124370564584	1.25645324806777	-8.31694833582836	23.5627807295999	-10.0648609796212	13.7512149634502
"g222"	11.722921422194	0.510275639041508	-6.75779786614522	11.7581370567562	2.83636872507566	-12.2184343349824
"g223"	-3.67515520360616	6.90141732407336	-4.22056487370225	-4.00396019182833	6.97293461595392	-15.2011495042231
"g224"	5.42633689880081	6.58742297879939	-12.3070286538286	-5.87419563868642	8.07830001767653	-9.28576533574223
"g225"	1.31071407247333	-12.7325620960616	-8.37701927829215	-2.27541468411437	-19.4382861141477	1.72412587364876
"g226"	3.61156163114268	-14.4889841349492	-2.16013161577595	-0.749817242302844	6.25913096212384	9.73615004062908
"g227"	16.6285324899472	14.0959731885096	6.96954160661351	-6.67276872494941	2.002266180763	10.4222134896549
"g228"	-1.21905529985601	-2.04046125489626	-8.42328045657509	-1.97039077023938	10.7762449031171	15.6281104978563
"g229"	-15.3029046678488	2.46966401542955	-4.5181215527284	-8.49962146380452	-6.96831566609412	13.3765490588106
"g230"	3.96874823687652	20.3708736866465	17.4964577014629	0.636148749015968	-5.58789692481656	-10.8189456646952
"g231"	-1.75052161195372	4.27740461760916	-16.2874625885649	9.90697340221613	15.0503426134427	13.0045389597771
"g232"	-6.17925361192368	-1.71917408951474	19.1949122209259	6.629000812205	8.50830411999565	-2.13115552592021
"g233"	1.68576944351974	0.584054679277695	8.11621455100624	18.539013268862	-16.7870093002109	2.18876030409481
"g234"	2.04770192833062	-18.1501139611551	14.3755711165336	4.42093355377775	-8.80970890976087	-9.39317159590478
"g235"	-15.7376440080019	1.23113579588246	3.77137553797238	-6.58757264768401	3.01222823851591	-0.415982495910121
"g236"	-7.25594573241292	-16.7812533803876	-9.07841430805002	9.82865062549966	-9.54792175316378	-7.44514233251666
"g237"	-6.15807837766608	-5.63745148474039	-8.03833290532984	-1.68042749088581	-6.42523930940497	-5.61432276048122
"g238"	-3.82149188018157	7.59876387781929	-2.60270991783029	7.00670634880936	-6.88497471077922	0.885412012597426
"g239"	-7.25376537043926	10.8626021925039	-2.48402710026281	-6.47680781411162	-3.63196220609694	-2.6226365277983
"g240"	-14.3189990954973	-11.2158100151343	5.29479991213878	6.86651639497017	-2.37797766619102	-1.67785359723887
"g241"	6.96834352674747	24.6436157853092	-1.3127578916576	5.32152916632902	-6.25132477023458	-14.5289488175611
"g242"	3.80020327709301	5.67135421213935	3.03714056111138	-13.7544343826837	12.9522062655086	10.7933083710348
"g243"	0.692307286932092	-10.037090734432	7.25351098928634	-7.52021909904276	-3.24094186622058	-0.447305415221847
"g244"	-3.95205799519525	-1.92465181976563	4.9542821859288	7.93150734043909	-17.0999668854616	-5.76808194271566
"g245"	10.3218911900058	17.7353243867204	-12.6202407286572	-0.778525366197932	-2.98680700005909	17.4638557139549
"g246"	-21.2951709608122	-5.40221357081812	-2.61093651948264	8.89212557782313	-3.81026332086863	-4.91048180253128
"g247"	1.99077453322497	5.05845481423758	-1.25972605345938	-13.1153366339519	5.2805660001728	21.5939970666864
"g248"	-8.76907908568103	7.81529908699807	-10.3217674355133	2.44228039224936	2.44343840957741	-16.0160480039493
"g249"	-2.52576434211285	6.58471180652903	5.90138669566321	0.141475259667719	-3.00164742452307	-6.02121847751031
