"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"
"g11"	5.22166547105363	-11.3869391663296	-24.1798906625981	3.6053299407545	5.02502531308964	-5.9936272344042	24.5144152966177	23.8511133190055	-3.84126024701694	1.11184366797458	0.220850767780009	-8.21697777561717	8.11086473893111	2.9956632554644
"g12"	1.79921418717488	18.6009617847174	8.79649687740885	9.90335513009534	15.8581853538948	-1.27496360235588	19.3537897984894	-1.35894919053211	-8.34332332281059	-0.822813082046059	6.7374629759637	2.68327635308563	-4.83402545972392	-19.0334994014988
"g13"	-0.793672158763837	-1.1766614538562	14.4458654532894	-15.2221044938446	-8.60969339651172	9.03321316588135	7.35623574690755	4.32221186903537	3.7056236955667	6.36879775199202	3.28460164647806	-7.12971792197015	4.19932903540362	-6.92875161483011
"g14"	-20.755504913573	24.599835821238	5.37228638223757	-6.21525831948609	1.22101605581393	30.0063851192127	-3.81687184625267	0.788965084023289	-17.6132535734165	3.7992480745411	8.69269001220776	8.57188471379294	17.1342462657611	-9.14530852406877
"g15"	-13.5967270027123	6.71411987976356	-6.64516140765977	10.5117160888154	7.48709252229525	-2.69926995278998	20.1745817108044	3.52167794920898	1.43138906481132	-7.94200053190141	9.48690095649735	-21.1943409903247	-6.96768782148277	-10.0822657751874
"g16"	-18.72869394675	-3.06870052528364	-3.63986562804438	5.57189838922995	-10.6591989068596	2.4632087256674	1.00327871827866	-0.311505593559079	12.3088897514668	-11.1380650988915	-15.095753582381	-12.7198622963855	11.3087529326985	2.33858349455072
"g17"	3.52543694857708	6.81639055581044	3.71008182519747	-5.32326065219912	13.3197943132066	3.87630927486972	-2.06379798634288	4.74603664184802	0.883261702402343	11.9516754342109	-0.0622742356001985	12.2669083072824	2.23397163521889	10.2807507960768
"g18"	-13.0377705437138	9.24036409103892	-4.80340991136446	7.53856463376855	1.35237444812572	1.60602027596837	-0.268405387837434	-3.22162248364302	-11.821606726501	8.50895310040719	-0.657957066937684	5.12014034799593	-19.7708183361005	18.1603935003787
"g19"	-13.0720263683956	-2.83313273145095	10.254044174497	-10.5623954792352	-1.43839218807601	1.3234100276619	0.851082964645902	13.1287775762936	14.2890472334276	-9.40340858058168	25.2633845719082	-7.26753843682253	-8.37508367455077	17.2215151368085
"g20"	-2.38824327768279	-9.44954268301011	-5.422976871666	-8.42409574598329	14.4303890914351	-11.1514571387228	11.547376469659	12.0064157705319	-5.12526281141829	4.02416727665576	-5.57376524089753	-0.86207996148349	-8.47681911230103	-14.7517084510791
"g21"	-8.89576870595988	8.91476732531934	4.81102423469586	9.00065881741193	-14.9270685155305	-11.4539205481225	11.3565819222183	6.02283299477357	-2.52138139048213	26.782530038741	6.25818060973431	12.1815953176391	-0.227717705410198	11.0941928432189
"g22"	-2.07123954744744	-1.09072204682994	-6.23969456423265	2.79898095915601	-26.5718001307112	-3.47085103041413	-14.9749265639463	-12.956107194954	3.3847294345914	-4.83886641603789	14.0393755773321	3.86661079759613	-13.0119940978156	18.3979535030681
"g23"	19.2268196406561	6.18148715067751	6.35483859518385	-2.06042267400431	17.6296990526353	2.80838299708538	-8.76704462218732	-17.2463363785346	1.02685999020612	6.66536808283509	1.60737998257468	16.5823367687032	5.81690260902482	-3.58776798036154
"g24"	3.99238530588854	-18.5113394901459	2.65619345759889	8.61548362761908	7.72318028585566	-5.19811851614424	-4.72057809094549	5.07831053099846	3.36765840873222	-1.32755202461106	-2.98890279085773	6.8882220441104	0.282722616548255	16.8880254252924
"g25"	-5.87666768481629	0.17460723604118	0.594746963422077	8.68664700121474	3.95350911775912	-14.4658587922298	3.3603858922049	21.5627452001537	6.61350401303605	3.25852705554971	2.50598625971815	-2.16162310045577	3.99125274855086	-0.628356961930394
"g26"	3.72274649413752	0.978202296958554	5.02625380332342	9.19801225516963	1.13451719366572	-11.3516882603803	0.503482824661033	-4.536421761426	-0.178008610328852	-7.55119707432542	20.4914461218788	5.36860747989891	3.10473528205114	1.19918640949735
"g27"	7.47781844874148	-2.15388049149009	-12.964229447959	12.6383671518154	6.01272080804726	2.06258943367288	-6.54312418740009	-9.06797398611711	-14.181563371019	-19.0488826051619	-9.17105876095709	2.139660348478	-16.6529926321699	35.6977038100732
"g28"	7.6321220597292	2.60285260552631	-5.3736919089503	12.1318822450906	-4.22535487821234	-7.89684936466927	-5.06058266581157	0.47946479813426	-11.4189404972044	1.58010285502536	-9.20997295635027	-10.2074231498724	-6.32681902187633	-1.40809288108584
"g29"	15.9930245366768	1.78792362303906	1.94208286138853	-8.91322998290587	5.05168028913792	4.9123843760207	-16.4112335368069	-0.774925352721652	3.71362806636136	-5.10136203128872	7.26806837492555	14.8999897885251	14.3871590043672	-15.7790255234976
"g30"	12.3473087045869	-21.2981848718442	-14.7680282894929	15.0920905427459	15.3772287263668	-5.19474043176175	4.2474057399357	-8.21214699293886	11.2130904617778	6.42753616946226	5.18262216788942	18.3039678361424	-3.45618437548239	3.73339379467406
"g31"	8.58355315557732	-0.948520029945814	7.73403463479475	-8.79093579894751	5.69116395585418	-20.1333779521674	7.27001893582287	17.3353150227701	8.30989594866419	-20.22665692862	-11.9275023773917	12.9825611994603	6.27181319389332	-8.28111321579628
"g32"	6.34554840293155	7.75345886803981	-3.14167070002632	8.45304544087237	19.914016127343	1.02242871852395	12.8201536302868	-2.38595903711893	-13.7882520331828	-18.9996869910201	19.1034846860858	9.92600603743396	11.500399676758	-0.147765753943957
"g33"	-3.71004253560475	6.40261984074739	0.782449661206417	-8.7776555600512	-4.03446384246752	0.0443878947225302	10.2018896546259	-7.61238550818902	-1.85277931717496	18.2520860838586	0.515207940442397	7.24320920247941	-3.01471432417233	3.79911519004975
"g34"	-2.77677523880271	-0.449804793253988	16.3301901739225	4.52541910984283	-3.9358560824402	1.84991177701547	0.0753280919509067	0.228073112662172	-10.3436215490895	8.77902476516392	2.95283225932861	5.82984475693243	-5.20374725096341	11.1091042578563
"g35"	-0.0268596453052486	-2.89946598921952	-7.3560761315738	-16.2691908342266	6.92961667969919	-6.79064843936035	-17.9535010281482	12.0549816126244	11.4544880056679	6.98056669052587	0.709988582321876	-1.90633061522618	3.2796056021528	0.665499047004991
"g36"	3.60493403353247	-6.60133048464611	-13.8471612644138	14.0331819931339	18.1906894679612	-1.13103622846672	0.729286835341949	5.74732219619454	11.2490493899474	-18.5458002441214	-4.84842074632836	1.38937979895801	-14.4109330035694	-10.1184862109465
"g37"	-3.62384165193106	0.572915457808861	4.98605109492803	-6.37425339273067	2.13907509865574	-10.8282216792987	-4.00585016539883	3.18401376723585	14.953988227009	2.5229267727564	-5.30162244944599	8.00964003068756	-0.896266088333817	-1.32447147328055
"g38"	7.06269592304695	-6.03881197311708	-10.0742599756813	-10.6432802014314	-0.022534005553824	-7.17700034504666	4.41977265499158	-9.60050455738885	-7.79292801940181	3.80578863162983	-8.40030983653251	-0.816839047379275	5.17119991313989	5.55123710515896
"g39"	13.7973118179777	-0.669727668804533	2.78531995752703	-19.2904620152318	-4.09722782741098	-4.81366282703737	1.57210899244975	8.29879683196474	18.8550014568138	-10.2163280504524	15.9050600880267	-6.36782500982324	-10.2679791344312	0.647660507953011
"g40"	-7.01852354356768	5.13360857683325	-21.0334592320301	0.467869490943982	14.1358261921828	4.94914726701216	-9.59880586737248	-4.0556752856896	-1.38462106942136	-12.7568886096991	-15.5165962555293	-3.53753788465314	-4.28964349220761	2.95076881355627
"g41"	-1.35289095445899	1.81612151105109	1.53093519044958	10.2671106712022	-3.99774446924109	-2.04004425916223	2.99880190511069	6.05367684233955	-6.61322226768789	-5.96976097369378	-5.76966470368694	-3.26765336495528	-7.44432412821748	8.33946487616409
"g42"	6.68891797071254	-8.31184446571513	3.76513635496643	-1.82819507148386	3.50074305750277	-7.00705710442941	6.68127735428896	-5.72462507715946	21.5932030107546	5.29259933055459	-2.05571212515177	9.10547718818775	1.99442124684602	-9.04177452539915
"g43"	11.6846881500697	6.00734447655563	-18.9409428973259	-4.91731460810026	-1.46156676392733	3.46599223489216	-1.26676580132738	6.09320640709871	7.68865656981813	1.7515762152982	13.9119971731834	2.86362556087704	5.51501639890269	-1.05687782895399
"g44"	2.29763551476122	-5.49999999638105	6.15515832420973	11.3074285688577	-11.9765649271366	2.82312957259063	-8.40217009356084	11.6507677231082	17.5463846756967	6.3579544531165	-7.67858153129652	-6.83777110822386	-8.38554689527585	3.28102583656998
"g45"	-1.11226557509551	6.79916432503026	-10.038575255814	16.8783741770361	-4.46364787942491	-1.15805374831916	7.34437757973516	-10.3499316679819	9.44337989810119	3.03224189980147	4.43866554283644	-10.231580436039	-2.21454562117022	12.4250857041702
"g46"	13.3941769493439	15.4254608421534	-3.15580474345069	4.96918576762989	-2.14325849583239	2.91775709379782	-6.43646625170568	-2.77873270570211	-3.81887917458947	-12.424988311763	-8.3783509767605	4.58951126113108	18.1616839510631	4.73183712835603
"g47"	-6.67762269429828	-2.62302843184864	10.2926697533876	11.7781875340287	4.02982492198049	-3.18701800639651	-16.1571549154481	-18.4991476539981	6.72988275963011	3.17231454693289	-0.737964642571138	0.548932465600731	8.71109168799009	5.38141275988934
"g48"	9.75368152386168	-5.30545630728282	-5.07052269618679	6.55664583150568	12.5366746681556	11.1451681408472	-3.30878784958557	5.71317281970753	-2.51320694759651	18.0914578963693	3.6827360290305	3.56577362802578	-14.9771483856122	15.5812860530939
"g49"	10.5400582863693	0.0360022308583071	5.28733722953198	-3.12270725886501	-10.127637767451	2.02596619759118	4.68684733961285	-9.08469808829152	9.00597558007962	17.0223337390309	-11.7916000567151	-10.6744537021136	-16.4179034295466	2.82895554559647
"g50"	6.39286213546687	-5.37135254770564	9.51703331026262	7.28126114985607	-2.45601070611745	-12.3745519804882	18.7786996787047	3.52854172063484	7.33372543087075	7.93129917351716	10.2150943913958	-11.5108090149721	3.90463550876613	-5.84269446630799
"g51"	-5.67511069618339	-21.0045440021138	-1.66490999819547	-11.228685037906	-13.1318014342667	-2.42391306365276	1.269377766264	2.43406211327523	-1.7892287664698	-10.5995952565116	5.67700352919775	8.89728433357091	-14.8191216590177	-10.9884745797405
"g52"	16.3988683503131	4.30238495673521	7.22269079964078	-0.761751407529235	1.75408078768644	-10.685537073847	-1.24164234613574	-3.1727986908762	10.8617350640178	17.563329086676	12.3928136725673	11.8818410019025	-15.456204455548	2.69636412446789
"g53"	20.1590039463214	-3.24535125231505	13.7688573819436	-0.687978694451654	2.47803416312215	6.0433414591115	18.785379796053	-7.94304548219724	-5.77351136370517	-0.565610129447302	-24.9356532212498	-8.23105605469773	-2.25229506482717	-0.242267709440149
"g54"	-9.10931596747575	-12.9431761783301	8.9379495189863	-3.87394370326461	-4.62219276630664	9.72999425604186	14.2959802770123	1.44984977925058	0.21634851782637	-12.6216059644443	-6.99278963442154	18.1750059353841	-13.4313978239631	-5.40153255943436
"g55"	2.12007917312318	-13.4240503924328	-32.6389839572709	-13.9343308280044	-0.810361013999548	-1.67531119810791	13.9438370035141	-8.57595715764505	-14.1166477511966	3.06686595543332	3.95395564149364	-2.55539931211624	1.88642078681221	11.1036277243343
"g56"	-5.26497415983368	-1.53704809098709	-0.958552105805841	5.4547974131031	-8.90900455847255	-15.7620125587426	-5.0826241765984	6.35920436173081	12.6107486312217	9.38648307856053	7.95026881376272	4.60522137941247	-9.3842289903439	7.5131364943717
"g57"	-2.71837930382686	-6.79379091760184	1.64403444562615	-0.0373072290044566	-20.8566166686478	6.61937962397586	7.40465231689272	4.68855263071723	0.663464477769302	-6.58466502729263	-0.102776494892034	-12.8500508381014	8.80499105684378	-2.8461043952468
"g58"	18.2737542497185	3.28695050113089	15.6987891455678	21.2578974774628	16.7258485449296	-0.776055843655546	6.40580377109895	-9.40004164887604	4.98828382331211	4.25296367258387	8.53111756826318	-2.08076095181735	-2.18091233619221	-5.00585294374643
"g59"	2.81550347108628	2.57964473663293	5.30489980481046	-9.9918703310266	9.68728247523451	-5.54996157848038	-11.8311317649475	-2.69638440407249	16.4424464425199	-6.06878466203054	2.34853062098772	-6.50041916087772	8.55006484797065	6.14859394806185
"g60"	-1.33018640073382	6.40140818999605	3.72482201597736	-3.98533868232555	2.79169279948265	1.05780156643869	0.671270740332122	-1.72348390099246	-8.92172884402754	-7.80858150019494	1.73138961766553	-10.2831253685923	7.16416933254267	10.4163945152482
"g61"	9.85512716927887	-2.49139750694601	-1.55174315306574	2.18914399637761	-8.99794683405813	15.6984759041888	-15.4802718657686	-5.51305789532761	-3.19377698703726	13.2135021284973	3.02362447559452	-11.0763951179242	7.38734743763259	11.5289660277887
"g62"	8.59732501939873	13.3482439385768	3.37228406176583	-2.04655442011021	1.63117439360064	-0.333249108543238	24.7657860254643	-16.5444622869817	9.36380722292121	21.0139946399396	17.4924825468359	-14.8161943068519	-5.75588826207804	13.9410590805625
"g63"	9.01020981147133	11.5972453399458	5.02660837526908	-1.67960257637655	6.59205244802619	5.98501933122253	6.87968123154154	-17.0924719027259	6.11978393287894	6.12461814969224	2.5033546545301	5.89179785629642	14.6923220590107	-13.158205166151
"g64"	-11.1709999103842	1.71083506982107	-9.5053267874588	3.8643539634047	-5.01646567739161	-0.67079265455425	-6.96950638508563	-10.6854408542603	-8.56724897585997	10.4501753101936	-6.21414635737728	-0.794892235813994	10.4908122288472	2.03082217726874
"g65"	-11.0270987318542	-3.816932694836	5.23851278440451	-8.82399095130171	8.06244179479598	2.83788660160456	12.7812873925059	-7.36323837675646	0.953334006055504	-9.38060101413108	-16.9903653586714	-0.493874335499062	10.0546217027629	13.3037621187151
"g66"	-15.7556701768924	25.7616712861974	-2.59909258391452	-1.51592562497702	2.30282944982834	14.6122974528689	-8.58107031551191	-6.29792925187111	-4.80428956984784	1.30130663803857	2.13636330506664	11.1351664675202	4.42503699457236	-6.49417962593521
"g67"	-12.7666531604875	0.985450286167809	8.79102518085151	2.03828219830063	6.93491202722562	-7.83898041864067	-0.00296853693863754	16.1330391916368	2.61099345246191	-2.23521497225298	-3.04955114345789	-11.5261706875847	4.83037790452644	1.12992922699007
"g68"	-18.5836674210322	-9.44151410592842	4.37167755571837	5.73090072676308	-12.7993148338694	-0.333004387761908	-6.49947099564169	3.28145609191783	18.6663033807042	4.6439990881875	-8.89710185807153	-9.88110995538355	-9.70676921233245	2.00268113097713
"g69"	-2.8244758927825	1.63637133254372	11.1183973789541	11.496771255708	-3.20600241210657	-9.71229549062117	-15.9534454090483	8.90355336501511	-5.22859662241384	2.65567503421725	0.892167433946116	-7.34751024553117	0.515056998858611	0.878170020758072
"g70"	2.05840912908526	-18.6076817985893	16.6246885394843	-9.90993476262305	-2.08512715348889	-9.51357304634097	-9.64457383244352	3.62287548756129	-16.0026911144803	-5.22590422570641	13.4251851610473	-7.48361213756039	-5.13123824592501	-7.64841546468056
"g71"	-1.12629562536896	-13.493986652541	-5.55087860379125	-4.92154036568265	-4.24479513663647	2.57160958766692	18.7384110565481	2.89267910851469	20.0926541962871	-2.58420255875397	19.1947515860831	-2.33800958731483	7.42573586358127	-0.0586929658726595
"g72"	16.279427249534	-9.58420658549101	-2.07282717807142	-8.3804549826802	-25.6242980917204	-6.22224750209501	-7.48645809750805	-2.59878246915306	2.50839321821953	16.91272942065	-4.62870910571211	-16.3545050011878	5.49657356532021	1.90768015060975
"g73"	0.754322418095483	3.58038334751264	-16.0959885054364	7.29801736835162	-1.1178282518675	-0.533101062791781	8.2581993379122	-15.1422098693406	5.11559141578371	-8.60897471805346	-0.420325740245343	3.76932531070065	3.90214030268655	6.12611363645217
"g74"	9.61837556751687	-5.7813776165087	9.55509747003452	1.04569135090584	1.1103132218579	15.2828433253849	6.40585183534426	5.52680819360887	0.429352824470474	0.832820610267565	-13.5761434735381	20.5413857432379	24.1935452243935	10.60546906014
"g75"	12.1239354466538	-4.65636032787967	9.56868084051229	-12.1955772179384	-4.09797767628338	-2.62514304375862	-4.59760981259275	27.459684883683	3.95140775700415	-6.00093506399845	0.521382197041556	-2.47636400353415	-0.557541527492637	7.26753096833562
"g76"	14.2840084899381	-4.73850867828673	7.67746897210225	-10.8464657867215	-3.3825479529091	-8.99727359503704	4.91032586760663	3.68053602075605	-4.11668638760006	-9.96194436147563	-14.799315173598	-3.55305759931107	-14.2437331789642	-15.3969741439677
"g77"	-0.633635095605088	-16.2727762341244	2.08154600688433	28.0864219180148	4.31953461611115	20.0559146356319	-14.4900439620012	-6.52210453884985	11.335194193344	4.31466327790058	-2.23384618364515	2.52466773410993	-13.2994344916049	7.2722205085762
"g78"	-8.69699668253554	-21.2930135420199	-0.6463407926285	3.91708742704929	14.2690885887387	11.5638797060104	13.639349699543	2.26004631324129	1.66845513361522	-3.59222036011388	0.112465621433872	3.61279940806726	1.74949454174686	7.33861467377707
"g79"	13.0850376502843	2.81081471817549	26.1099435229219	3.07128134453773	-13.3188576838282	2.18799376232525	4.19934596222773	-12.6727435849333	7.60214962308004	-3.50313391289665	-6.66686383574055	-5.59833225758127	-4.25480977482548	-11.1361570346092
"g80"	-14.9941960382143	-8.29799826460032	19.4464965610513	1.58897313128091	12.659506289367	-4.8560030270446	7.6017723444458	-0.721032330728926	-3.12678384823819	8.57387805274613	-0.68153559595012	10.8535396484461	0.64325721367094	8.70459544098322
"g81"	2.81672942019046	23.8734816621435	-5.26077965490114	8.71445458579106	13.2572941862325	15.1306735455589	5.07471361811273	13.8443857562485	-6.78064750782364	3.92025642388314	-18.7572810661403	12.2029470976228	-0.391192161315474	-6.15765830105519
"g82"	5.8281733457277	3.66673299803895	-1.51616112059241	-0.964643075031622	9.11908096732691	-13.1680251960823	18.3794667949258	-4.32641533076045	-9.86390486110543	13.7626337711474	0.539185822099913	4.07729520179894	1.8470757518205	-6.14856659746721
"g83"	10.1949302384444	5.26990643089302	-2.70223238871138	2.15523135489681	0.0898620651747551	-2.56236489870995	2.05231502477307	0.533835121892992	-6.05531894961619	-6.34628886962201	-10.9558557912902	-8.3364094394302	-9.24368278108279	-2.67999144023826
"g84"	-9.1967818347976	-0.0929777110325389	-3.29248750784243	12.0579562655339	-1.89288140963703	0.540026452156954	2.30477942442264	-4.20887384223383	9.40439886122439	-17.2933525803844	-8.57674379188427	7.303855492752	-1.2219069331439	2.84634917583293
"g85"	3.47698328085247	-8.16806279556129	-11.618958922637	1.32109374701807	-0.393489421904881	-4.87428438934984	1.09915326900692	0.469902292332844	-0.0222127572665201	11.3646387409962	5.37296728055756	9.12511447736014	-2.8390910982967	-10.5952291299215
"g86"	14.1551966506234	8.33260077844724	-0.429832488217601	6.27626298186987	-14.8111449373861	-7.61595867650984	0.64715750221469	3.25875340792996	-12.9483940979496	6.94122580941977	5.46681081425857	-19.9364625123132	-7.41969537939042	3.42027816436934
"g87"	-17.7280417417144	13.6477731928776	3.1215695280439	3.79721710422117	-22.2073024757262	10.0853583546864	-20.7466719704428	1.86938579275521	17.7278794404537	2.47979705429191	-14.7734073064984	-9.7619301394355	7.97079434105917	10.7770862933961
"g88"	-2.07775966773744	4.35125053006066	-14.468057622032	-6.61698446340525	-1.8257817208011	-9.58069431235772	-13.1269318188918	-5.80773954213014	-0.65810624689366	-0.685231000156533	9.98006949987483	-11.0553932811208	14.1299560644862	-5.80527712819586
"g89"	-2.67427003187369	-5.50159787228235	6.38957722881149	7.12278880739722	-2.70411958541446	6.90362127060306	23.4212456101093	2.30120538127665	-6.46012201664299	-20.5940389763656	-9.12378361571493	3.53688258402566	9.62365407168142	-1.910650033256
"g90"	11.5849765844488	-7.06987087649861	5.9160812165111	-10.2348126935222	-4.03802899395137	10.2214927218608	3.76296761013266	21.4735418685514	5.29906327096254	4.83922019925654	-3.74950207966277	11.7615428095246	-4.94723769682288	3.62724978290474
"g91"	0.759779456923113	-6.0392717872431	2.24247898030828	-8.99857490835319	-20.2002781420844	-20.3627959630297	-9.88997419033777	9.36184430435796	-4.5996163500212	-15.4746766481393	-4.18852373318342	14.4835861225478	-0.427362799426696	0.814606196797051
"g92"	-14.3235014371688	4.59580665716428	-9.56510427210881	-3.76286741227574	1.76731729987771	23.5566137478829	25.0965175374036	-1.91381528514496	-28.9153854563281	-14.1560304103879	-9.96856873767309	8.94747165763743	-8.16464578152481	-3.69555457252913
"g93"	-1.6590421237909	14.1517551305333	8.71635023794931	9.93913928599252	13.1222646509411	14.4862591000431	0.895554696334795	-0.0475291347623977	-7.74700196931584	-11.2811099423711	-2.59333317829153	-3.75244364562497	6.51246118333852	0.293311452317472
"g94"	-20.4844192385	1.51175603516786	17.2453787367386	2.10393707380482	0.276837411102087	-4.37278125000554	-6.36330866856207	11.3672415286176	-18.4163697213907	-17.0970705072076	6.65207872405407	-17.1855419835085	4.69378899748387	-8.85570232237115
"g95"	0.431740908951987	1.00163165088103	28.9775486755414	-10.3727115469233	-9.13669640786077	11.0690139773334	2.84525090926326	6.82346685015505	15.6368400762257	-0.248429275454481	-7.53132968209351	2.95008886624625	4.1579939824267	-6.90492982536516
"g96"	-3.8578262192443	-25.4622103313561	-18.3068660952346	1.68739782346923	-3.93612481330879	-17.6270507576956	1.07093619762636	9.46854888051114	5.31695268372628	-13.5375934774271	0.213771576783837	-4.3587098434775	6.69278293422962	6.69579564286848
"g97"	-12.0587745950715	-3.70408679672114	-14.8513411635476	-6.27251349335874	-8.37545852287362	-15.7475402796313	1.37950185784353	8.84286218372219	-6.03779145001266	-8.94336203838451	14.8254275362538	-3.67979540366702	15.8706702862552	5.02411358080453
"g98"	-8.17103264539222	-6.65889105469362	4.22146727172773	15.3835244596996	-1.42934309206456	7.02489269720022	-8.08348288197921	6.04319939197365	8.78508537001066	2.66156004073207	-7.00974005101299	-14.0969434248448	-21.0891409264535	-10.7398077905667
"g99"	7.82121186712301	1.67437536454771	10.827292328043	12.8854310593965	-12.8908497991291	-0.144130872439234	-3.40487756829568	-1.57188935121017	-6.7558639639048	9.48267881037713	-2.33264563099102	7.96237334630421	3.50550371320905	14.6243657416519
"g100"	10.2491060168391	19.5089427933685	-17.592813448536	7.01153440234279	7.60703118744177	-14.6545433445297	-5.17933634396482	-2.67590301614709	0.12859490870913	-13.474380482971	8.66173434227537	-17.1910511562363	3.91958083841487	-9.34185290074256
"g101"	17.2451450293053	-3.89765521581884	-0.0682372152643493	-3.37083340394583	1.42177662342106	-6.8599425174532	-5.03258411984511	16.4981838612182	14.7326310541206	-4.27406706438081	8.36293825959494	4.09369822638711	-0.740062330963945	0.244320764060881
"g102"	-6.3304941575918	-17.1795023309552	12.9347090408341	6.27327944507694	16.0720375186118	-4.85554939845384	0.724575540834485	-10.082843903225	21.3923116179517	4.37859439314872	12.4854853234331	3.63076680324491	10.5699554400469	-0.921659743023704
"g103"	-3.15072110898213	-13.3765744104694	-31.4377919829707	2.29466592284585	4.41581435493076	4.11890553271078	2.37259143952127	-7.70073687445791	-1.60059437073471	-6.3484902646898	-1.93388156422953	3.79430723690586	6.54245997684121	-14.8136964270811
"g104"	-1.15563570466205	8.68328355650423	4.57673955507322	2.65483025865615	0.164406672802121	5.16005309337285	0.489105120242836	9.93481414075764	10.8401784463456	3.97811367582472	-2.69182313552939	-1.30167051116112	-6.97256509535717	3.4722585422758
"g105"	-0.0964188800708475	7.85336945685658	-6.59645326674735	-4.27280025807248	8.64830806033199	-6.34485526941749	0.177091528993077	1.34407922571819	-9.31339166734952	0.579756520973817	-7.45978391252773	11.5528110034813	-12.8629550404315	-14.9300964239908
"g106"	5.90477327534815	6.34563174825067	-10.8931755105625	-16.7108028527101	-1.52273396812553	15.3521084769548	6.61252944511901	6.10326848424758	5.10492229963079	10.6028241852432	-11.0996925736752	4.12122673413928	15.3983417640158	5.4042133604904
"g107"	8.78391522421964	0.372719541530198	12.4316754992411	7.73014100421121	-5.25884024873551	7.18123703133454	0.903683806273742	0.479832983284835	-7.5235322576937	19.1238923925183	-2.11820542951121	-30.0966046624424	-13.9528319945972	14.5962219012839
"g108"	10.9215314108512	-0.81734075707463	1.0900745016385	-0.862423168633896	18.3239030557755	-5.14465773190591	-0.247585093013711	-29.4060662764982	8.88277580071951	-12.7766967734702	0.362027711111709	0.133846804346591	-2.54726193184152	-4.93387145979414
"g109"	-7.00845730223732	-16.4577730020789	8.52515013960424	4.49458633918605	4.17586411318305	-2.37404393125184	1.13624227348361	0.524352938134971	8.48395977804168	-1.7638904976177	19.2026172973743	6.07567514556617	-13.9453382253354	-5.67478182005572
"g110"	22.4548954274988	2.3103151830652	-3.55218487490101	15.9664252881579	-13.2971978747602	-11.7746309074405	-7.15474134219694	-18.0757922203717	-16.666466968938	-9.07046396920125	3.772142417029	-0.681318162046693	6.18396586163999	-4.16211249453204
"g111"	-4.8825165640671	-5.10021173870563	-8.32311276342842	15.2972812198975	-12.9332783333258	-10.700560824518	-1.6540088019533	-7.27848398048849	4.7954044180103	-1.50370930140064	-9.74027642460538	-14.009058524137	4.16111088477641	16.7693128398994
