"ctrl 1"	"ctrl 2"	"case 1"	"case 2"
"g175"	-11.1302640980842	-5.79131649830555	-10.210046447034	3.88331574327704
"g176"	9.27637140896134	4.20509301240639	-9.68221831159564	-0.602373024367655
"g177"	-9.55965865071715	5.27176155011174	0.758663311139312	11.7500646803614
"g178"	-2.10177487728226	-5.15939377493607	7.26743472092723	7.60260090864948
"g179"	-5.82739749357053	-4.24284781514966	-9.73288002125726	-3.08371321693735
"g180"	2.2521994930539	13.2719618322887	-12.3984629428968	-0.78052362143295
"g181"	5.03890640797083	5.86362395220022	11.979247801028	-4.76928709705984
"g182"	-1.2522079103608	-8.76215371164118	-21.866692285956	-6.33488254998284
"g183"	-7.48689172850134	-11.8942609884386	14.478077838307	-7.82224063908752
"g184"	6.82755460098838	-0.556329885832461	-0.889464091711608	-5.66366485241629
"g185"	-7.04288771110968	-6.92207677475018	-11.368195152038	-22.4028528474099
"g186"	12.9083245795386	-2.1941480783269	0.270154148326711	-14.6570883727487
"g187"	-17.2038808575601	-12.6150445850848	-12.9228777568698	8.46917512706411
"g188"	-12.6692895479278	1.11115791022816	7.54406413415922	11.3229079250942
"g189"	0.508595670927778	-10.387618250774	-4.64414809690007	-2.46802332280573
"g190"	-0.685069859590087	3.5995275422681	9.24984958166374	-0.395336549136472
"g191"	5.48189964364187	9.82216161613945	-0.230488962809584	9.3031323930892
"g192"	1.4188751202517	-6.1260642474619	11.440333740726	14.4233495220442
"g193"	4.83716916616192	-8.69628461404783	7.14758100048515	4.10675923758465
"g194"	-6.04381237070777	-22.9181228690668	19.0395443324584	-22.5427524607601
"g195"	14.3198058367809	0.530073632028018	-5.61393116654825	6.60834203062888
"g196"	-0.696155784323186	-0.144937185793963	-9.15699449759199	11.0867609035424
"g197"	-13.817112195714	0.937698634316944	10.913087439183	6.72565507396842
"g198"	2.75556483690563	-12.899490019452	4.44674216318436	-5.74693268838603
"g199"	18.870384002406	6.89509419027894	-15.8833074556721	-2.96183007889324
"g200"	1.33459646920361	-0.924655292305418	-11.7874740571921	-10.6940053476739
"g201"	17.9863511956259	4.72895420019027	9.51847128957687	1.6492325761952
"g202"	-5.62387833403993	8.47251648061943	15.1635824222088	6.94327882381596
"g203"	16.670236087566	6.27590350124956	-2.67043881711923	7.4599458563177
"g204"	-10.0265802424655	-10.750378468616	-1.54247555673828	-6.46540788258772
"g205"	2.98643518004946	17.7550865547801	-9.63647761767416	-11.6685405985321
"g206"	-7.22734950664736	-1.52232582611621	-14.4189750337089	-5.68657415334179
"g207"	10.9469005300049	3.76997894549058	-2.47101492062111	10.0275525519977
"g208"	2.98128885405322	4.74345104201288	1.45571293441938	11.4703550109303
"g209"	4.97431232517898	14.86230065657	-13.309310155633	0.790909196901863
"g210"	3.87943054664936	4.44288205322358	2.69500218532752	-5.00939254261178
"g211"	-4.63885028761465	-7.22658723257181	4.70515188326144	-16.105887822142
"g212"	-12.7047271699638	0.042180086558986	16.0516533624398	-16.6884506198257
"g213"	1.75660353002777	20.153905062558	4.56056882717995	10.1155269132062
"g214"	10.3364052270629	4.62808558015971	13.2514892257096	3.53250394562418
"g215"	-7.4646091006734	-3.37679231297263	-16.0505025023789	-1.57056333749527
"g216"	-8.49679716823455	-12.0468475621323	-15.5060125321724	-9.65714733817786
"g217"	1.84750502226075	-2.49679250671327	19.7418140686404	-10.9629602629012
"g218"	6.12720888862294	-0.157200847328347	11.6426481690761	-1.99692109576262
"g219"	2.93201996451169	-4.89307384411242	-9.26063388719878	-15.3820668404646
"g220"	6.02777671566751	-9.22876018201926	4.87031233465562	4.95194397219541
"g221"	-12.7576156989542	-8.71333871810149	14.2207743371339	20.8017302475159
"g222"	-7.08765311441545	14.7823527064952	4.18522046436	-16.0367880189817
"g223"	3.60360513339112	-8.70506875965002	-3.56612945460303	5.97896194382587
"g224"	7.33668608677351	-4.78462935671899	-19.2731329837142	-1.77922349601658
"g225"	0.473151496274238	7.9809902825571	9.24509178833193	-1.15932921185638
"g226"	-16.5476548566371	-9.32420229223266	-2.70569489159904	-10.9965451420124
"g227"	6.34082738440312	12.1321683521638	16.1297623407561	5.54705580273222
"g228"	15.7932155788311	1.67254025596437	-18.4713045944957	-8.30131392927321
"g229"	29.733771655858	-10.8289328079956	-7.95441835143239	0.57093605041397
"g230"	-1.09275098965486	-4.2911681544797	9.01786785635789	-5.64233947168694
"g231"	7.10455087517292	-15.00976571363	-0.170852211035069	-14.5062290170899
"g232"	-9.6194879592891	5.07348696886344	-12.1333789608679	-7.35994171187035
"g233"	2.25241936980455	2.63536942029358	5.22431685528793	-16.0735042569115
"g234"	13.9595803082754	-7.19030798719423	-7.12757885812141	7.13291718794426
"g235"	-9.72649891762773	-12.5849327847326	-12.5426471865027	1.94848526043267
"g236"	-2.19390050707103	10.0487736623141	-11.6494622080306	1.89187080504366
"g237"	-2.09125555551882	6.9241548064764	-7.44049751882439	0.885628366216769
"g238"	8.36767449646328	-0.0867327353389608	-12.1496045169942	3.18467326033777
"g239"	-17.7327546869683	-9.43874420723337	-0.929883631134099	-3.09525981955575
"g240"	-6.46222132412123	6.4683548635873	7.9830092428307	19.0278463203266
"g241"	8.2140039216295	21.4361189974959	12.5500583040983	7.32931140763913
"g242"	-9.26542528963407	1.38836472740104	12.1169583098198	-14.6170905452434
"g243"	-20.6618571986607	-10.6068533468157	-5.14461256259875	-0.163590859316787
"g244"	3.37573117526407	-13.2786184910185	-0.212225115089646	-9.10619366210451
"g245"	17.0714440800612	-5.26045188955126	-3.62019973728794	1.5996084154628
"g246"	8.77655965361616	-4.65372112114804	-16.0531256848898	4.21955597120424
"g247"	1.76028799809088	5.77435067943797	-0.577718085760952	8.93882660166532
"g248"	2.19205390530348	-1.79341308488752	-8.50812466597141	-1.3919135590156
"g249"	3.96648167647703	-3.03914883007239	-3.12368649031839	-10.2967511332562
"g250"	3.48892113185882	-2.58455036206546	-8.99372695750036	6.7472343992168
"g251"	-7.20510618531868	-12.0304557189393	-15.2280726181364	16.2182943183559
"g252"	4.11904745099924	-2.69404598435422	-18.7877036706691	-0.688388909804871
"g253"	4.97742378098904	7.9754254355727	1.09575986824321	7.3818284170377
"g254"	12.7507179080705	18.412658326482	-12.8183216016618	12.6061019179007
"g255"	1.33772233903298	4.60782388138656	12.2431917334484	-3.52678107519484
"g256"	3.00421119773518	-2.28376607418229	7.08769462464737	-15.6847155881093
"g257"	16.9415097228136	15.7411538859806	-0.737535099102408	7.71410916443171
"g258"	5.92558475560371	-8.89476646461971	4.31062221725974	-7.86689981662677
"g259"	-6.18531742537668	-3.35476664435567	-20.5805558783407	-12.9457899500425
"g260"	-8.11075991517294	2.56781098357063	-16.0047998456712	-10.6710796715719
"g261"	-0.434990822935701	7.82163992986425	6.02905413076951	-5.11220870849388
"g262"	8.01391365629259	-12.320242591747	-17.5257191004915	7.8510858864737
"g263"	6.02108926313528	-4.13135826465183	4.74544222094884	10.8844876233117
"g264"	-1.33973477403576	-13.3040189389127	-3.14648604536153	14.8524597556881
"g265"	1.25272229840554	-5.71099938768453	3.2504566854523	-2.01390814946338
"g266"	-5.27852461648254	-10.7841177806036	5.37131392846315	6.76961757123882
"g267"	12.8049342660053	-9.06025311836268	-9.18686763978396	-6.92089211255634
"g268"	11.5174403882932	7.7443897995451	9.56671946001695	-1.27895586749872
"g269"	-9.93647319425385	23.1359619490326	-6.58175090791966	-10.4902633009273
"g270"	14.3491197465415	-1.14145666599374	-12.8558640640136	-7.82727080887064
"g271"	0.368686237792082	15.0840854901209	1.46185717852438	-16.1361410716646
"g272"	-1.42228484468965	-5.29020167422333	-7.62959284293851	12.2587028114408
"g273"	1.95580650293981	-3.38001956139948	9.20848900244432	-4.20818683662766
"g274"	4.14589615835106	-15.7857609012466	-18.6683729341998	2.52123048150269
"g275"	1.99272147982641	-4.48136324750622	-2.23268548713276	2.78684157502604
"g276"	10.6572048273639	-9.54998022103104	6.6439565382441	3.3802728582969
"g277"	-21.7781628004481	-2.95200971637435	6.31857822193176	3.99511044770332
"g278"	-16.6772723740353	1.19611610186183	-18.2593508998724	2.11108401692168
"g279"	15.8830583719899	-2.46085107350792	-0.0956276748982492	5.76013032235904
"g280"	-2.44056531899975	-9.06672897706971	16.2059947545465	0.562190345073494
"g281"	15.3864272652699	-23.9534858827827	17.4951189528535	-5.72785901351605
"g282"	0.819138942786563	3.91985157435389	26.7173740783287	4.05068026695532
"g283"	-10.5824268028984	-9.51527274236777	-13.8621425358743	-8.99640429298627
"g284"	10.2636038133133	-8.70478595560015	-8.57680867753076	-11.1455430649719
"g285"	7.59009627577943	0.744679848961203	4.7892932637427	-28.9349899169228
"g286"	5.9457744548896	12.5464292782313	6.77252009189576	-12.7276983633031
"g287"	-2.98821456442102	-8.19050125113083	12.6199621737331	-17.1826279084717
"g288"	17.0124885602633	-0.57794840030817	-3.28171811256494	-4.07603702200536
"g289"	1.70719424536786	-16.2596337204273	3.83608625300419	-3.16568205310621
"g290"	-11.0898191833668	-23.682831071047	-21.697687741422	5.83235022754359
"g291"	-0.732979466663472	-2.07209085906816	2.87480681908388	-4.51234010621901
"g292"	-15.8350958813381	21.6610454346554	15.3644077692254	9.03017510172912
"g293"	12.008303769728	8.77812107058788	-12.5165296084153	-10.2306871390249
"g294"	20.1318514826772	1.76513726405408	1.1554602872825	0.970955361546952
"g295"	-8.83411095706241	-11.7202979892922	9.95651276548992	10.410192860968
"g296"	-14.0047407957002	3.79105436104841	-13.8833462499847	-4.72065187529993
"g297"	-3.04474145325219	-3.63536788093015	9.72227127964477	-13.252250205322
"g298"	9.35428201076724	-2.66373439546734	2.37985655481585	3.12915464050181
"g299"	18.4681935834313	-2.73315171824459	-16.1362638740586	17.9449359522955
"g300"	8.93489362041767	-5.47104248233862	-0.460704126903682	-5.8693922275911
"g301"	2.5137505963953	17.0409787701922	-14.5452290061938	-5.29349796826732
"g302"	18.9935339616528	8.02999553407756	2.47555847428114	-3.07732507024284
"g303"	4.69015995062678	5.98983822752474	-10.4538644913671	-16.9514928215564
"g304"	10.5464084872679	3.66783144665893	0.342087182839914	12.8014081167738
"g305"	21.9949608295582	-8.01768832124427	4.09294416278782	7.43474886439004
"g306"	8.72122285118302	3.62035573853697	-10.8957040389536	-13.9445585219289
"g307"	13.7671632744708	-1.2967321445606	-3.72085034600984	-5.57653774911989
"g308"	-2.16554409888266	2.00693168876296	-15.2999696405925	-10.1358793300641
"g309"	-9.9683416882929	-0.657958911562044	-9.14675530494053	-1.47345666110375
"g310"	-3.88436837992096	-17.9173328602591	2.26798091325327	-4.02912622626831
"g311"	14.2323679551133	16.2995858183744	-6.4966406093913	9.73910609625883
"g312"	1.39223105885763	-6.82711886889663	-4.82032327495047	-6.41342467295874
"g313"	-1.16594449989121	-13.3495796585528	-2.15017691453706	-9.36525352156418
"g314"	-6.11119285030086	-4.0850618134663	-2.28014804750922	-0.00413355975102868
"g315"	-6.73664744651813	-9.34425123054068	-0.557445739802623	-10.0244245751856
"g316"	1.19784797701566	-1.95652761457015	-10.1101379825054	-15.776583467419
"g317"	-18.4342135573898	24.1621655830583	3.66218138811588	-16.971109347811
"g318"	-8.09126985785985	-0.993669094719419	-4.65609204241055	-5.83021293178629
"g319"	10.109575973264	8.70640508664037	1.98939510884103	3.31725653922061
"g320"	-2.18407625406319	-2.5954130943717	5.52886612370051	2.47056730433619
"g321"	-5.18079463790304	-6.9352122284015	5.45799638887118	-2.80322826326837
"g322"	3.76474053881899	-7.13120772378072	2.30522692143316	13.6172802219575
"g323"	3.44474395440547	-5.26231350373284	-8.45960800876931	-9.19332869218288
"g324"	9.35094389418693	-0.425472153978091	3.60753875611755	11.0612601541932
"g325"	4.3526940878671	-21.3998243388078	2.50031306573083	5.90777680253777
"g326"	-9.31407066000677	-8.12990626181437	10.9758361789424	4.08592306688675
"g327"	-1.15165795586602	-15.6534064283039	11.0160459553526	10.8147630205065
"g328"	-2.13213745275164	-7.94085703317991	-11.0061816448068	-3.56014518073985
"g329"	-4.65328230513125	-7.6046811300116	-3.37219539525934	4.80434696361224
"g330"	13.483031991865	-4.93345573077803	6.97081116745967	-0.457654854622209
"g331"	-1.39990759720261	9.75899576910045	13.1812786220926	-4.7673105271947
"g332"	1.37003067157815	-3.59102812560308	1.02008991035851	22.5238765471577
"g333"	-5.23180808100706	-8.10411637396119	2.59053262694302	-13.5189167570746
"g334"	8.79558765056004	-5.27968357542592	12.3927553284659	11.0803799607012
"g335"	5.40261927206998	-17.2439954870014	-0.908790656368895	-1.39626333884476
"g336"	-6.24325541452158	4.79683092312986	3.6591631597708	4.29917829897572
"g337"	-6.54068763395109	-4.17211612262727	-2.44856100222488	7.27458649868582
"g338"	3.098426452679	-13.0611742893581	-16.9450208646344	-8.72759684092117
"g339"	-11.3754681248833	-7.62201697782771	3.38288453797224	-6.49300921871443
"g340"	-12.7246681258498	-8.49522933766815	0.946866347935115	-6.7846937095565
"g341"	5.17538484667522	-0.945885294048428	5.28076534808817	-2.73104409848795
"g342"	-16.3742191630165	-12.1780730367704	-1.03350740862829	-1.95012231329833
"g343"	1.77267367854671	12.6649821171727	9.84069412752455	-12.0537657177901
"g344"	2.04009682138677	0.22036507798944	-2.6610477629454	-20.153444236569
"g345"	11.9138587445014	-6.85307265566251	-12.6469595778723	-4.5581228049298
"g346"	-4.90736620801952	-3.23180013019712	8.68714729808648	3.14285727790391
"g347"	-2.53561843159726	5.91876942901639	-11.9458658174382	9.86988445621619
"g348"	8.30383835456503	-9.84498914394604	-7.40158744483003	-1.66076915460415
"g349"	-7.4004428389793	-0.315576321540048	8.75464105205908	-1.78325043059871
"g350"	0.852008438231359	4.96519586177543	12.3399635049502	-5.18809344532835
"g351"	1.7228012440844	-2.97187518679758	9.0933798940476	-5.95192751040161
"g352"	6.12873985305851	-3.7515469312033	-2.0588344262299	14.2443613040725
"g353"	-1.38405564952803	-3.65132434772607	-5.30363022040343	-12.7584111280685
"g354"	-3.79278003342483	6.25224640392892	0.241754046294932	-3.83273562802519
"g355"	2.77019357085491	15.5592299875543	-14.5221875123961	-12.4442644083666
"g356"	20.6534397881797	2.03338133688931	12.6252774996663	-4.00750656301631
"g357"	12.227908877088	7.62486956935019	5.71863854799486	1.90731360544434
"g358"	6.53717037891188	-0.170826378010422	8.42573874233831	-1.16089893638804
