"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"ctrl 5"	"ctrl 6"	"ctrl 7"	"ctrl 8"	"ctrl 9"	"ctrl 10"	"case 1"	"case 2"	"case 3"	"case 4"	"case 5"	"case 6"	"case 7"	"case 8"	"case 9"	"case 10"
"g11"	3.21635165792117	19.8286118981621	23.7026215051972	0.617355059052508	-1.65410930682141	29.0500225752561	-1.8196581490435	8.55757819260572	-17.193680731669	-13.7122088433559	3.95788034458387	-0.140751767860223	-15.0126864712125	-7.84028651156577	-7.19178638532725	-6.53194603101394	6.49320883407063	8.51942189741274	-10.5774309352453	20.5647625266776
"g12"	-6.37939965607333	-26.0882033606514	14.1207987819707	-4.56393555529156	12.6809383275387	15.8831380761682	-1.8958965248522	-1.87394902443319	15.3080400067858	-4.90442633068825	-7.96875389327551	-9.7456370079857	2.77930548802071	12.688638572045	-2.22009881868672	-0.319776753651111	-20.5973072145606	1.91052293494558	19.7297857926808	8.77537416942687
"g13"	2.53988202138455	2.97380787335229	6.83118127942538	-1.25360335081915	4.39193940139564	13.1514575769437	-10.9192758983145	6.98585861495746	4.47506580933971	17.0907172712441	5.44989135721136	-1.50526262510743	12.0258270778366	-3.20595926981871	7.39952449390758	9.40789600899299	-6.97364452686287	-1.92428433796104	3.39831285985372	-5.99867495223198
"g14"	1.77341771012534	-4.4693357567739	12.3385771706356	-9.04946334127275	4.38064696137709	3.57440477135524	-8.1346626824093	-8.71097509652735	-3.13121954629225	-0.405723373105877	19.1501546218902	-8.53305002798829	-13.6293321997374	-1.42441028560219	-2.42483735287596	3.61759492409705	-9.43032101131083	-3.0159461274584	-5.1033460383939	-0.602864493302355
"g15"	0.94212792123224	-11.834309267013	9.05683862391605	16.3677597192308	-10.3002691134956	3.24479373606202	-0.482762709292311	-1.48434455597917	-3.77055866607185	-2.55244623749938	-0.6887247112402	-2.36159971145776	17.1471396724658	-4.72197622925407	2.36673137910992	20.9465796907357	5.29744259521827	-2.95973847243397	13.4208275667427	5.38012270247585
"g16"	0.936392820129043	10.4222399740705	-19.9438610458616	7.57513319745789	8.41055733149661	10.5097794014868	1.02727665287257	7.22810760325349	2.37723549220591	-1.23288732623039	11.7733291349519	-5.28083625568599	-4.47859091258068	15.5284389491118	-25.7678124860645	-2.86638886038142	8.38171836990553	-11.1825502408582	1.83206758607972	13.4686009650985
"g17"	1.44165880537394	12.4199214755741	-5.16791579568631	-2.28022994411567	-8.32098789459123	-6.31589435538016	0.456121606702877	12.663119466264	6.84486031655812	-0.0892011195458778	-4.58257424399956	3.49508658421187	-4.03268345826728	-13.2206831721061	0.226021933155686	4.871039633798	8.27350005088187	0.483208871056695	-1.30267823284578	10.5215140491328
"g18"	14.74519669631	-4.09847524610745	6.005930268255	12.0711781048375	18.6557580272477	13.8845007359165	3.70378745860033	22.0338042523967	-15.5973331395502	-9.2214987692049	-8.72572747280456	-11.6253141100783	2.30420645856636	7.41565667063465	-11.3627064125211	5.353354593965	16.5478306434649	-15.0965886372673	-19.1966574427522	0.765246671258977
"g19"	15.7192713676188	-7.05225804876792	-11.2934478986435	-8.75107959619252	-14.8128772927123	0.821820484640193	13.0759198053932	-12.7300128326557	5.63684205949633	-10.3082587262167	7.65951751558613	-7.04270627364818	14.7348993635083	-9.93634459782811	3.01328366563253	-11.4571989238196	-16.6141554854557	-11.951623198164	-11.4747388542517	5.9744546278973
"g20"	-0.599923845973181	5.50061563075575	1.42018894675097	1.94113844123207	9.34351615697885	-8.56767181964157	5.11647400858911	1.7028730818751	-17.9238687162615	-17.6791662834005	3.28302275797731	3.49356519030695	8.68977153073199	-22.1590980263217	-1.51853680181308	19.9437512452084	2.16727732958681	4.98523762469976	7.60797061981049	20.3614918216073
"g21"	-11.2259573076181	-10.6884292933309	-9.06582628547469	4.59632462721134	-2.49852552088264	9.75262159489801	-8.74140269674333	-8.40389433619862	17.5805287765301	-8.96418362213415	9.53861300348914	3.82114706412827	-12.520389032645	8.89299475675979	13.2857290000692	-12.4556782780794	16.4584588650531	2.10823883893634	-12.833192914719	3.86962700602287
"g22"	9.37114782777434	-4.87749050798342	0.435727004285451	-26.2860050267476	-5.23272327331772	-11.3113136789203	-11.5080159255396	-7.9001114114621	1.24602227618315	24.5177606949533	-12.2969950569398	2.36602342769916	5.08227840757108	3.94236869838622	4.78064000600793	-10.9279527540629	4.12112741283982	-30.7408122820436	24.5632442975576	2.10879274195045
"g23"	-17.229281855199	-2.43087408309033	11.3113277117958	23.1825507320028	-6.55633748553253	-5.22824801360024	-8.92212270698087	10.4539758685965	4.31182733813669	1.64632346795293	11.5285381345438	-6.55138532533589	0.655476561293896	-4.1778578672048	-26.3420445416988	-1.98890273095082	-15.3187274531774	-4.38581596921569	-9.07742136072535	4.28550013476608
"g24"	-22.825655349981	0.147830313139913	9.3537719453682	-2.4665057547533	-15.86246169452	-8.74470860983331	2.62695073570016	2.61601065877245	-16.9493925100996	-22.5011304267465	-7.10487715272743	-4.88899368930239	6.52474804859846	12.8252651757846	-0.848768275527804	-3.52169758884147	4.17967152491256	15.568096087194	0.588985461984236	10.200175731743
"g25"	2.22210676002544	2.04548920762135	-5.57400840137864	6.1899512115914	11.0543326673125	2.30916672982651	-3.09275594601499	7.92644267507137	15.9409560397437	-20.5119508074438	1.36905501449297	-3.59866674102075	25.6616278499865	14.8263480237464	9.18230756448421	-15.3252552114775	9.96436499277543	-2.00308022946206	-6.89447365376127	10.6848639521076
"g26"	-7.93076619758727	5.76412740315461	7.9863146175023	20.5850949432641	5.75849922283744	-6.75403584158976	-16.6463013252797	-1.34855262926003	-9.31417142707707	-16.4311906569922	-11.9230079631585	-2.17653348167111	17.1201319531741	4.63129018987057	-6.35374542156413	5.74901529280447	6.9484739766022	12.4379027307427	3.07796875359573	0.21182594565752
"g27"	0.699772817707684	9.76818532680767	-13.3331859043692	13.1666839752329	-16.9186308033556	6.94708079085747	-1.97787529543408	12.492337371115	3.39107915489402	-1.03596889086447	7.31667510564677	-0.59458660083611	-11.4331388872574	-22.2410773060706	-5.92733572941597	-16.4060365610726	-1.91644606986588	-1.98614484469959	0.318027467377407	16.5264721380635
"g28"	5.83931258279172	9.90632355358207	1.35830633336441	-3.17773350684542	6.39358509367108	-3.67777605613573	-2.09165912413667	6.65435327568016	-0.490156569490074	8.03424439737487	5.41390651781398	-8.22989570259864	3.91255774463554	-12.7729218771625	7.80788369930497	5.97184049257353	10.8177307528111	-20.5400915309665	-12.0421263449302	1.93643201442823
"g29"	6.34120855938284	10.1839512788351	-0.704768168842725	-16.3084462916087	10.5354573840251	8.5255224178544	-2.54913069987707	1.633737416857	-2.85816454823782	7.29791801449491	-5.05292247304717	-1.49493921927844	-0.422888535527845	-2.66593995137737	2.45584373414918	-1.41763191527531	-5.57874935206098	-11.553968263768	-14.9044971599826	-6.76293246019325
"g30"	0.677594846343699	-0.67988288141703	0.174616834882272	11.847761261597	3.50287997523182	-0.565302949339404	-4.76784261293022	4.33647850112681	0.0733335572911411	11.9945133694441	-18.0162329201898	-5.69428544007234	0.661365560125521	-2.69413128810864	3.28872811276966	6.00498699180736	6.77361610032797	6.99915084993896	4.08971361273707	1.31570186347724
"g31"	-2.34536451659639	-8.40594664677248	11.7800253889608	-14.5806658331274	1.595341988647	-2.10622931972913	-6.68804683023964	-8.88925535474828	1.47509477785475	-18.1758034468778	-16.6107226848765	-2.88762180292063	9.28373096008805	-3.00264263108721	-6.05697086824945	20.6969938759314	-3.22612925289475	2.04443419143809	-7.62875162616726	-9.59587129472813
"g32"	-9.07045429994989	15.6098949891676	24.0169875110044	-3.72996680764431	-3.69958211079671	-11.8645029824019	-2.37427372739903	21.8843856838156	3.34517364711808	-3.05484576851482	4.34423833954293	6.29803366268947	2.145885224223	-13.6172150057181	-5.45215775564202	-17.8697489753478	13.4134693278179	8.01604160350127	0.0319833994616866	2.71449740359318
"g33"	-1.86364157166874	-2.33789053265582	6.93865034470814	-5.98657308867567	-16.3344956552959	-12.5661694908765	7.31467282745444	13.7073100117107	13.6927697930725	-6.09371785722938	5.10828637783557	3.77339887959771	-3.21969590818336	-26.6517795416466	-0.415168373142138	-8.01641764137351	-1.09053525722777	9.07020076873981	0.684894623910919	-4.89817606300642
"g34"	5.96867810270178	30.6255681108273	-0.216711944775885	2.23652701440405	1.55475278790774	-1.11964837694511	-16.1754321410628	7.7902422803718	17.4045599509953	5.59956319725463	-18.1194855767382	4.26779321168232	14.2502247396663	12.0536937892215	-11.4996960977699	-16.0742731377802	-15.0404568680189	-10.5910051583878	-5.88305940066901	-0.344149893582838
"g35"	24.4196648206536	9.32993672411725	-28.8802090646284	-5.74663435445102	0.147878705739786	5.02140585733601	4.51602549510017	-2.94010474888195	7.60273862556466	9.923011530125	9.96829243450831	8.92274043339352	1.31990944170647	-10.6149462803521	-0.758533672026611	11.2604249806058	6.51053561813606	-10.5794102524234	9.27286198044197	-12.5039684986694
"g36"	-16.0504922512595	-9.8787604210994	16.662024677058	10.2859521786561	-2.34137554165789	-9.87251490478922	2.39695928373976	0.177865216742611	-9.48124055084483	10.1918634043822	6.51532113681804	-5.10975646555272	-1.86794991911654	-5.26353510593787	-9.34600589748537	-2.05905758810129	6.78822666531252	-7.33362713894952	9.97030925429891	-2.34854650888713
"g37"	-10.5723468154012	14.2314165673962	-4.17534904522645	2.31395842887785	1.24817255248663	1.40896185170451	0.926188658398101	-7.77593109494858	-10.1613308459311	-2.74671071878116	1.42734467611016	3.07787784225894	-10.6613180521422	16.755969272042	4.47582698549214	12.3516449061324	13.2792816606028	3.05620529310305	12.4166575221871	6.84455263062515
"g38"	-4.78180633096732	1.37381709770385	-8.84666427649664	-3.08139898380421	0.784499486792784	-11.2002611483903	-6.7547553067036	-6.81089006614037	-5.83494060560502	18.8795097480287	12.2155827383841	-11.9262482505872	-17.597148439251	16.864711167205	-3.85841772188164	-27.0722160269011	4.64208036619531	10.044907173253	2.17130258710791	8.72590607229142
"g39"	-6.56757490440866	-8.57560478951735	10.9141619915949	6.38078713050724	-10.9444272390822	13.2703697052717	-3.45321008471027	-0.371815390653352	5.39773575533354	-21.1100406288519	4.5073621449275	6.0147393159448	-8.93548157593473	-5.79950575817159	7.76928404098011	11.3062638330189	5.51979383053281	-23.4460758384377	-6.56497036362554	17.6384864929233
"g40"	2.62184645818873	8.72561317185824	-16.6127156962071	-6.77515598873927	-1.81414069351635	7.90046266814869	-6.28174331965994	4.60471883165872	25.3626414785289	-15.7217995599499	7.21043228418391	-13.3855179053981	4.94694925561163	-12.7429366167835	-7.0069134302647	-16.7073792703668	-4.54087561394381	-21.3595269341427	4.79944852961159	-29.8356584395486
"g41"	5.26533237567518	3.18685039125788	12.920033229956	-10.414679194683	5.76741458146836	-15.7737079037386	0.353477636749517	15.8417301464308	1.93691713833547	4.0426913389385	-14.0287626344904	0.70076271976495	-12.129963099695	-1.73090958674942	-8.76463798688711	4.82358618444444	-7.96799190866884	7.98490547308389	-17.8323054106272	-10.7981466537153
"g42"	10.9728215104369	10.743991807773	11.3671737625882	-20.7499121940481	7.34608063601109	7.59896255584713	20.9906121799651	-0.387114262050547	-6.1314789413867	4.42597090905391	-8.13221647517993	-2.25168852371323	18.1890271799149	-0.559263213826051	-18.0101388157066	-21.8328652330894	-6.36144030215389	12.0801801060857	3.31920021599061	-8.20931651413298
"g43"	-0.611999668200789	-28.7875169810005	-6.9783483083703	-1.13115800529092	-11.7171377374062	-4.05481089901365	3.4773805696194	-7.98577569787802	4.30136353608365	0.651790001417106	-9.73130887051285	14.5562596698191	-10.6782044965317	17.7793199312091	1.86665508289456	-15.7989960879792	-16.5965081426589	9.10248597497616	12.0194645486531	-5.24926146170201
"g44"	-8.94066556137424	17.3106714749439	-10.2044409406278	4.19338321169636	4.93798372727971	2.03989558679241	-0.597184988567282	-5.90169508263738	-18.3153428403521	-17.5730336239697	8.66282233111323	-10.1639060773965	-4.01162339867807	-4.63353317477508	-23.2274162585128	-5.58624693735115	-6.49824435972003	5.85508857829269	0.882708254034755	7.36663202363154
"g45"	6.1925131698438	0.231526015712242	14.0782566757875	5.45069994305365	-3.95323492540554	-1.93829656380057	5.59469623620203	-2.4572919924063	-4.00880077713109	4.6764071304677	9.00855000494448	2.96351374847245	-1.57641242138437	-7.19231136313854	-14.7701376456556	-19.8450666785322	4.22381102929195	-4.55329477793652	-18.5990961840029	7.14607396135385
"g46"	-14.2389982307225	-6.40227636751745	-8.60417195579333	-2.09652670603392	1.28117347851355	11.4780829210757	-2.21687301984334	-4.3167967085956	-6.53473983184479	6.42688850651177	-17.9852593769932	2.09637733529163	-4.68624460502951	1.39617583330206	-7.8420436714061	0.691084896369428	9.64347442300385	-4.66203952352908	-4.58117111041812	8.60416713351803
"g47"	-2.11433142063379	-0.53721716205253	-13.1748083988934	-8.88178927796586	-1.53774132641856	10.4670143653547	5.70803323605902	-3.92074026352422	-1.02565658529279	-1.31066910829483	-4.49687167591375	-7.29278240822442	-8.68037897058038	2.97957094697749	-6.45182461781019	8.97633828813852	-2.25286657284911	-18.7163924933287	13.5640025881805	0.158884628390698
"g48"	-5.68436419391488	-2.11362291035257	-9.73547353761813	2.04012284058249	-5.33502413155012	2.81396971409805	-5.971246109337	8.76450996864437	-6.04585385296949	-4.40097995322902	1.54333379211515	-8.42592349628003	1.6699104072041	-6.65575333508344	6.43328437630069	-1.37434644350458	-4.57095564643317	-1.76012355778966	-2.12514315913889	8.2237877568444
"g49"	3.99347770440004	-10.5848530041418	-4.64027588018972	0.0643443312003732	-10.6895623069211	-5.10480674597934	-4.69309650565818	7.89414667201088	8.56078863893819	-7.21929250436809	9.99371467477615	-2.46750957802284	-10.52346537117	-11.6714224296334	-22.0416235639289	19.2632511838034	-5.94098599221906	0.0227961738923379	4.36648079638151	-0.382873406931187
"g50"	24.8361232134962	-7.48464368497959	-3.9291761152185	-0.292017148252306	9.45447851736744	0.652207197039904	-0.644983642845991	-12.3676031960942	-10.8383951962085	-3.64701301411007	7.99034632228504	-16.9178276850837	-4.95089436423706	-14.9123111287248	-6.42351514822134	-16.4175155090786	-4.96413623470251	-3.82404160807841	10.5965097100063	4.24283906728252
"g51"	-1.32786669560358	-7.57262679769616	-8.66577480424293	5.95124567255722	-2.36029473194002	2.91765178334089	-13.8132369064347	-10.4775996776567	-1.67037741236536	-13.4027062186789	1.64472790537052	-6.83532546541739	-7.87058547742272	4.01504872454678	-8.69205813974371	18.1401790903661	-4.40721352297181	-14.5742588405567	12.4679636228811	3.07406641988219
"g52"	-10.3357935634249	3.30216153281537	-5.55271993432947	-10.9799675050352	5.29490296537951	-16.4835913537688	6.10397484105382	-6.82122213286011	-5.93808996618623	-14.9912842152618	5.20699284959905	13.8433719327205	13.9916844243306	-12.4204291664559	-0.713518972428862	-25.0466177344272	13.2157738487546	17.9157729885019	8.52305546495807	4.39518462382726
"g53"	15.6458237053683	-5.53878570060217	7.00158866761428	7.96634459150237	-5.20971000121674	-12.1671393795768	-3.6688761431276	-8.32607291560402	12.536677903273	-3.9267791703474	6.20736025114141	7.31085455266258	6.24970133765673	-11.5064518702964	-20.0308165452749	-6.25682084249095	7.47100596179054	-14.0081471020878	-3.82032293792177	15.7434400777616
"g54"	-8.34129910110044	-3.92921291011201	-0.165091921421905	8.05939492527646	12.5804815979865	8.19430487667992	-7.69015774788189	-2.72026243322945	-3.87951254803345	-19.3651176172113	10.4512435584315	-1.99927696348338	-20.19047183801	-0.0609233201811182	3.35446983354623	0.764769333411	-22.3194386873769	0.581781579635065	-7.59811538806009	-7.35316714681517
"g55"	-10.8656166760181	8.31615515146868	7.76086409885707	13.0275625969051	-7.25031079490858	10.24352811421	-3.66444359429852	-12.8781012575522	12.9080708227205	-6.76744955981832	5.71790775744247	-5.31332307649582	-10.0055408312759	-8.86761505051642	-0.657359425239492	-7.05229456227785	-14.7949298136016	2.87693902351515	-12.6106871951177	-13.4138803171147
"g56"	21.0177244780957	8.17121339215269	-5.45328288443792	9.40055512890961	-18.6106149106002	-17.2688598210853	7.63593530827387	-2.35258155963958	8.01228376550155	-4.12890085683269	0.959217365421545	5.20734385473424	6.09793217611766	-5.67166969106845	-30.0913265305297	-9.21540619079983	0.511279029136457	-16.2161257335887	6.7133372178607	4.80549918104936
"g57"	-15.7549558661754	8.68092121198409	2.2352076730822	-5.42966306043828	0.362619701707203	15.7685844684953	9.87239577354371	-4.54020416000671	-22.4399712933151	-9.29076226606146	2.0772940703926	4.78339056819044	-18.9142249891296	3.25103982950627	0.146758303313846	6.89279860882641	-3.06293055126094	4.71933924811082	-1.11860904353495	-0.297903935395039
"g58"	-25.8379131702298	9.52531786310648	15.1286060210109	0.743830274299063	-4.30821523951944	1.86612785777326	-4.50715306439002	0.847467848188708	-11.9353151320653	6.81325843396981	8.1938717089455	1.83113592219945	3.69171030173095	11.7315113704505	6.37602966733244	-6.06257054110924	-1.21946448919205	4.97521884075727	2.06589242524155	3.57620289514259
"g59"	9.51137315774391	-11.2311147169848	-9.80945343284006	5.05039167249159	-19.4784846485426	-14.2381960388898	11.4119930493028	-2.46206254385332	7.20505275039917	-8.44393818332228	-9.51343366757349	1.71402446516453	-3.9104132219553	-2.57076863275893	-4.44084907714162	3.19943587712408	6.64856325177955	-11.8243856371786	-4.54951648447425	-10.9493505206629
"g60"	8.47434173138701	-6.19121828188712	1.11661377644592	-1.35020767946712	1.33674414418299	23.7240131255752	-1.95897141301751	-7.45553630135283	-7.64230567638642	2.42133230295062	-5.56446388402465	-14.4300034141671	-0.532483214315237	7.03208519245727	-0.919796824257456	-7.03505423551571	12.4072382743405	9.77576689507497	-10.5145956380159	2.9593202785469
"g61"	6.08665028655808	11.268379808288	3.37528354460196	-24.4050834613836	5.57901586786128	-0.156192084399853	8.51296930814267	4.95189302152842	3.26476832401017	2.28552075888733	12.7535302600556	-0.859411236748161	-4.3962838569968	0.0491841539804884	-3.06479212893778	13.4544771300284	3.12461437492726	8.50733613068461	-8.44191804873305	-10.2706699987893
"g62"	26.3197343419291	-5.24990193562593	-1.2552262286822	-7.07671149768875	6.1814644351173	-7.45116784954937	10.9923652179587	-9.49673086360955	12.1587470504141	2.44923303226564	12.2669845488297	12.585645632023	-18.0488796837923	-25.3144747615571	1.05496692796383	2.90596590226934	3.22124082239482	-4.91401941591458	6.01769332800063	-9.06672497092803
"g63"	-7.69283234757616	-9.17731915482084	13.7889735092834	-8.55291472333509	10.2191501713615	-3.82290093636046	2.57242899942434	-15.3044186203093	-3.59733327866218	-1.14933018030878	-5.22420424367141	9.36731517762492	-4.31716918691898	-7.16343900371028	4.99028587205307	-8.0392955521402	-5.94877184624468	13.1980974313657	5.65327149848973	11.164300777575
"g64"	-13.778647689956	-10.535822119039	-0.204674811852045	-5.01672328756519	-17.3243665508093	-1.1884430550022	2.08795123675567	-22.3197411202364	-4.73727779652396	-11.1423960265813	-1.36673430120983	-18.058489779379	-4.25208924116279	-6.37394142844444	-9.93197189479476	11.6205023946506	8.186932315164	3.17561197794296	-1.72292961230762	4.874033355402
"g65"	29.6220095706194	9.90632497590452	-10.1052855263149	-16.471995285677	-2.20094817978505	1.57883564189194	21.2725349718504	-9.36885556496921	-1.39324741665917	-5.47484817761012	3.92855615541531	1.4942285386632	-11.9785372855078	4.79609848021263	-0.593344356101748	-20.7219036125754	5.44408644571109	4.06513804710345	8.93030728163503	6.62539437872128
"g66"	1.48416938842341	-3.20888729560957	16.2166683827334	20.2135225663058	-21.289780376835	11.3140881365943	-24.5947051163903	-3.5671583377277	6.27946820213354	-9.98976729624136	-14.5876577035303	10.1210567195924	-0.330779517318354	-0.449513103449471	9.37342151966715	6.37795126512754	-13.7797412959316	1.4378688944548	-12.5150714880477	-7.23303615263287
"g67"	14.4768664160611	-7.35848764971748	-3.11114206331577	-13.5070936444371	5.650506621951	9.03119884429866	11.3941179776167	10.9904559685146	-2.9561616899179	-8.25268838820599	15.7700104624687	-7.81067599537484	-3.1142244166808	3.84413835431672	15.443566325653	-4.7240772502778	11.8614864517073	-10.379906693722	-3.21368951340275	6.74158217237287
"g68"	7.45646229223458	-3.42246094754282	-13.0372240289762	2.85936088991365	11.3932178765112	-2.23092322454495	-23.5740262335246	-8.33815191595567	9.95303604273156	-5.94251829610899	4.63427401038171	-15.7806038069348	24.2179250902908	9.70472429361634	-3.26647624007816	5.52276407140825	3.28465137967715	11.1445399732004	3.76861913811431	5.16022739205981
"g69"	6.37466213843017	-4.15411294999604	9.83630359123608	-1.62470368173236	6.99530126612616	16.0512231186508	26.2133513403083	-10.3404169825295	7.66456457347122	5.27474641410516	1.58863370837555	-17.0206185937069	3.23670505274678	1.91107532274754	-9.01043493316374	7.07290457210335	-3.02683999282698	-4.39546333788539	5.64376855555036	2.5612101514933
"g70"	-6.90022149067887	-16.560275048548	-12.9210533802737	-3.52842801620595	-11.5547763439345	-8.8132733555192	4.73086891600197	-8.94985200678135	2.14515573385122	22.518333087411	-10.4813945366817	-11.6508831503969	-2.91360839602686	-1.30596402795889	4.11484078652845	-3.80797196195118	-9.94893509762987	-17.4717937362027	-12.6375978891973	24.1578392901194
"g71"	-11.2500016059178	10.4671276009001	-7.21030300803954	4.67396148268365	-12.189796041728	2.53214480198615	-10.1902859008498	-17.3093073685837	-5.23898480366734	6.1717670741989	-4.39973818535361	9.85770755122103	2.49169500473951	-6.41458396524027	0.357121570954858	1.09479736549979	-7.90478650254528	9.06009188796641	3.36553981304938	-3.28802321178752
"g72"	6.11485424640209	-1.68398743841227	-10.3120457248229	11.2113594942106	-18.3459999691435	1.56085553277114	23.6178142356425	-7.67517204166096	5.72168875936161	23.273843189486	8.36854203521934	5.07460498993876	-3.20080337540469	3.96680461248643	4.82878243910592	12.299683678456	-3.93291330613029	-9.95856664206713	2.00320616755879	-14.2600019565649
"g73"	4.97846891031211	14.7608380293302	0.307845847795987	3.7842325939273	3.01383611937179	-0.579981375575663	-0.739122499260398	3.80076298884407	8.39421950676561	-9.81927683921139	-9.46433025754174	4.46055773674945	-2.72102344988862	-11.0145949405303	8.9195478546243	17.1189210488903	-7.75729907064981	-7.49148606470435	17.5998068331707	1.58840742610834
"g74"	14.1682825639852	-14.7750387818421	2.78643465754457	3.85788443925461	-7.06734923227839	-26.2232740650253	6.99659779000996	-8.14892885915139	-16.4167161583073	2.07724549289605	20.9814014357571	-7.5643962717277	-3.11714046407	-9.1948098631365	9.33856594079913	-5.81407247853958	-4.55933896955372	16.9290920365648	6.51196198535465	9.93230634240186
"g75"	-10.1349142732112	-13.7427023431813	-28.1467437767243	2.88935697933524	2.65406169748021	4.03793948166313	-9.36483049088951	2.79722876829059	-5.6396284153703	2.0441513000409	-15.7332695368607	8.36176068195759	-15.8267025794877	3.00965122761516	6.95689235899227	1.68573574849213	-6.11363045180359	4.31389920481422	2.35833987381779	-11.0042632300508
"g76"	1.37219480462941	5.58021022890416	2.5667074789991	10.4547711667025	-3.32759721432745	-6.27698005964317	16.968311222347	5.2205308352852	-2.98284336702684	3.15749468462003	-4.11101473409207	-0.100630931807967	-4.36175365786542	20.521416687251	9.77392374036451	-3.77052149162462	-5.4717487013394	-9.41642249814987	-0.143055067118369	-0.812618130359966
"g77"	-5.94769054831618	0.907978669456141	-6.00172103903481	-6.84752780323199	4.82215441614079	-2.79718739456755	1.96541216881145	9.80773539621241	-0.620203129576006	9.63222071614549	-9.94790685872469	-7.2547787470325	-8.79349466111462	12.5514775297238	-2.67653582928923	-14.8615746537538	4.21868211341211	17.6844699835797	10.7374556506722	-10.4077273325205
"g78"	-3.95867269759243	-8.80506986326267	-8.58873260801864	24.4632552759428	-0.732650973851316	8.92426020247811	9.25990995601159	5.31629394100282	13.989602873905	8.34932250567336	6.5249342202494	6.37894639373732	6.36684017405255	1.79763628287268	-2.5616215305784	-6.88916148519628	9.07351899955858	2.01335944860223	9.3155873033571	-11.7132564188473
