"ctrl 1"	"ctrl 2"	"ctrl 3"	"ctrl 4"	"case 1"	"case 2"	"case 3"	"case 4"
"g57"	7.17040347345397	-1.28518239185161	5.13309220895525	5.6485784359893	-2.85423168121391	-13.5664286171482	22.6318871224908	3.27647763354014
"g58"	-4.66617103644701	13.4650791773332	0.549112377849556	2.39852512911001	-0.137047307260485	-7.21123151121655	0.594153709131735	20.086382535093
"g59"	-3.75814050130129	-1.89187683287653	-13.6524097771094	2.72902596941287	-1.73062300328475	-3.31356521954101	-5.47542730485324	7.27540818463342
"g60"	3.9210400616863	8.03758283034703	-9.8618131932642	8.41474138419121	13.27973578839	-2.27046753261049	11.941785085037	12.2228855419089
"g61"	-1.24289613124571	-1.84291146952143	-5.25935547303803	5.9522184948789	14.0208124293777	-11.4865316243284	3.6914790457405	4.7203478092966
"g62"	7.49593469016034	11.8117162523287	1.7647716645666	8.99482546567258	10.6016040695725	-4.79956480779033	0.72211598825126	-10.6048507880327
"g63"	-0.30741309107268	8.60912675412175	10.9730947949995	7.5853333380863	4.99867676654551	-1.25703677320909	22.2716250047231	-18.1646906291247
"g64"	2.27850757453762	5.21304471066918	-9.07722797355302	2.9606199499848	-11.1676285666101	-18.1272403924319	-9.54760118854504	-14.6845999562928
"g65"	20.0964460698916	-8.19832901920033	-12.5107111823389	9.69771796992405	3.67157925262669	6.67760644013735	-4.93438033682452	2.23506209511243
"g66"	5.85717861157534	2.43696959598897	-6.8659609046165	-21.9487256609191	0.352970243938085	10.5783437502181	7.85483974257565	5.26469808042922
"g67"	-4.64853762805287	-5.68079789945987	-1.31175982578872	-0.569914734206403	-0.0814603837964232	3.77418050402	10.0064580015077	-5.94514874299021
"g68"	7.15230516224856	13.6159774416215	5.27509310328817	-1.13585369322916	2.84934324705095	24.7108559911649	4.13190066956631	-12.079173721666
"g69"	7.86452273191952	1.85995171175708	10.4918453990747	7.41984125462478	15.8758507485928	-5.79132716798607	3.15064585222081	-3.79297645047464
"g70"	13.5713334583919	10.0961581626667	11.2014931601994	6.02250922042157	3.95543655774096	-4.6407712646705	-0.900139424562667	-1.2420106023463
"g71"	5.69470913732902	18.8865516908372	3.32709785150649	-1.8202553918683	12.8796256910184	6.00599156340103	-9.69932093436162	2.48219263886264
"g72"	-10.451318282072	1.15289704692688	8.21775286686609	4.93771298885472	4.62389044909385	-3.66970627798308	19.5780351525577	14.6592604392896
"g73"	1.51242878181874	10.9429060960593	-6.17501245132474	12.6242040743614	16.6282234223458	14.4822811938584	-0.865945109281785	-6.90414027884682
"g74"	23.2100676729543	4.83918904034085	6.18478869516449	-7.30280189311268	3.22138458165962	22.3141024105341	-7.71600803051141	-7.66575625884124
"g75"	-8.88684986757753	-10.4612293495256	-14.8934643450124	-7.61145852433985	-1.79960824763087	-9.90841383607215	-1.3403475168184	-1.2905552923645
"g76"	-5.68965926872624	-13.8440863504627	-10.8509298009826	4.71796423678419	18.2371126685622	-12.1723418920241	8.36111269379826	-4.48242226095919
"g77"	11.5680847760655	5.30333725232773	-1.98585478778633	7.45049910200435	-2.16066907346516	14.2277017850035	19.7237409829572	14.6985882724824
"g78"	4.53236589887162	4.05504385913087	-5.04084332916727	6.76222314488092	2.42619450734175	6.38316072801221	-12.4612742537994	-10.8099789676884
"g79"	16.0700100276684	3.65271950260861	20.1380876395288	2.03997157098669	-2.35454362926828	-3.15346235712824	-3.68179621145747	-9.74455641627108
"g80"	0.432567564570809	14.0696576355568	-5.0938458487482	5.67138004798067	8.68489821122613	-1.90224133274784	13.9379477691829	-7.73686673681296
"g81"	1.54464706837453	-3.74183993325171	-7.71199918498674	1.94164108228777	-5.0579013611648	13.0792471468977	2.70976463781266	-0.542333202151851
"g82"	8.50853769290414	14.5138388385987	0.194745443239103	2.03856967642869	-1.98021678863071	-18.2309947699343	10.5518694191087	-4.22404201538306
"g83"	-1.3518530356868	-8.48024536285521	-25.2919640329746	9.1548810297366	-9.84536544377216	-14.7387404111158	17.4952279665521	-12.4166024993995
"g84"	-15.7160547487995	-5.25040282056427	4.16302681587927	0.393812702747228	1.78954256035229	4.59537552301471	0.136082766304657	5.36071523222493
"g85"	7.34617371668411	3.68352479967142	5.73402611872112	-2.15205221050593	-8.78016397810713	6.93729710149461	-2.64809902573821	-11.1031286726092
"g86"	0.784478023328786	-2.58660357202288	-0.0280452321312191	-11.4670846842814	-17.5941556624539	-3.21303082910922	-9.89791108567488	-7.40918855360939
"g87"	-3.60411089623337	-11.9498368762909	6.76079145647732	-2.20479919182994	-5.55334415870249	-7.66652857910316	11.6358722037231	9.77285167661734
"g88"	-6.11667927096378	-4.90932547476723	-4.63630656845622	-10.7659006568277	10.3841187474871	8.20413953922406	11.7806259876918	6.04816634387713
"g89"	5.674146309955	19.0166595167056	9.69810833612878	11.61050022896	20.9484153316153	-17.5806497856493	-11.8389500719793	11.8855849279367
"g90"	5.9984555073454	12.4959995138496	1.0874452818593	8.27364241865811	-4.90269486049701	-15.0452656914252	0.951673197095679	9.84364441131931
"g91"	-6.91953482792197	-7.46131571604377	13.9106146499744	19.1585299464346	6.12479530847971	2.88562987099211	-6.48202560496735	19.9910575112442
"g92"	-15.3673486276713	1.4790084011124	5.81527168442972	-12.1573819128198	21.9736305722396	-1.40554776040991	1.85476640340692	-8.73625087518964
"g93"	-3.55489351892551	13.9010973627249	-4.92281656056505	12.5145116117304	0.211797884559736	2.96417038817837	-1.10461604799013	13.0497608363498
"g94"	-14.387585619474	-11.3333801859522	-7.90306426838014	-8.70914497813273	11.7475593580792	-22.1505910481325	-8.0667371988009	-9.15332903016318
"g95"	14.5494776182031	1.15290464816325	10.7281321645817	8.05684148994562	6.95630645591152	19.6807667541876	7.15229544721143	4.51888603288415
"g96"	-10.7108667981076	-12.2224996794318	4.66074369762893	10.7742284463202	23.2309211853257	-16.4616247818696	14.144119198667	-8.77605791101396
"g97"	-14.1783566869515	5.48621681049148	-1.89352105019803	-10.5177994249537	2.92647843372337	3.32191211450142	-14.308634313161	7.43491707481251
"g98"	-2.46454337083409	-7.72720757701854	28.3330058994076	6.65627592887675	-10.2387066204964	10.3279408210087	10.2393395699156	-4.36719764518264
"g99"	-23.014125487661	14.1549716351513	0.415415792353921	1.65709672139861	12.2713302330787	-15.0025246279079	-0.240285804847897	-0.954307510590295
"g100"	-9.27893959911598	8.33592912504959	9.05571466060612	16.2938472480277	-8.58389115700141	15.9529711501499	23.9173095999505	-2.71202560627152
"g101"	-11.9053227270151	9.36241026719137	-4.50119282149659	13.7668429834011	-16.0979439307859	1.14729940607037	-11.7767639316517	2.56541716895973
"g102"	1.23368649868985	-16.9044189763713	10.6768773464851	11.9698255718237	-13.0678140163992	16.684181579732	0.999232237852414	-5.99749878160577
"g103"	-6.63824434401923	-11.9535353143022	-15.1344162788572	-3.31846690872134	-2.07859391156105	-11.7337746506439	18.2709664658702	16.3303705307435
"g104"	-0.838587052758738	-5.3018325207325	11.463903697222	-13.0879458289091	-2.21838509051578	-6.45765163750256	-7.51962694296246	-19.2085577101092
"g105"	-10.4663485649381	9.92714395739113	-2.96017889466017	-9.24466442438117	5.76032992742695	8.96845678879789	6.5467302555254	-6.67342915120568
"g106"	0.445969711668975	10.358319449716	-3.43030062807797	-5.15442124861781	-7.27333075799685	2.4875842460412	-0.0529892774878337	0.817784346109475
"g107"	17.3807637200815	-12.1734073302114	-5.08446009123799	21.5757553098768	0.245363703028366	-0.0398873268161107	-11.7709469816357	8.8892487911847
"g108"	4.77260890562168	5.94502181786626	-12.0018864288346	-16.645108237017	6.93735327501212	-14.5535094697038	18.5494605395449	-3.60158294077864
"g109"	5.10526288492869	1.17441908861779	1.02020662979831	-15.4114241400182	5.27366389556031	2.44922377649979	0.928104993649735	16.967343905305
"g110"	-6.60451255970187	0.538172104587694	-5.66727152310034	-0.0997046784825523	-1.83205352954429	0.944342069709634	-3.20194664601869	-10.1940881836799
"g111"	-6.65495172513354	11.5641491424135	2.90328466769671	-10.0421740765761	-1.18894463104792	-6.63932113414996	13.750385302892	-16.7081266767698
"g112"	5.83899186713825	-6.52186938343772	10.031701074331	-5.74581854377389	11.6584460191893	-0.520160529662252	-2.34409110175828	2.20960037625065
"g113"	7.45208319704533	-1.80229613382727	8.28015875057738	-3.03773146185908	-5.77979708447618	-4.32417346614022	14.5096418749676	0.985258304023459
"g114"	9.2900324853122	12.6247866721612	4.67318893611724	-25.7521427883628	8.53839708905485	-4.73804721481788	1.9675613778074	-2.98133301348973
"g115"	9.52790159126643	-16.2098337134186	11.5762681470289	6.1579636575814	-4.05068705011427	-2.20602043841974	-4.86599942291799	-9.9637129042945
"g116"	-8.73882070377716	-0.0817321921820684	0.0485619491568143	10.5044077386743	-5.52147089675099	-1.42625368987433	-8.41758805150789	6.2654021676709
"g117"	-1.39400374869481	-1.53724983234284	21.5087985899692	-5.52871978320706	27.5620764721639	-1.00167114665244	13.3045873820789	-3.54301576923018
"g118"	4.01973352666638	-2.02935547009604	2.02200383690385	-11.8035914471874	10.3217596772208	1.00918932541016	-4.43511844801426	-13.3526104745504
"g119"	-6.64165301993883	-0.619803857700622	-18.3949134262673	-23.7374280801357	11.3620490357147	-5.24725600734086	-2.15322702473538	2.24171460290977
"g120"	-4.9663295053677	-2.14580069524686	11.9936327838045	0.828754557795839	12.0315267893237	-8.46855016219137	-5.03617340725654	4.04171538373274
"g121"	-0.0171205618391356	-2.26142008399412	-28.7950130657656	0.5048707728478	6.02453857240972	0.973783339840297	-3.35524244920948	-20.9052198894317
"g122"	-0.183915729147139	6.07575038405081	-6.66849146363269	10.002133965582	2.51140697012529	-5.80835162081541	-0.4294012442415	2.00610119780016
"g123"	-9.63834168551051	-7.59207685494215	12.8099754641042	-2.79620011918769	25.8905275461558	-11.7207644781329	2.99913202871367	10.6077688956228
"g124"	2.82659240101767	-6.63249296286956	-4.49030725452165	-4.2154112010563	3.5535678817366	13.9473388518994	-10.8192009040075	-22.5362356685352
"g125"	4.50424532675461	-4.38888509051855	4.84460931432265	1.38846932332296	4.20008117310453	0.464422160826457	17.7639109862925	-14.5907233289957
"g126"	-9.47268180125187	-6.38311892118161	-10.9089602107226	4.92249453055102	-2.89918819469663	8.37382875641413	-1.33134710807194	-10.511268676039
"g127"	-20.649817866836	-9.48742907295254	-0.938406649160402	-6.72800020676993	-8.04191619551924	-4.9054421173391	-3.80876912381891	3.9683746455655
"g128"	2.38296478737085	-4.45835125410137	0.145910640273932	-3.36545408105031	22.154235447995	8.66395739699168	-1.6632730518696	0.339258722915912
"g129"	-11.9905666446306	2.05913172952893	-1.41959749862611	-3.05038552160787	6.16189793097207	7.89469433727985	1.55940613412429	10.5718672652705
"g130"	-4.07778510931562	-0.672546927460462	10.3085009681726	-6.62740445389049	2.65484055027786	5.98194021232737	-17.5298453404853	9.73171753771649
"g131"	10.619231262898	-11.4234005057814	-5.56571018357884	5.4286852614366	8.79306935592446	15.1915736190554	-4.38345855520198	21.7172611629975
"g132"	-4.70661940813343	-0.563173932944039	3.32867825119113	2.19979177707188	-4.39453878386067	-0.745496588592462	-24.2420742209236	-5.7929720404292
"g133"	14.5007225865869	6.31655660741755	18.2510324364702	4.38379531319768	6.04181198879934	10.3803287388173	-3.84688381146999	-24.893685641286
"g134"	-5.93124981386584	10.862630102912	-0.791844271559456	-3.72883855768825	-9.28580665302706	19.4464815194369	15.2957111737059	-5.14032667368909
"g135"	11.0098673790322	-6.25680823190356	-0.732834194017763	7.00200185733218	0.552992129486259	11.5161054882766	5.51340407161388	-16.9350194159487
"g136"	6.7241507559752	9.2890467465443	11.2713316883038	2.79533280983952	4.34672390808723	-3.24487790838515	1.14446814058103	-32.1488599128009
"g137"	-9.58366569230944	-1.85465263110236	-0.452094153598907	-5.93316298220409	-1.61321655577058	3.81496479022607	1.56170787356443	-2.24395909545002
"g138"	5.24420600484165	1.65012418002832	-0.45083752771951	2.93630238935291	-15.2813398573721	8.20449422881681	0.195969460845679	-0.168963006070261
"g139"	-12.2064368010527	14.4682771975455	3.97279082708276	3.93204997031678	5.84286893878775	-11.6224433210745	5.99912692954805	6.51769016504539
"g140"	2.79631653764142	2.41393324059013	2.37496917140116	-15.0756220590547	-0.665563342119663	9.09234167491754	5.3416762091513	-8.29570236298763
"g141"	5.28212352150206	-3.78757520123234	8.51986008851805	-14.3945672398622	-7.58499175833335	-29.8811742332341	3.83189592610246	-14.5582869465937
"g142"	20.5259284303672	4.3959360769407	2.77367031421493	0.873504153597687	0.239847486988708	5.40150638921136	20.9106489243888	1.94236423609023
"g143"	2.53501124272863	4.13699661571905	-5.78027323169384	-8.40682858884225	-19.573155861557	-7.97334784124429	-6.3711457097106	-0.5793011948764
"g144"	8.0718347561753	3.06195512271952	-22.0616543201932	-7.07311649231677	-9.27270203143405	9.08412003457873	13.4517906371642	0.458974092847896
"g145"	-8.89774395138672	-9.9852377867366	9.64044138520597	10.7102546823795	-2.36835473063247	-7.66965544739488	-0.904756217032057	11.5479628878846
"g146"	-4.72828198639198	2.04091363450487	8.91829286453925	7.67387673048231	-2.93634447711429	-4.65926159214373	7.52274490139517	-5.34356997949944
"g147"	-13.3818634631562	5.37559369668796	-15.4145478922403	-11.4247470727873	6.5546859656661	2.33113319653785	-1.08709991168814	-14.1962673182531
"g148"	2.08711375542629	8.2340251462422	6.56945817149508	5.9648366441738	-9.60733931304823	6.3484073387454	-27.9416667643041	-7.79915712154454
"g149"	14.0189717794478	4.78473532766634	-10.7647727954917	-7.06565403886824	0.395382396354931	-1.189821062811	-8.77320106558171	-3.27000457126188
"g150"	7.89588301328799	5.89020792668465	-12.8381267754064	0.921230428081295	-3.80707063080377	-15.3071486881236	4.17377527179838	-9.96446391968191
"g151"	0.824634968105628	12.5833554615071	3.93337942966785	3.448889532359	-0.0837490861915265	13.6397278598938	-11.9114373879499	7.01222545895078
"g152"	-17.9377759517768	-5.72422961923822	-16.1111538741872	7.05103221057594	1.97548003781885	-18.4143941505898	-3.99162409053242	-4.94839476418488
"g153"	1.64827511355739	15.3062894262929	14.5849335200373	14.6945185269679	5.3855117544	4.98301272783623	-1.5339363136242	4.33804676497512
"g154"	-6.096435945065	-13.6811708169148	-6.20806585980202	8.99789335698495	-1.9137981977161	-15.3190693134033	-1.42256473361479	-6.13769437322466
"g155"	3.49230196943422	12.347623490858	28.2975481227661	-8.40237442554852	7.60479472706071	5.86008526830167	2.58842860531011	11.8557410969646
"g156"	8.78358768556076	5.19660758462675	2.72436053957055	-16.5721812425238	8.98552570077995	12.6624061191315	-12.89539393717	9.94936668502866
"g157"	15.0540361270525	7.69140948234114	14.1425829610147	1.95595463257815	-20.7716631274596	2.40921186197988	-7.00396656180693	1.13726685138736
"g158"	-1.08573912822671	0.703918554413854	-8.34961446197341	13.1666702315735	8.55992724197473	3.20853089116871	6.93074797398975	13.7737373180492
"g159"	-9.87511125849301	0.860301339756701	7.06546396475301	6.71789116135125	0.190332383423692	-14.3496665542937	-5.73227389248058	13.8689430845642
"g160"	5.49066804839859	26.5401943435218	-8.08890597378215	-9.5390915409913	9.22617309503233	-8.22154879255999	-2.79438838305346	11.1899686568719
"g161"	-3.44485119524758	0.581345848817571	-11.3750885224227	-12.4803475389676	1.74527085566008	16.5376213585669	-4.70453781140048	8.94243510917082
"g162"	-18.1572745159304	8.08920240871806	-15.2147952306317	20.8236302209226	9.81398550671748	-9.96265474461038	-0.750182545697076	3.71349506329532
"g163"	12.1211176767255	1.84716462178179	0.573538767225147	-3.2236189868373	2.42479260909782	10.9567337963142	-15.5971893354071	10.4187283042769
"g164"	-3.92774235053421	-5.48179079918548	-19.7136813180827	15.213442876299	15.4806433885206	11.1331909512994	-8.32425820380174	6.19583347809362
"g165"	2.41310328491203	-10.0508921264914	-33.1180186509724	14.2218006530323	5.25645320500751	-5.81268666953313	7.74337278342525	-4.80024940474433
"g166"	11.13310970795	-13.6993307633685	1.33548158560901	-7.36940178134765	-0.843652130665943	-6.21299931618409	-7.27030709831362	-8.2201941063275
"g167"	-4.68617181989773	-2.39755524144386	5.94273962630892	-4.14261646244174	-5.24089112488511	6.15292428047422	-3.25100683873148	3.11241028389272
"g168"	-13.5599896744574	4.14724931267998	10.3842241773359	-16.3134274758369	4.141566132142	-4.06149020166886	4.71888305476767	0.0386465015377667
"g169"	2.5610945195443	-15.2266608548338	-3.56634336037189	-14.3286796639693	12.0602426271864	-6.94920271266391	-15.6838709213268	9.2266039558227
"g170"	-0.833190719365472	-4.89671079906592	13.9733177102971	13.3196682761318	16.2443671888836	13.1283724354886	0.648719870154553	-4.03345415231548
"g171"	-1.21134949486055	14.5954933431518	-14.6357908693701	0.78266240044103	5.29991208644586	3.55788599273752	0.386925249175123	-3.74419844597989
"g172"	2.47100480603652	-4.25414166730856	-12.9009432268911	-7.96953935855828	-11.0757479278196	1.23048225644356	15.6502755746761	15.6613540732373
"g173"	-9.38581817759963	-9.3266605909834	-8.22649922254666	10.112947969084	7.42259091022066	0.225859768330814	-5.34489990141333	7.21727893469871
"g174"	-2.56696281899143	9.71282509075068	1.8474380012705	-26.5262119902891	-5.00197462711827	2.78513576637122	24.6873017023829	11.8593794835487
"g175"	-0.520439331074195	-21.9590719158806	-1.14906998243579	-7.04135379541076	2.45969674839359	12.7161645126011	-10.7774099933774	-0.867447903227339
"g176"	3.57758452761214	5.49033724206426	8.54407907826164	7.65972897738508	-4.40133223456251	1.67777252065844	15.9877874893774	-10.9723820302769
"g177"	-7.98448974920771	14.3335893084224	12.168148817378	1.59225545421033	-0.195689119508826	-5.54417276920194	-4.15358024572055	5.59811219144216
"g178"	2.21348031188674	2.13861633239363	15.1592941878947	3.36571979162561	15.8437671551717	-8.26268249832322	-5.3630272842012	-3.96292530615445
"g179"	-1.0392172008283	19.1387192091129	0.283161689313609	-1.73952307431142	5.89403243876372	8.55224239349313	-0.103048806282212	-4.54649704945298
"g180"	-12.8405573151628	-4.21346849399079	-12.8091176438329	-16.4730929639203	-1.37765654497917	-0.835221203261263	0.659813768720402	-9.78106123480575
"g181"	5.35065474151742	-4.72838156864958	12.7651009556366	1.95975425404872	3.37042732806981	16.0117517632722	12.1384516175631	-0.60844361731185
"g182"	5.11666460085995	6.58866638372679	0.00255803618267055	-2.33667890831599	5.38076898241369	-3.78480757965173	-12.8879126723432	-8.37211182762545
"g183"	0.274008346207402	-0.151103354047214	-11.3331589463165	-11.1622920323359	-2.66473753261405	-8.45389413013636	-7.39440113308738	-2.41364987030638
"g184"	-0.126742732414635	8.8559784842312	2.02915778338814	8.44586303003365	-5.22833625921157	-10.6967446096178	11.4151878123363	2.43600638844638
"g185"	8.17047588601019	8.2443502671921	1.75879563824763	-10.1484589187695	2.220740042182	0.282798985017354	24.0896931241591	-11.1127499225708
"g186"	-6.96556369317092	-2.30291620925506	15.8479678635865	13.5751665381657	-2.67875535760311	-19.7132550800122	4.77834982759589	1.33038604690248
"g187"	2.27850112260275	-23.9730025713214	3.66692478642325	-10.4735547569071	23.7102811064247	-3.40991733213597	22.8467476023479	-11.0842298713218
"g188"	-15.3894675508882	-5.45034162112347	8.79386274849623	-9.4604640909375	8.9412104660054	-3.25659053172572	-9.5794601456143	11.0499538540511
"g189"	12.1619694424543	0.178692265073859	-6.29736187123558	-15.0862183686573	13.9378021593912	10.0930749395406	-0.19067279475992	-10.4351527996606
"g190"	-6.24841956709272	-5.12506538189112	1.78477307445968	2.63245620275212	2.99628103876735	-16.2828239228909	2.50345449179888	-8.15802007689092
"g191"	15.0704637175411	4.93624755630738	-7.07335097869395	10.1535963609021	3.93936976617262	9.39285212985802	13.0766850942002	1.97660631893609
